family,condition,seed,train_eps,rob_lam,eps,n_inputs,subset_accuracy_clean,subset_accuracy_adv,subset_misclassification_adv,attack_success_rate,n_clean_correct,subset_ece_clean,subset_ece_adv,mean_mutual_information_clean,mean_mutual_information_adv,mean_mutual_information_delta,delta_mutual_information_attack_success,delta_mutual_information_attack_failed,delta_mutual_information_success_gap,mean_one_minus_confidence_clean,mean_one_minus_confidence_adv,mean_one_minus_confidence_delta,delta_one_minus_confidence_attack_success,delta_one_minus_confidence_attack_failed,delta_one_minus_confidence_success_gap,n_inputs_cert,mean_p_safe_point,median_p_safe_point,mean_p_safe_optimistic,mean_p_safe_lower,mean_p_safe_upper,mean_interval_width,mean_ci_width,mean_unknown_frac,mean_property_evaluations,mean_net_frac_safe,mean_net_frac_unsafe,p_safe_q05,p_safe_q25,p_safe_q50,p_safe_q75,p_safe_q95,frac_robust_tau0.5,frac_below_tau0.5,frac_inconclusive_tau0.5,frac_robust_tau0.9,frac_below_tau0.9,frac_inconclusive_tau0.9,frac_robust_tau0.95,frac_below_tau0.95,frac_inconclusive_tau0.95
bbb,standard,0,,,0.03,50,1.0,0.96,0.04,0.04,50,0.006954237222671545,0.05193973779678349,0.005887013097252805,0.02479165538548841,0.01890464228823561,0.05672508478164673,0.01732879051767681,0.039396294263969914,0.006954237222671509,0.04115213871002197,0.03419790148735046,0.2108750343322754,0.026836354285478592,0.1840386800467968,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,0,,,0.05,50,1.0,0.88,0.12,0.12,50,0.006954237222671545,0.038293436169624356,0.005887013097252805,0.05464029338269029,0.04875328028543748,0.0816418540974458,0.04426847476561817,0.03737337933182763,0.006954237222671509,0.11534303963184357,0.10838880240917206,0.22816177705923715,0.09205612404779955,0.13610565301143762,50.0,0.0,0.0,0.4158277017598451,0.0,0.47716509566535875,0.47716509566535875,0.037315636908736065,0.41958762886597945,171.08,0.16,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.43999999999999995,0.0,0.7,0.30000000000000004,0.0,0.7,0.30000000000000004
bbb,standard,0,,,0.07,50,1.0,0.6,0.4,0.4,50,0.006954237222671545,0.2344370985031128,0.005887013097252805,0.07904988664202392,0.07316287354477112,0.09102180837362539,0.0612569169922016,0.02976489138142379,0.006954237222671509,0.1655629014968872,0.1586086642742157,0.22603638470172882,0.11365685065587362,0.1123795340458552,50.0,0.0,0.0,0.12253575494228672,0.0,0.19710084369968311,0.19710084369968311,0.037315636908736065,0.12515463917525774,151.14,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.12,0.0,0.98,0.020000000000000018,0.0,0.98,0.020000000000000018
bbb,standard,0,,,0.08,50,1.0,0.54,0.46,0.46,50,0.006954237222671545,0.3846155142784119,0.005887013097252805,0.08451571794226766,0.07862870484501486,0.07065744853689862,0.08541903429266942,-0.0147615857557708,0.006954237222671509,0.1675003457069397,0.1605461084842682,0.14197330889494522,0.17636738220850626,-0.034394073313561035,50.0,0.0,0.0,0.04958520598504419,0.0,0.12458520598504416,0.12458520598504416,0.037315636908736065,0.0490721649484536,125.3,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.040000000000000036,0.0,0.98,0.020000000000000018,0.0,1.0,0.0
bbb,standard,0,,,0.1,50,1.0,0.26,0.74,0.74,50,0.006954237222671545,0.5958235132694244,0.005887013097252805,0.08255959076806903,0.07667257767081623,0.06578046716101515,0.10767319989101928,-0.04189273273000413,0.006954237222671509,0.1486012089252472,0.14164697170257567,0.1341164772574966,0.16307991743087769,-0.028963440173381094,50.0,0.0,0.0,0.009928016609501364,0.0,0.08492801660950132,0.08492801660950132,0.037315636908736065,0.007628865979381442,104.66,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,0,,,0.15,50,1.0,0.0,1.0,1.0,50,0.006954237222671545,0.9307947373390197,0.005887013097252805,0.04989107613626402,0.044004063039011214,0.044004063039011214,,,0.006954237222671509,0.06920526266098022,0.06225102543830872,0.06225102543830872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,1,,,0.01,50,1.0,1.0,0.0,0.0,50,0.002854071855545093,0.008943240642547642,0.0026247814398350044,0.0066391710379184584,0.0040143895980834544,,0.0040143895980834544,,0.002854071855545044,0.008943240642547607,0.006089168787002564,,0.006089168787002564,,50.0,0.9293320931327235,1.0,0.9888755505120099,0.8551654264660568,0.9932739726027399,0.13810854613668297,0.05191780382951328,0.059541879470016316,134.8,1.0,0.0,0.6066780821917809,0.9874999999999999,1.0,1.0,1.0,0.94,0.0,0.06000000000000005,0.76,0.04,0.19999999999999998,0.0,0.04,0.96
bbb,standard,1,,,0.03,50,1.0,0.98,0.02,0.02,50,0.002854071855545093,0.04456381320953366,0.0026247814398350044,0.023389237212795705,0.0207644557729607,0.07581460475921631,0.01964098334466977,0.05617362141454654,0.002854071855545044,0.03480630874633789,0.031952236890792844,0.20337969064712524,0.028453717426377898,0.17492597322074735,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,1,,,0.05,50,1.0,0.9,0.1,0.1,50,0.002854071855545093,0.09115936875343325,0.0026247814398350044,0.061720908122806575,0.059096126682971574,0.14143954715691506,0.049946857741422296,0.09149268941549277,0.002854071855545044,0.1183582890033722,0.11550421714782715,0.31567572355270385,0.0932629386583964,0.22241278489430744,50.0,0.0,0.0,0.4220088387681302,0.0,0.4825393261151303,0.4825393261151303,0.037315636908736065,0.42577319587628865,171.68,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.42000000000000004,0.0,0.66,0.33999999999999997,0.0,0.7,0.30000000000000004
bbb,standard,1,,,0.07,50,1.0,0.64,0.36,0.36,50,0.002854071855545093,0.1944836181402206,0.0026247814398350044,0.09638151340186596,0.09375673196203095,0.11558428224897296,0.08147873492562607,0.03410554732334689,0.002854071855545044,0.18111936390399933,0.1782652920484543,0.2501363505919774,0.1378378216177225,0.11229852897425491,50.0,0.0,0.0,0.14777761201107034,0.0,0.21994022710622668,0.21994022710622668,0.037315636908736065,0.14804123711340206,135.68,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.88,0.12,0.0,0.92,0.07999999999999996
bbb,standard,1,,,0.08,50,1.0,0.54,0.46,0.46,50,0.002854071855545093,0.3652816104888916,0.0026247814398350044,0.10144840291701257,0.09882362147717756,0.1012263238416104,0.09677687501858664,0.004449448823023755,0.002854071855545044,0.18799173593521118,0.18513766407966614,0.18979649699252585,0.18116902863537823,0.008627468357147616,50.0,0.0,0.0,0.07923868251810125,0.0,0.15423868251810122,0.15423868251810122,0.037315636908736065,0.07876288659793813,129.68,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.09999999999999998,0.0,0.98,0.020000000000000018,0.0,1.0,0.0
bbb,standard,1,,,0.1,50,1.0,0.28,0.72,0.72,50,0.002854071855545093,0.5931078803539276,0.0026247814398350044,0.09500187613884918,0.09237709469901417,0.08813113559382499,0.10329527525521495,-0.015164139661389964,0.002854071855545044,0.1460377013683319,0.14318362951278688,0.1361300845940908,0.1613213164465768,-0.025191231852486007,50.0,0.0,0.0,0.006868279537943598,0.0,0.08186827953794357,0.08186827953794357,0.037315636908736065,0.007422680412371135,105.02,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,1,,,0.15,50,1.0,0.04,0.96,0.96,50,0.002854071855545093,0.9185846948623657,0.0026247814398350044,0.0458975816477323,0.04327280020789729,0.03439536500023103,0.25633124519188755,-0.22193588019165653,0.002854071855545044,0.061015737056732175,0.05816166520118713,0.042429499328136444,0.4357336461544037,-0.39330414682626724,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,2,,,0.01,50,1.0,1.0,0.0,0.0,50,0.006623024940490728,0.012441217899322475,0.004263647687261027,0.00665485601550472,0.0023912083282436923,,0.0023912083282436923,,0.0066230249404907226,0.01244121789932251,0.005818192958831787,,0.005818192958831787,,50.0,0.9297920459361722,1.0,0.983389000762821,0.8562920459361721,0.9867559732398854,0.13046392730371317,0.04823622283338362,0.052545944134765286,124.48,0.98,0.0,0.48784246575342466,1.0,1.0,1.0,1.0,0.92,0.02,0.059999999999999956,0.82,0.02,0.16000000000000006,0.0,0.02,0.98
bbb,standard,2,,,0.03,50,1.0,0.98,0.02,0.02,50,0.006623024940490728,0.041032190322875944,0.004263647687261027,0.020114674833021127,0.0158510271457601,0.01132318377494812,0.015943432112511365,-0.004620248337563245,0.0066230249404907226,0.030783932209014892,0.02416090726852417,-0.03728461265563965,0.025414897471058125,-0.06269951012669778,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,2,,,0.05,50,1.0,0.92,0.08,0.08,50,0.006623024940490728,0.07666029810905453,0.004263647687261027,0.04976544658420608,0.04550179889694505,0.08905648341169581,0.04171443502609715,0.047342048385598655,0.0066230249404907226,0.0963342559337616,0.08971123099327087,0.18382826447486877,0.08152714112530583,0.10230112334956294,50.0,0.0,0.0,0.4439787807623382,0.0,0.5041146338856977,0.5041146338856977,0.037315636908736065,0.4418556701030928,173.92,0.16,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.45999999999999996,0.0,0.68,0.31999999999999995,0.0,0.7,0.30000000000000004
bbb,standard,2,,,0.07,50,1.0,0.7,0.3,0.3,50,0.006623024940490728,0.1880536770820618,0.004263647687261027,0.08185531884431839,0.07759167115705737,0.07744276129330198,0.07765548967009539,-0.00021272837679341128,0.0066230249404907226,0.17707646369934082,0.1704534387588501,0.21137967507044475,0.1529136231967381,0.058466051873706654,50.0,0.0,0.0,0.11310979237514251,0.0,0.18783884265447207,0.18783884265447207,0.037315636908736065,0.10907216494845359,151.16,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.07999999999999996,0.0,0.96,0.040000000000000036,0.0,0.98,0.020000000000000018
bbb,standard,2,,,0.08,50,1.0,0.52,0.48,0.48,50,0.006623024940490728,0.30094153881072994,0.004263647687261027,0.09274292873218655,0.08847928104492553,0.09377527065892839,0.08359067524738442,0.01018459541154397,0.0066230249404907226,0.17905846118927002,0.1724354362487793,0.19475173950195312,0.15183577170738807,0.04291596779456505,50.0,0.0,0.0,0.038396327334159056,0.0,0.11339632733415902,0.11339632733415902,0.037315636908736065,0.03402061855670103,124.14,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.020000000000000018,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,2,,,0.1,50,1.0,0.28,0.72,0.72,50,0.006623024940490728,0.567005009651184,0.004263647687261027,0.08808485332876444,0.08382120564150342,0.06379591274388001,0.1353148159496779,-0.07151890320579789,0.0066230249404907226,0.15299499034881592,0.1463719654083252,0.11870987216631572,0.21750306231634958,-0.09879319015003386,50.0,0.0,0.0,0.00017699115044247815,0.0,0.07517699115044245,0.07517699115044245,0.037315636908736065,0.00020618556701030926,97.32,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,2,,,0.15,50,1.0,0.0,1.0,1.0,50,0.006623024940490728,0.9580055391788483,0.004263647687261027,0.03169941805303097,0.02743577036576994,0.02743577036576994,,,0.0066230249404907226,0.041994460821151734,0.03537143588066101,0.03537143588066101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,3,,,0.01,50,1.0,1.0,0.0,0.0,50,0.0036170530319213443,0.009073644876480103,0.003861260693782924,0.00836917533086762,0.004507914637084696,,0.004507914637084696,,0.003617053031921387,0.009073644876480103,0.005456591844558716,,0.005456591844558716,,50.0,0.9201268899740661,1.0,0.9933196968186764,0.8451268899740662,0.9971164383561644,0.15198954838209824,0.05338555589680585,0.07397597768674995,135.44,1.0,0.0,0.513013698630137,0.9724916387959865,1.0,1.0,1.0,0.92,0.0,0.07999999999999996,0.74,0.02,0.24000000000000002,0.0,0.02,0.98
bbb,standard,3,,,0.03,50,1.0,0.98,0.02,0.02,50,0.0036170530319213443,0.04576673507690427,0.003861260693782924,0.02790737220109804,0.02404611150731512,0.11693227291107178,0.022150475560299674,0.0947817973507721,0.003617053031921387,0.044055633544921875,0.04043858051300049,0.3423774242401123,0.03427656329407984,0.30810086094603245,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,3,,,0.05,50,1.0,0.9,0.1,0.1,50,0.0036170530319213443,0.06293190240859985,0.003861260693782924,0.05680047088128049,0.052939210187497567,0.1121675804257393,0.046358280161026263,0.06580930026471303,0.003617053031921387,0.11671535730361939,0.113098304271698,0.23893897533416747,0.09911600748697917,0.13982296784718828,50.0,0.0,0.0,0.44856009262347085,0.0,0.5050786821129207,0.5050786821129207,0.037315636908736065,0.4457731958762887,160.14,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.66,0.33999999999999997,0.0,0.68,0.31999999999999995
bbb,standard,3,,,0.07,50,1.0,0.62,0.38,0.38,50,0.0036170530319213443,0.2412248134613037,0.003861260693782924,0.07474140805774368,0.07088014736396075,0.10316332344633625,0.05109368460379513,0.052069638842541115,0.003617053031921387,0.14922772407531737,0.145610671043396,0.21280419199090256,0.10442754530137585,0.1083766466895267,50.0,0.0,0.0,0.17765587307647082,0.0,0.2483393593150029,0.2483393593150029,0.037315636908736065,0.17567010309278344,146.38,0.02,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.19999999999999996,0.0,0.9,0.09999999999999998,0.0,0.92,0.07999999999999996
bbb,standard,3,,,0.08,50,1.0,0.5,0.5,0.5,50,0.0036170530319213443,0.3491781389713287,0.003861260693782924,0.07899353356217034,0.07513227286838742,0.08509577588378306,0.06516876985299178,0.019927006030791283,0.003617053031921387,0.15453259587287904,0.15091554284095765,0.18432230472564698,0.11750878095626831,0.06681352376937867,50.0,0.0,0.0,0.09301026977825931,0.0,0.16607983196615841,0.16607983196615841,0.037315636908736065,0.09608247422680412,128.64,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.07999999999999996,0.0,0.96,0.040000000000000036,0.0,0.96,0.040000000000000036
bbb,standard,3,,,0.1,50,1.0,0.38,0.62,0.62,50,0.0036170530319213443,0.5810109746456147,0.003861260693782924,0.0812268206384033,0.07736555994462037,0.05038247306997472,0.12139059642430539,-0.07100812335433067,0.003617053031921387,0.1274614989757538,0.1238444459438324,0.07769234718814973,0.19914523865047254,-0.12145289146232281,50.0,0.0,0.0,0.02422462782821614,0.0,0.09922462782821612,0.09922462782821612,0.037315636908736065,0.022268041237113404,107.94,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.040000000000000036,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,3,,,0.15,50,1.0,0.08,0.92,0.92,50,0.0036170530319213443,0.844715831875801,0.003861260693782924,0.050565959138912146,0.04670469844512923,0.03819221457296328,0.14459826297503753,-0.10640604840207424,0.003617053031921387,0.07528416812419891,0.07166711509227752,0.05779125703417737,0.23123948276042938,-0.17344822572625201,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,4,,,0.01,50,1.0,1.0,0.0,0.0,50,0.005771631002426134,0.01074739456176757,0.004969865217603342,0.007847363209259583,0.0028774979916562416,,0.0028774979916562416,,0.005771631002426147,0.010747394561767577,0.004975763559341431,,0.004975763559341431,,50.0,0.9430481058093712,1.0,0.986058522893888,0.8686944472727859,0.9880753424657535,0.11938089519296753,0.05152641132437997,0.0439185603730738,133.08,0.98,0.0,0.7804794520547945,0.9740942028985506,1.0,1.0,1.0,0.96,0.02,0.020000000000000035,0.74,0.02,0.24000000000000002,0.0,0.02,0.98
bbb,standard,4,,,0.03,50,1.0,0.98,0.02,0.02,50,0.005771631002426134,0.0366586065292358,0.004969865217603342,0.023925526190851087,0.018955660973247745,0.0436285138130188,0.018452133364272826,0.025176380448745973,0.005771631002426147,0.032188763618469236,0.02641713261604309,0.12156277894973755,0.024475384731681978,0.09708739421805557,,,,,,,,,,,,,,,,,,,,,,,,,,
bbb,standard,4,,,0.05,50,1.0,0.92,0.08,0.08,50,0.005771631002426134,0.06362685084342956,0.004969865217603342,0.06901813892531208,0.06404827370770874,0.10066164168529212,0.06086450257922323,0.03979713910606889,0.005771631002426147,0.13305954575538637,0.1272879147529602,0.23943842947483063,0.11753569608149321,0.12190273339333742,50.0,0.0,0.0,0.41635107263141685,0.0,0.4761041210578481,0.4761041210578481,0.037315636908736065,0.41402061855670097,164.96,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.42000000000000004,0.0,0.68,0.31999999999999995,0.0,0.7,0.30000000000000004
bbb,standard,4,,,0.07,50,1.0,0.54,0.46,0.46,50,0.005771631002426134,0.29245710730552676,0.004969865217603342,0.09186348466668277,0.08689361944907943,0.11780934501439333,0.06055800137492316,0.05725134363947017,0.005771631002426147,0.16754289269447326,0.1617712616920471,0.24683140930922134,0.08931261742556537,0.15751879188365597,50.0,0.0,0.0,0.14581772500978502,0.0,0.22081772500978494,0.22081772500978494,0.037315636908736065,0.14494845360824743,153.6,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.14,0.0,0.92,0.07999999999999996,0.0,0.96,0.040000000000000036
bbb,standard,4,,,0.08,50,1.0,0.5,0.5,0.5,50,0.005771631002426134,0.36106542468070985,0.004969865217603342,0.09008502643555402,0.08511516121795068,0.08418675466673449,0.08604356776916688,-0.0018568131024323947,0.005771631002426147,0.1554633605480194,0.14969172954559326,0.14866267919540405,0.15072077989578248,-0.002058100700378429,50.0,0.0,0.0,0.0641092665847785,0.0,0.13910926658477846,0.13910926658477846,0.037315636908736065,0.06412371134020618,129.34,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.06000000000000005,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,4,,,0.1,50,1.0,0.3,0.7,0.7,50,0.005771631002426134,0.6186070370674134,0.004969865217603342,0.08613134302198887,0.08116147780438553,0.05896065220918639,0.1329634041931835,-0.07400275198399711,0.005771631002426147,0.14494313478469847,0.13917150378227233,0.10382425274167742,0.22164842287699382,-0.1178241701353164,50.0,0.0,0.0,0.003586890853549578,0.0,0.07858689085354953,0.07858689085354953,0.037315636908736065,0.003298969072164948,102.2,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
bbb,standard,4,,,0.15,50,1.0,0.04,0.96,0.96,50,0.005771631002426134,0.9295079910755157,0.004969865217603342,0.036502019804029257,0.031532154586425915,0.02304779772664804,0.23515671922109505,-0.21210892149444702,0.005771631002426147,0.04931436657905579,0.04354273557662964,0.0265092837313811,0.4523455798625946,-0.4258362961312135,,,,,,,,,,,,,,,,,,,,,,,,,,
deterministic,robust,0,0.08,0.25,0.01,50,1.0,1.0,0.0,0.0,50,0.0004935276508331032,0.0012490153312683105,-8.26280156485332e-08,-4.394216317413213e-08,3.868585247440108e-08,,3.868585247440108e-08,,0.0004935276508331299,0.0012490153312683105,0.0007554876804351806,,0.0007554876804351806,,50.0,1.0,1.0,1.0,0.9249999999999998,1.0,0.07499999999999997,0.03848335099752875,0.0,94.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
deterministic,robust,0,0.08,0.25,0.03,50,1.0,1.0,0.0,0.0,50,0.0004935276508331032,0.0052119326591492056,-8.26280156485332e-08,-2.4528170976533963e-08,5.809984467199924e-08,,5.809984467199924e-08,,0.0004935276508331299,0.00521193265914917,0.00471840500831604,,0.00471840500831604,,,,,,,,,,,,,,,,,,,,,,,,,,,
deterministic,robust,0,0.08,0.25,0.05,50,1.0,1.0,0.0,0.0,50,0.0004935276508331032,0.0191030824184418,-8.26280156485332e-08,-1.6774513582618057e-08,6.585350206591515e-08,,6.585350206591515e-08,,0.0004935276508331299,0.01910308241844177,0.018609554767608644,,0.018609554767608644,,50.0,1.0,1.0,1.0,0.9249999999999998,1.0,0.07499999999999997,0.03848335099752875,0.0,94.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
deterministic,robust,0,0.08,0.25,0.07,50,1.0,0.96,0.04,0.04,50,0.0004935276508331032,0.04469550490379338,-8.26280156485332e-08,1.6816923106288685e-08,9.944493875482188e-08,3.725726855918765e-07,8.806461596994461e-08,2.845080696219319e-07,0.0004935276508331299,0.04766778826713562,0.04717426061630249,0.3800429701805115,0.033304731051127114,0.34673823912938434,50.0,0.9,1.0,0.96,0.8324999999999999,0.963,0.13049999999999998,0.03836657958864948,0.06,94.3,0.9,0.04,0.0,1.0,1.0,1.0,1.0,0.9,0.04,0.05999999999999998,0.9,0.04,0.05999999999999998,0.0,0.04,0.96
deterministic,robust,0,0.08,0.25,0.08,50,1.0,0.92,0.08,0.08,50,0.0004935276508331032,0.0639082396030426,-8.26280156485332e-08,-3.7529935064117835e-08,4.509808058441537e-08,1.8631567400007043e-07,3.2818289852619274e-08,1.5349738414745116e-07,0.0004935276508331299,0.05629459500312805,0.055801067352294925,0.3128577172756195,0.03344831518504931,0.2794094020905702,50.0,0.88,1.0,0.8804477611940298,0.814,0.8894477611940297,0.07544776119402981,0.038343225306873625,0.00020618556701030926,95.1,0.88,0.12,0.0,1.0,1.0,1.0,1.0,0.88,0.12,0.0,0.88,0.12,0.0,0.0,0.12,0.88
deterministic,robust,0,0.08,0.25,0.1,50,1.0,0.88,0.12,0.12,50,0.0004935276508331032,0.10452190041542059,-8.26280156485332e-08,3.930908789584464e-09,8.655892443811767e-08,2.5337052041625913e-07,6.381188862291656e-08,1.8955863179334257e-07,0.0004935276508331299,0.06872999787330628,0.06823647022247314,0.1678775648276011,0.054649048230864784,0.11322851659673633,50.0,0.8,1.0,0.8826119402985074,0.74,0.8916119402985074,0.1516119402985074,0.038249808179770216,0.08309278350515463,98.02,0.8,0.1,0.0,1.0,1.0,1.0,1.0,0.8,0.12,0.07999999999999996,0.8,0.12,0.07999999999999996,0.0,0.12,0.88
deterministic,robust,0,0.08,0.25,0.15,50,1.0,0.6,0.4,0.4,50,0.0004935276508331032,0.22478061199188232,-8.26280156485332e-08,-2.5979243218898773e-08,5.6648772429634434e-08,5.6068279447648445e-08,5.7035767750958424e-08,-9.674883033099796e-10,0.0004935276508331299,0.2203053915500641,0.21981186389923096,0.27393345832824706,0.18373080094655356,0.0902026573816935,,,,,,,,,,,,,,,,,,,,,,,,,,
deterministic,robust,1,0.08,0.25,0.01,50,1.0,1.0,0.0,0.0,50,0.00020463943481441316,0.00042149305343630594,-7.88317457341904e-08,-6.303978276438411e-08,1.5791962969806298e-08,,1.5791962969806298e-08,,0.00020463943481445314,0.00042149305343627927,0.00021685361862182616,,0.00021685361862182616,,50.0,1.0,1.0,1.0,0.9249999999999998,1.0,0.07499999999999997,0.03848335099752875,0.0,94.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
deterministic,robust,1,0.08,0.25,0.03,50,1.0,1.0,0.0,0.0,50,0.00020463943481441316,0.0019504964351654275,-7.88317457341904e-08,-5.8200182392886806e-08,2.063156334130359e-08,,2.063156334130359e-08,,0.00020463943481445314,0.0019504964351654054,0.001745857000350952,,0.001745857000350952,,,,,,,,,,,,,,,,,,,,,,,,,,,
deterministic,robust,1,0.08,0.25,0.05,50,1.0,1.0,0.0,0.0,50,0.00020463943481441316,0.010900212526321422,-7.88317457341904e-08,-9.763137267527728e-09,6.906860846666267e-08,,6.906860846666267e-08,,0.00020463943481445314,0.010900212526321411,0.010695573091506958,,0.010695573091506958,,50.0,0.98,1.0,1.0,0.9064999999999998,1.0,0.09349999999999996,0.0384599967157529,0.02,94.06,0.98,0.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,0.020000000000000018,0.98,0.0,0.020000000000000018,0.0,0.0,1.0
deterministic,robust,1,0.08,0.25,0.07,50,1.0,1.0,0.0,0.0,50,0.00020463943481441316,0.052532755136489896,-7.88317457341904e-08,-1.2599636733015562e-07,-4.716462159596522e-08,,-4.716462159596522e-08,,0.00020463943481445314,0.05253275513648987,0.052328115701675414,,0.052328115701675414,,50.0,0.9,1.0,0.9909768177028451,0.8324999999999999,0.9929383561643835,0.16043835616438354,0.03836657958864948,0.09010309278350516,98.86,0.9,0.0,0.0,1.0,1.0,1.0,1.0,0.9,0.0,0.09999999999999998,0.9,0.02,0.07999999999999997,0.0,0.02,0.98
deterministic,robust,1,0.08,0.25,0.08,50,1.0,0.92,0.08,0.08,50,0.00020463943481441316,0.06993870615959165,-7.88317457341904e-08,-6.438288324139841e-08,1.4448862492791998e-08,4.0467921280651353e-07,-1.9484211447531613e-08,4.2416342425404513e-07,0.00020463943481445314,0.058118125200271605,0.05791348576545716,0.3458736836910248,0.03287346855453823,0.31300021513648657,50.0,0.88,1.0,0.9099119373776908,0.8139999999999997,0.9174119373776907,0.10341193737769076,0.038343225306873625,0.029072164948453612,101.92,0.88,0.1,0.0,1.0,1.0,1.0,1.0,0.88,0.1,0.01999999999999999,0.88,0.1,0.01999999999999999,0.0,0.1,0.9
deterministic,robust,1,0.08,0.25,0.1,50,1.0,0.84,0.16,0.16,50,0.00020463943481441316,0.12782671988010402,-7.88317457341904e-08,1.3104203389957546e-07,2.0987377963376586e-07,1.580440311989284e-07,2.1974611266897301e-07,-6.170208147004461e-08,0.00020463943481445314,0.07085220515727997,0.07064756572246551,0.2687228061258793,0.03291894850276765,0.23580385762311162,50.0,0.72,1.0,0.8910106916137654,0.6659999999999999,0.900986301369863,0.23498630136986293,0.0381563910526668,0.171340206185567,103.98,0.72,0.1,0.0,0.0,1.0,1.0,1.0,0.72,0.12,0.16000000000000003,0.72,0.12,0.16000000000000003,0.0,0.12,0.88
deterministic,robust,1,0.08,0.25,0.15,50,1.0,0.68,0.32,0.32,50,0.00020463943481441316,0.16333485603332515,-7.88317457341904e-08,1.0357180144637823e-08,8.918892587882822e-08,7.058253587328978e-08,9.794487411672867e-08,-2.7362338243438896e-08,0.00020463943481445314,0.22026225090026855,0.2200576114654541,0.2959878407418728,0.18432573886478648,0.1116621018770863,,,,,,,,,,,,,,,,,,,,,,,,,,
deterministic,robust,2,0.08,0.25,0.01,50,1.0,1.0,0.0,0.0,50,0.00023881196975705787,0.0005842936038971125,-5.8774215124783295e-09,-2.7847879352678834e-08,-2.1970457840200506e-08,,-2.1970457840200506e-08,,0.00023881196975708007,0.0005842936038970947,0.00034548163414001466,,0.00034548163414001466,,50.0,1.0,1.0,1.0,0.9249999999999998,1.0,0.07499999999999997,0.03848335099752875,0.0,94.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
deterministic,robust,2,0.08,0.25,0.03,50,1.0,1.0,0.0,0.0,50,0.00023881196975705787,0.003286602497100872,-5.8774215124783295e-09,-2.3603740066903887e-08,-1.772631855442556e-08,,-1.772631855442556e-08,,0.00023881196975708007,0.00328660249710083,0.00304779052734375,,0.00304779052734375,,,,,,,,,,,,,,,,,,,,,,,,,,,
