family,seed,eps,train_eps,rob_lam,metric,direction,standard,robust,effect,score,variant,target
bbb,2,0.1,0.08,0.25,mean_mutual_information,robust-standard,0.08779291557533507,0.002751997649239097,-0.08504091792609597,,,
bbb,2,0.1,0.08,0.25,mean_confidence,robust-standard,0.8504638436948228,0.9007626833979487,0.050298839703125986,,,
bbb,2,0.15,0.08,0.25,n,robust-standard,10000.0,10000.0,0.0,,,
bbb,2,0.15,0.08,0.25,mc_samples,robust-standard,50.0,50.0,0.0,,,
bbb,2,0.15,0.08,0.25,accuracy,robust-standard,0.0462,0.501,0.4548,,,
bbb,2,0.15,0.08,0.25,nll,standard-robust,6.993912696838379,2.1701126098632812,4.823800086975098,,,
bbb,2,0.15,0.08,0.25,brier,standard-robust,1.7932018041610718,0.7843217849731445,1.0088800191879272,,,
bbb,2,0.15,0.08,0.25,ece,standard-robust,0.9011707090973855,0.3044732583448291,0.5966974507525564,,,
bbb,2,0.15,0.08,0.25,ece_adaptive,robust-standard,0.9010540560364724,0.3043115779876709,-0.5967424780488015,,,
bbb,2,0.15,0.08,0.25,mean_predictive_entropy,robust-standard,0.14178581100646642,0.5428937374570136,0.4011079264505472,,,
bbb,2,0.15,0.08,0.25,mean_mutual_information,robust-standard,0.04037642342355528,0.004810893288605385,-0.035565530134949896,,,
bbb,2,0.15,0.08,0.25,mean_confidence,robust-standard,0.9472540485396921,0.8053115820619762,-0.1419424664777159,,,
bbb,3,0.0,0.08,0.25,n,robust-standard,10000.0,10000.0,0.0,,,
bbb,3,0.0,0.08,0.25,mc_samples,robust-standard,50.0,50.0,0.0,,,
bbb,3,0.0,0.08,0.25,accuracy,robust-standard,0.9821,0.9699,-0.012199999999999989,,,
bbb,3,0.0,0.08,0.25,nll,standard-robust,0.057886671274900436,0.12684960663318634,-0.0689629353582859,,,
bbb,3,0.0,0.08,0.25,brier,standard-robust,0.02698807418346405,0.04767565801739693,-0.020687583833932877,,,
