family,condition,train_eps,rob_lam,eps,score,variant,target,n_seeds_present,metric,mean,sd,se,ci_low,ci_high,n_valid
mc_dropout,robust,0.08,0.25,0.05,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,adv_error,5,auroc,0.9896896258503401,0.011906659834133049,0.0059533299170665245,0.9707461300542345,1.008633121646446,4
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,adv_error,5,auprc,0.7708333333333333,0.2667968432263687,0.13339842161318435,0.3463595557601807,1.195307110906486,4
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,adv_error,5,prevalence,0.02,0.01414213562373095,0.006324555320336759,0.0024430344307451585,0.03755696556925484,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe,0.5959319276700634,0.05704689653182998,0.025512147710113765,0.5251102056267876,0.6667536497133393,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe_optimistic,0.5466825810017811,0.05869982131980481,0.026251358147634993,0.4738088107839464,0.6195563512196158,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.5,5,auroc,1.0,0.0,0.0,1.0,1.0,3
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.5,5,auprc,1.0,0.0,0.0,1.0,1.0,3
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.5,5,prevalence,0.016666666666666666,0.01743041721945991,0.007795119555779045,-0.004972585220175959,0.03830591855350929,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.9,5,auroc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.9,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.9,5,prevalence,0.05962800044470455,0.02171129465754053,0.009709586146757728,0.0326741893013051,0.086581811588104,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,adv_error,5,auroc,0.9512648809523808,0.03854668489455456,0.01927334244727728,0.8899371052851445,1.012592656619617,4
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,adv_error,5,auprc,0.45238095238095233,0.20203050891044214,0.10101525445522107,0.1309504127044389,0.7738114920574657,4
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,adv_error,5,prevalence,0.02,0.01414213562373095,0.006324555320336759,0.0024430344307451585,0.03755696556925484,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe,0.49913383288155433,0.06641260560296251,0.029700620138221515,0.4166849113778514,0.5815827543852572,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe_optimistic,0.47440393472657394,0.037538584474584843,0.016787765332857987,0.4278010981625602,0.5210067712905877,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.5,5,auroc,0.9607616404563676,0.04293877546478902,0.024790713573268838,0.8540871999505918,1.0674360809621435,3
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.5,5,auprc,0.6333333333333333,0.404145188432738,0.23333333333333334,-0.37070000000000003,1.6373666666666666,3
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.5,5,prevalence,0.016666666666666666,0.01743041721945991,0.007795119555779045,-0.004972585220175959,0.03830591855350929,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.9,5,auroc,0.9806976744186047,0.0223001308423696,0.009972921694135614,0.9530128437956842,1.0083825050415252,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.9,5,auprc,0.8410714285714285,0.17492709851797797,0.07822977667860029,0.6239055685116341,1.0582372886312228,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.9,5,prevalence,0.05962800044470455,0.02171129465754053,0.009709586146757728,0.0326741893013051,0.086581811588104,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,adv_error,5,auroc,0.9896896258503401,0.011906659834133049,0.0059533299170665245,0.9707461300542345,1.008633121646446,4
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,adv_error,5,auprc,0.7708333333333333,0.2667968432263687,0.13339842161318435,0.3463595557601807,1.195307110906486,4
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,adv_error,5,prevalence,0.02,0.01414213562373095,0.006324555320336759,0.0024430344307451585,0.03755696556925484,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,adv_error,5,neg_spearman_p_safe,0.6006452538552458,0.05653636374362837,0.025283830506281506,0.5304573403698083,0.6708331673406833,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,adv_error,5,neg_spearman_p_safe_optimistic,0.5493882473252151,0.06006819235553903,0.026863312278503696,0.4748156924400888,0.6239608022103413,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.5,5,auroc,1.0,0.0,0.0,1.0,1.0,3
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.5,5,auprc,1.0,0.0,0.0,1.0,1.0,3
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.5,5,prevalence,0.016666666666666666,0.01743041721945991,0.007795119555779045,-0.004972585220175959,0.03830591855350929,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.9,5,auroc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.9,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.9,5,prevalence,0.05962800044470455,0.02171129465754053,0.009709586146757728,0.0326741893013051,0.086581811588104,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,adv_error,5,auroc,0.9706560283687942,0.037410599111031166,0.016730528538251778,0.9242120811466072,1.017099975590981,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,adv_error,5,auprc,0.7377777777777779,0.24201443687168953,0.10823214647628586,0.43732533915960836,1.0382302163959474,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,adv_error,5,prevalence,0.044,0.01673320053068151,0.007483314773547882,0.02322631818863108,0.06477368181136892,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,adv_error,5,neg_spearman_p_safe,0.752631218607046,0.06769118518028008,0.030272418308126523,0.6685949853836868,0.8366674518304051,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,adv_error,5,neg_spearman_p_safe_optimistic,0.6732814447150041,0.05529317240164478,0.024727858436338606,0.6046369096957281,0.74192597973428,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.5,5,auroc,0.9861111111111112,0.02777777777777779,0.013888888888888895,0.9419166666666667,1.0303055555555556,4
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.5,5,auprc,0.9107142857142857,0.1785714285714286,0.0892857142857143,0.6266071428571428,1.1948214285714287,4
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.5,5,prevalence,0.038945420906567996,0.023775362894233203,0.010632665524246316,0.009429141411260226,0.06846170040187577,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.9,5,auroc,0.9915806715806715,0.011112244641648145,0.004969546880266608,0.9777852094410514,1.0053761337202916,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.9,5,auprc,0.9650000000000001,0.04099457958749613,0.018333333333333326,0.9141066666666667,1.0158933333333333,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.9,5,prevalence,0.116149136312136,0.02045543644353619,0.009147949279434691,0.09075442911242529,0.1415438435118467,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,adv_error,5,auroc,0.96697695035461,0.03217013405160356,0.014386921316933256,0.9270388567788033,1.0069150439304166,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,adv_error,5,auprc,0.735,0.26695297130560075,0.11938499812697481,0.40358724519951794,1.066412754800482,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,adv_error,5,prevalence,0.044,0.01673320053068151,0.007483314773547882,0.02322631818863108,0.06477368181136892,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,adv_error,5,neg_spearman_p_safe,0.5877201005505244,0.08261803102826605,0.036947906709277945,0.4851527115255688,0.6902874895754799,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,adv_error,5,neg_spearman_p_safe_optimistic,0.5211900678389466,0.06937252248990745,0.031024335211613206,0.43506651329150836,0.6073136223863849,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.5,5,auroc,0.9735171482264505,0.019906325445636804,0.009953162722818402,0.9418461844424424,1.0051881120104587,4
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.5,5,auprc,0.7787698412698413,0.151431919865811,0.0757159599329055,0.537841656763336,1.0196980257763466,4
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.5,5,prevalence,0.038945420906567996,0.023775362894233203,0.010632665524246316,0.009429141411260226,0.06846170040187577,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.9,5,auroc,0.9598305298305299,0.03413761254465544,0.015266804447879825,0.9174498806832154,1.0022111789778443,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.9,5,auprc,0.8124437229437229,0.13855716188454295,0.06196464654865618,0.6404298641246533,0.9844575817627925,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.9,5,prevalence,0.116149136312136,0.02045543644353619,0.009147949279434691,0.09075442911242529,0.1415438435118467,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,adv_error,5,auroc,0.9523936170212766,0.03552790396081084,0.01588856167089141,0.908286969822882,0.9965002642196711,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,adv_error,5,auprc,0.5766666666666667,0.271495628957834,0.12141653638875545,0.23961436165148153,0.9137189716818518,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,adv_error,5,prevalence,0.044,0.01673320053068151,0.007483314773547882,0.02322631818863108,0.06477368181136892,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,adv_error,5,neg_spearman_p_safe,0.7541774441755876,0.06962144795439248,0.031135658063597055,0.6677448573910422,0.8406100309601331,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,adv_error,5,neg_spearman_p_safe_optimistic,0.6681246062613355,0.05198834054564142,0.023249892699492545,0.6035829041275442,0.7326663083951268,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,5,auroc,0.9718375616631431,0.026274512729922303,0.013137256364961152,0.9300348119098367,1.0136403114164494,4
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,5,auprc,0.7232142857142856,0.2202380952380952,0.1101190476190476,0.3728154761904761,1.0736130952380951,4
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,5,prevalence,0.038945420906567996,0.023775362894233203,0.010632665524246316,0.009429141411260226,0.06846170040187577,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,auroc,0.9887752787752788,0.011095593917510025,0.004962100450057122,0.9750004879259202,1.0025500696246374,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,auprc,0.9502380952380953,0.039719823754555725,0.017763245193899505,0.9009273265798303,0.9995488638963603,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,prevalence,0.116149136312136,0.02045543644353619,0.009147949279434691,0.09075442911242529,0.1415438435118467,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,auroc,0.9488918439716312,0.03788130525984722,0.01694103472748774,0.9018635315681252,0.9959201563751372,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,auprc,0.5912698412698412,0.3193119364333304,0.1428006391784037,0.19485526691059257,0.9876844156290898,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,prevalence,0.044,0.01673320053068151,0.007483314773547882,0.02322631818863108,0.06477368181136892,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe,0.7524885684758773,0.06180860655220733,0.0276416491690549,0.6757553503825809,0.8292217865691737,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe_optimistic,0.6562118604993957,0.04413872763824088,0.01973943908789107,0.6014151775914102,0.7110085434073813,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,auroc,0.9858527131782946,0.016845979699302897,0.008422989849651449,0.9590507594767037,1.0126546668798855,4
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,auprc,0.8638888888888889,0.1587956214217384,0.0793978107108692,0.6112450552069031,1.1165327225708748,4
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,prevalence,0.038945420906567996,0.023775362894233203,0.010632665524246316,0.009429141411260226,0.06846170040187577,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,auroc,0.9987179487179487,0.0028667538173074124,0.0012820512820512773,0.9951589743589744,1.002276923076923,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,auprc,0.99,0.022360679774997918,0.010000000000000009,0.96224,1.01776,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,prevalence,0.116149136312136,0.02045543644353619,0.009147949279434691,0.09075442911242529,0.1415438435118467,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,auroc,0.9599734042553191,0.040194027500524775,0.01797531555613387,0.9100739282714915,1.0098728802391468,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,auprc,0.7093650793650794,0.2841427236928013,0.12707248909780874,0.3566118496295624,1.0621183091005966,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,prevalence,0.044,0.01673320053068151,0.007483314773547882,0.02322631818863108,0.06477368181136892,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe,0.5848842533270281,0.08560772783982841,0.03828493976983151,0.47860526052597585,0.6911632461280803,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe_optimistic,0.5133904023652043,0.06889162777333768,0.030809272556359103,0.4278638617487514,0.5989169429816571,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,auroc,0.9659604768616397,0.024339164764772492,0.012169582382386246,0.9272368657208866,1.0046840880023926,4
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,auprc,0.744047619047619,0.17315597938644486,0.08657798969322243,0.4685564558437852,1.0195387822514528,4
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,prevalence,0.038945420906567996,0.023775362894233203,0.010632665524246316,0.009429141411260226,0.06846170040187577,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,auroc,0.9528236628236628,0.032726511661702685,0.01463574094840136,0.9121948459509006,0.993452479696425,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,auprc,0.7595072150072151,0.1150523084940718,0.0514529565522042,0.6166738076182963,0.9023406223961339,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,prevalence,0.116149136312136,0.02045543644353619,0.009147949279434691,0.09075442911242529,0.1415438435118467,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,auroc,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,auroc,0.9482269503546099,0.03932645746939581,0.017587326443164675,0.8994045321483848,0.997049368560835,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,auprc,0.5912698412698413,0.3221473200533978,0.14406866128175572,0.19133523755168746,0.9912044449879951,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,prevalence,0.044,0.01673320053068151,0.007483314773547882,0.02322631818863108,0.06477368181136892,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,neg_spearman_p_safe,0.7584407232716341,0.06278038356473437,0.028076241060851322,0.6805010780867109,0.8363803684565574,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,neg_spearman_p_safe_optimistic,0.6590731934319342,0.04012523866249375,0.017944552252547753,0.6092591163788617,0.7088872704850067,5
mc_dropout,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,5,auroc,0.9850129198966409,0.020954144633295372,0.010477072316647686,0.9516748757850679,1.0183509640082138,4
