family,condition,train_eps,rob_lam,eps,score,variant,target,n_seeds_present,metric,mean,sd,se,ci_low,ci_high,n_valid
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,auroc,0.4176570048309179,0.19939581339931947,0.08917251863794835,0.17011409309197328,0.6651999165698625,5
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,auprc,0.11041761121352138,0.09989394283065424,0.044673929341964125,-0.013597216639771023,0.23443243906681377,5
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,prevalence,0.045451188430969056,0.025373899936177054,0.011347553022313894,0.01395038124102569,0.07695199562091243,5
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,3
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,auroc,0.9492479288200016,0.04034574969147399,0.020172874845736995,0.8850578410608665,1.0134380165791368,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,auprc,0.5395337301587302,0.31911043429747926,0.15955521714873963,0.031829029191440705,1.0472384311260197,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,prevalence,0.04,0.03162277660168379,0.014142135623730949,0.0007414315085228912,0.07925856849147711,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe,0.48422109032302785,0.035319953695093186,0.01579556348487465,0.44037260608901585,0.5280695745570398,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe_optimistic,0.3255531711329289,0.09625737688849569,0.04304760761169871,0.20605301240285331,0.4450533298630045,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,auroc,0.9683876811594203,0.014468032794535261,0.0072340163972676305,0.9453690409833148,0.9914063213355259,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,auprc,0.609375,0.23654474069793194,0.11827237034896597,0.2330323175495903,0.9857176824504097,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,prevalence,0.04110336234401254,0.03156093340209281,0.014114478504084645,0.0019215700166735628,0.08028515467135151,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,auroc,0.9747101449275363,0.01889075753387102,0.008448203598440377,0.9512579317382658,0.9981623581168068,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,auprc,0.6875,0.26922599965250177,0.12040152730666574,0.3532653601966959,1.021734639803304,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,prevalence,0.045451188430969056,0.025373899936177054,0.011347553022313894,0.01395038124102569,0.07695199562091243,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,3
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,auroc,0.9032314793401172,0.07261877764364778,0.03630938882182389,0.7876950041090736,1.0187679545711608,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,auprc,0.5864177489177489,0.3008708422449719,0.15043542112248595,0.10773223890599859,1.0651032589294993,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,prevalence,0.04,0.03162277660168379,0.014142135623730949,0.0007414315085228912,0.07925856849147711,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe,0.38734895650099094,0.048342077378712774,0.02161923423847132,0.32733396225499456,0.4473639507469873,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe_optimistic,0.3150939929001976,0.05450713397484007,0.02437633136528614,0.24742529703016325,0.3827626887702319,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,auroc,0.927536231884058,0.0861983858939878,0.0430991929469939,0.7903945999267235,1.0646778638413925,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,auprc,0.6891433747412008,0.3651159124158351,0.18255795620791754,0.10824395808760723,1.2700427913947943,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,prevalence,0.04110336234401254,0.03156093340209281,0.014114478504084645,0.0019215700166735628,0.08028515467135151,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,auroc,0.9375845410628019,0.07795809056669344,0.034863917980642326,0.8408023047485388,1.034366777377065,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,auprc,0.6513146997929606,0.32731829366250503,0.14638119098171998,0.244960513627706,1.0576688859582153,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,prevalence,0.045451188430969056,0.025373899936177054,0.011347553022313894,0.01395038124102569,0.07695199562091243,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,3
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,auroc,0.9492479288200016,0.04034574969147399,0.020172874845736995,0.8850578410608665,1.0134380165791368,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,auprc,0.5395337301587302,0.31911043429747926,0.15955521714873963,0.031829029191440705,1.0472384311260197,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,prevalence,0.04,0.03162277660168379,0.014142135623730949,0.0007414315085228912,0.07925856849147711,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,neg_spearman_p_safe,0.48422109032302785,0.035319953695093186,0.01579556348487465,0.44037260608901585,0.5280695745570398,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,5,neg_spearman_p_safe_optimistic,0.3255531711329289,0.09625737688849569,0.04304760761169871,0.20605301240285331,0.4450533298630045,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,5,auroc,0.9683876811594203,0.014468032794535261,0.0072340163972676305,0.9453690409833148,0.9914063213355259,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,5,auprc,0.609375,0.23654474069793194,0.11827237034896597,0.2330323175495903,0.9857176824504097,4
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,5,prevalence,0.04110336234401254,0.03156093340209281,0.014114478504084645,0.0019215700166735628,0.08028515467135151,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,5,auroc,0.9747101449275363,0.01889075753387102,0.008448203598440377,0.9512579317382658,0.9981623581168068,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,5,auprc,0.6875,0.26922599965250177,0.12040152730666574,0.3532653601966959,1.021734639803304,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,5,prevalence,0.045451188430969056,0.025373899936177054,0.011347553022313894,0.01395038124102569,0.07695199562091243,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,3
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,adv_error,5,auroc,0.5260869565217392,0.19978463416203704,0.0893464045692483,0.27806133743750594,0.7741125756059725,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,adv_error,5,auprc,0.17135433791878596,0.13869832746585412,0.06202777771583519,-0.0008347730203725201,0.3435434488579444,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,adv_error,5,prevalence,0.08,0.0,0.0,0.08,0.08,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,adv_error,5,neg_spearman_p_safe,0.01800896805993754,0.12032279848345248,0.053809991330401666,-0.13136756787325748,0.16738550399313257,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,adv_error,5,neg_spearman_p_safe_optimistic,0.01804726772087281,0.1779286677198445,0.07957211923350896,-0.20284493527134803,0.23893947071309365,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,5,auroc,0.5142371388301621,0.18582337387668918,0.08310273915932712,0.28354393492387003,0.7449303427364542,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,5,auprc,0.17550380106847072,0.13962978393718867,0.06244433771343241,0.002158319575982337,0.3488492825609591,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,5,auroc,0.5142371388301621,0.18582337387668918,0.08310273915932712,0.28354393492387003,0.7449303427364542,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,5,auprc,0.17550380106847072,0.13962978393718867,0.06244433771343241,0.002158319575982337,0.3488492825609591,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,adv_error,5,auroc,0.3271739130434782,0.12069623167383747,0.05397699573015276,0.17733377289657415,0.47701405319038226,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,adv_error,5,auprc,0.18404122391922473,0.11445411292264208,0.051185435359892964,0.04195045536016187,0.3261319924782876,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,adv_error,5,prevalence,0.08,0.0,0.0,0.08,0.08,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,adv_error,5,neg_spearman_p_safe,-0.1512310878323542,0.07770259226345487,0.034749655665806865,-0.24769613196063406,-0.054766043704074355,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,adv_error,5,neg_spearman_p_safe_optimistic,-0.11092682613490493,0.06939975108488977,0.03103651220947566,-0.19708418402840935,-0.0247694682414005,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,5,auroc,0.376768851303735,0.061335649517837626,0.027430136353197423,0.30062279278725895,0.45291490982021104,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,5,auprc,0.2537279661498816,0.1109227781124235,0.04960617442250095,0.11602122595301895,0.3914347063467442,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,5,auroc,0.376768851303735,0.061335649517837626,0.027430136353197423,0.30062279278725895,0.45291490982021104,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,5,auprc,0.2537279661498816,0.1109227781124235,0.04960617442250095,0.11602122595301895,0.3914347063467442,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,adv_error,5,auroc,0.5880434782608697,0.2395130338493981,0.10711348503689244,0.29069644379845627,0.8853905127232831,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,adv_error,5,auprc,0.18457113597324673,0.10186041495515229,0.045553362411211336,0.058115001919724074,0.3110272700267694,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,adv_error,5,prevalence,0.08,0.0,0.0,0.08,0.08,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,adv_error,5,neg_spearman_p_safe,0.06692510347249109,0.13820179428627646,0.061805721327311235,-0.1046475789321249,0.23849778587710707,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,adv_error,5,neg_spearman_p_safe_optimistic,0.0433304867660997,0.18764385932706804,0.08391688500314641,-0.1896227860026347,0.27628375953483414,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,5,auroc,0.5366032417195209,0.20343898890997716,0.09098068169530696,0.2840408693333488,0.789165614105693,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,5,auprc,0.17227920071198824,0.09250001418801447,0.04136726392881907,0.057443676045586506,0.28711472537839,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,5,auroc,0.5366032417195209,0.20343898890997716,0.09098068169530696,0.2840408693333488,0.789165614105693,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,5,auprc,0.17227920071198824,0.09250001418801447,0.04136726392881907,0.057443676045586506,0.28711472537839,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,5,auroc,0.9489130434782608,0.02566460641982087,0.011477560914099393,0.9170513343807208,0.9807747525758007,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,5,auprc,0.6110119047619047,0.15493865822250877,0.06929067442562727,0.41866099255636346,0.8033628169674459,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,5,prevalence,0.08,0.0,0.0,0.08,0.08,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe,0.5632048342674356,0.02657903431722012,0.01188650550192078,0.5302078949941036,0.5962017735407676,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,5,neg_spearman_p_safe_optimistic,0.44050918536257855,0.08322557045993259,0.03721960660292154,0.3371875574328683,0.5438308132922888,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,5,auroc,0.9812896405919662,0.016506703445293158,0.007382022197621096,0.9607971469713701,1.0017821342125623,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,5,auprc,0.8548809523809524,0.1315963602871156,0.05885168143870884,0.6915086847070967,1.0182532200548082,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,5,auroc,0.9812896405919662,0.016506703445293158,0.007382022197621096,0.9607971469713701,1.0017821342125623,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,5,auprc,0.8548809523809524,0.1315963602871156,0.05885168143870884,0.6915086847070967,1.0182532200548082,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,5,auroc,0.8228260869565217,0.038014352204594676,0.017000535130018538,0.7756326014355902,0.8700195724774532,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,5,auprc,0.39912626262626266,0.12334223940298515,0.055160326360425574,0.24600119664972128,0.552251328602804,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,5,prevalence,0.08,0.0,0.0,0.08,0.08,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe,0.45668661126450516,0.03357670996093204,0.015015961186687668,0.4150023030102602,0.4983709195187501,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,5,neg_spearman_p_safe_optimistic,0.38886291871616546,0.04217096967921663,0.018859430975962176,0.33650913832689444,0.4412166991054365,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,5,auroc,0.8841411205073996,0.0422451407581064,0.01889260129083458,0.8316952593240428,0.9365869816907564,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,5,auprc,0.5022827815459394,0.1732754662155295,0.07749114425817843,0.2871673650852361,0.7173981980066427,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,5,auroc,0.8841411205073996,0.0422451407581064,0.01889260129083458,0.8316952593240428,0.9365869816907564,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,5,auprc,0.5022827815459394,0.1732754662155295,0.07749114425817843,0.2871673650852361,0.7173981980066427,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,5,prevalence,0.09113958478858704,0.020742815720837773,0.009276469199308912,0.06538810629130551,0.11689106328586857,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,5,auroc,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,5,auprc,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,5,prevalence,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,5,neg_spearman_p_safe_optimistic,,,,,,0
deterministic,robust,0.08,0.25,0.08,one_minus_confidence,delta,adv_error,5,auroc,0.9445652173913043,0.029367948013274567,0.013133745623472365,0.908105939540545,0.9810244952420636,5
