family,condition,train_eps,rob_lam,eps,n_seeds_present,metric,mean,sd,se,ci_low,ci_high,n_valid
bbb,standard,,,0.05,5,frac_inconclusive_tau0.5,0.44799999999999995,0.033466401061363005,0.014966629547095758,0.40645263637726214,0.48954736362273776,5
bbb,standard,,,0.05,5,frac_robust_tau0.9,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.05,5,frac_below_tau0.9,0.676,0.016733200530681485,0.007483314773547871,0.6552263181886312,0.6967736818113689,5
bbb,standard,,,0.05,5,frac_inconclusive_tau0.9,0.32399999999999995,0.016733200530681485,0.007483314773547871,0.30322631818863105,0.34477368181136886,5
bbb,standard,,,0.05,5,frac_robust_tau0.95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.05,5,frac_below_tau0.95,0.696,0.008944271909999116,0.003999999999999981,0.684896,0.707104,5
bbb,standard,,,0.05,5,frac_inconclusive_tau0.95,0.30400000000000005,0.008944271909999116,0.003999999999999981,0.2928960000000001,0.315104,5
bbb,standard,,,0.07,5,subset_accuracy_clean,1.0,0.0,0.0,1.0,1.0,5
bbb,standard,,,0.07,5,subset_accuracy_adv,0.62,0.05830951894845298,0.026076809620810583,0.5476107764926298,0.6923892235073702,5
bbb,standard,,,0.07,5,subset_misclassification_adv,0.38,0.05830951894845302,0.0260768096208106,0.3076107764926298,0.4523892235073702,5
bbb,standard,,,0.07,5,attack_success_rate,0.38,0.05830951894845302,0.0260768096208106,0.3076107764926298,0.4523892235073702,5
bbb,standard,,,0.07,5,subset_ece_clean,0.005164003610610969,0.0018324663353012477,0.0008195038584427025,0.0028890608995740274,0.0074389463216479115,5
bbb,standard,,,0.07,5,subset_ece_adv,0.23013126289844515,0.042033902300240185,0.018798132580584364,0.17794764685474296,0.28231487894214735,5
bbb,standard,,,0.07,5,mean_mutual_information_clean,0.00432131362714702,0.0012211909679569464,0.0005461332035720999,0.002805247854030871,0.00583737940026317,5
bbb,standard,,,0.07,5,mean_mutual_information_adv,0.08477832232252694,0.00904063246272883,0.004043093749250599,0.07355469407460727,0.09600195057044661,5
bbb,standard,,,0.07,5,mean_mutual_information_delta,0.08045700869537992,0.009636433945309305,0.004309544272479619,0.0684937137949765,0.09242030359578333,5
bbb,standard,,,0.07,5,delta_mutual_information_attack_success,0.10100430407532598,0.01698854796514234,0.0075975096178148,0.0799136173762721,0.12209499077437987,5
bbb,standard,,,0.07,5,delta_mutual_information_attack_failed,0.06640856551332827,0.01273692927670784,0.005696127937465192,0.0505961143589249,0.08222101666773164,5
bbb,standard,,,0.07,5,delta_mutual_information_success_gap,0.03459573856199771,0.022659547518663045,0.01013365771822345,0.006464704736209418,0.06272677238778601,5
bbb,standard,,,0.07,5,mean_one_minus_confidence_clean,0.005164003610610962,0.0018324663353012454,0.0008195038584427014,0.0028890608995740235,0.007438946321647901,5
bbb,standard,,,0.07,5,mean_one_minus_confidence_adv,0.1681058691740036,0.012379323494400359,0.005536201769787887,0.15273737306107243,0.18347436528693478,5
bbb,standard,,,0.07,5,mean_one_minus_confidence_delta,0.16294186556339263,0.01236677384607541,0.0055305893964382275,0.14758894939888012,0.17829478172790514,5
bbb,standard,,,0.07,5,delta_one_minus_confidence_attack_success,0.22943760233285498,0.018339234298479907,0.008201554909339348,0.20667008590452896,0.252205118761181,5
bbb,standard,,,0.07,5,delta_one_minus_confidence_attack_failed,0.1196296916394551,0.02561865125648403,0.011457009140271738,0.08782503426606075,0.15143434901284944,5
bbb,standard,,,0.07,5,delta_one_minus_confidence_success_gap,0.10980791069339987,0.03509693574141712,0.01569582682395013,0.06623629543011432,0.15337952595668541,5
bbb,standard,,,0.07,5,n_inputs_cert,50.0,0.0,0.0,50.0,50.0,5
bbb,standard,,,0.07,5,mean_p_safe_point,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,median_p_safe_point,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,mean_p_safe_optimistic,0.14137935148295105,0.025153886474120223,0.011249160010889063,0.11015168329272301,0.1726070196731791,5
bbb,standard,,,0.07,5,mean_p_safe_lower,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,mean_p_safe_upper,0.21480739955703393,0.02359919192283917,0.01055387947070647,0.18550983014635278,0.24410496896771508,5
bbb,standard,,,0.07,5,mean_interval_width,0.21480739955703393,0.02359919192283917,0.01055387947070647,0.18550983014635278,0.24410496896771508,5
bbb,standard,,,0.07,5,mean_ci_width,0.037315636908736065,0.0,0.0,0.037315636908736065,0.037315636908736065,5
bbb,standard,,,0.07,5,mean_unknown_frac,0.14057731958762884,0.02518310034297746,0.011262224850219172,0.10931338340342042,0.17184125577183726,5
bbb,standard,,,0.07,5,mean_property_evaluations,147.592,7.155062543402393,3.199841246062058,138.70924070093173,156.4747592990683,5
bbb,standard,,,0.07,5,mean_net_frac_safe,0.004,0.00894427190999916,0.004,-0.007103999999999999,0.015104,5
bbb,standard,,,0.07,5,mean_net_frac_unsafe,0.368,0.036331804249169895,0.016248076809271917,0.3228953387774611,0.41310466122253886,5
bbb,standard,,,0.07,5,p_safe_q05,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,p_safe_q25,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,p_safe_q50,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,p_safe_q75,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,p_safe_q95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,frac_robust_tau0.5,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,frac_below_tau0.5,0.8640000000000001,0.0433589667773576,0.019390719429665314,0.8101713628632492,0.917828637136751,5
bbb,standard,,,0.07,5,frac_inconclusive_tau0.5,0.13599999999999998,0.043358966777357594,0.019390719429665314,0.08217136286324908,0.18982863713675088,5
bbb,standard,,,0.07,5,frac_robust_tau0.9,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,frac_below_tau0.9,0.9279999999999999,0.041472882706655424,0.018547236990991398,0.8765128701130078,0.979487129886992,5
bbb,standard,,,0.07,5,frac_inconclusive_tau0.9,0.072,0.041472882706655424,0.018547236990991398,0.020512870113007876,0.12348712988699212,5
bbb,standard,,,0.07,5,frac_robust_tau0.95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.07,5,frac_below_tau0.95,0.952,0.030331501776206173,0.013564659966250522,0.9143445039336885,0.9896554960663114,5
bbb,standard,,,0.07,5,frac_inconclusive_tau0.95,0.048,0.03033150177620617,0.01356465996625052,0.010344503933688562,0.08565549606631144,5
bbb,standard,,,0.08,5,subset_accuracy_clean,1.0,0.0,0.0,1.0,1.0,5
bbb,standard,,,0.08,5,subset_accuracy_adv,0.52,0.020000000000000018,0.008944271909999166,0.49517070117784234,0.5448292988221577,5
bbb,standard,,,0.08,5,subset_misclassification_adv,0.48,0.01999999999999999,0.008944271909999154,0.4551707011778423,0.5048292988221577,5
bbb,standard,,,0.08,5,attack_success_rate,0.48,0.01999999999999999,0.008944271909999154,0.4551707011778423,0.5048292988221577,5
bbb,standard,,,0.08,5,subset_ece_clean,0.005164003610610969,0.0018324663353012477,0.0008195038584427025,0.0028890608995740274,0.0074389463216479115,5
bbb,standard,,,0.08,5,subset_ece_adv,0.3522164454460144,0.03137295805702491,0.014030413374151484,0.31326801791936987,0.3911648729726589,5
bbb,standard,,,0.08,5,mean_mutual_information_clean,0.00432131362714702,0.0012211909679569464,0.0005461332035720999,0.002805247854030871,0.00583737940026317,5
bbb,standard,,,0.08,5,mean_mutual_information_adv,0.08955712191783823,0.008497584436656082,0.0038002352889814506,0.07900766875562572,0.10010657508005073,5
bbb,standard,,,0.08,5,mean_mutual_information_delta,0.08523580829069122,0.00923171953627938,0.004128550486466705,0.07377495214025964,0.09669666444112279,5
bbb,standard,,,0.08,5,delta_mutual_information_attack_success,0.086988314717591,0.011477274359936498,0.00513279313304668,0.07273968098025342,0.10123694845492857,5
bbb,standard,,,0.08,5,delta_mutual_information_attack_failed,0.08339978443615984,0.011428252762111629,0.005110870008026267,0.06921200929387891,0.09758755957844076,5
bbb,standard,,,0.08,5,delta_mutual_information_success_gap,0.0035885302814311626,0.013015121675337308,0.005820539360297033,-0.012569286982753398,0.019746347545615724,5
bbb,standard,,,0.08,5,mean_one_minus_confidence_clean,0.005164003610610962,0.0018324663353012454,0.0008195038584427014,0.0028890608995740235,0.007438946321647901,5
bbb,standard,,,0.08,5,mean_one_minus_confidence_adv,0.16890929985046385,0.014633974986074886,0.006544512569978996,0.15074173295620216,0.18707686674472554,5
bbb,standard,,,0.08,5,mean_one_minus_confidence_delta,0.16374529623985293,0.015045697446201774,0.00672864045172043,0.14506659034587702,0.18242400213382884,5
bbb,standard,,,0.08,5,delta_one_minus_confidence_attack_success,0.171901305862095,0.02465958316614525,0.011028100851262053,0.14128729789899155,0.20251531382519847,5
bbb,standard,,,0.08,5,delta_one_minus_confidence_attack_failed,0.15552034868066467,0.025367029975883377,0.011344480682670017,0.1240280703055727,0.18701262705575664,5
bbb,standard,,,0.08,5,delta_one_minus_confidence_success_gap,0.016380957181430376,0.03945177349363172,0.017643369472936977,-0.03259703647544267,0.06535895083830343,5
bbb,standard,,,0.08,5,n_inputs_cert,50.0,0.0,0.0,50.0,50.0,5
bbb,standard,,,0.08,5,mean_p_safe_point,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,median_p_safe_point,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,mean_p_safe_optimistic,0.06486795044006846,0.0219851813008358,0.00983207197726522,0.03757411863118021,0.09216178224895671,5
bbb,standard,,,0.08,5,mean_p_safe_lower,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,mean_p_safe_upper,0.13948186287764824,0.02137592141112442,0.009559602671393485,0.11294440586185993,0.16601931989343655,5
bbb,standard,,,0.08,5,mean_interval_width,0.13948186287764824,0.02137592141112442,0.009559602671393485,0.11294440586185993,0.16601931989343655,5
bbb,standard,,,0.08,5,mean_ci_width,0.037315636908736065,0.0,0.0,0.037315636908736065,0.037315636908736065,5
bbb,standard,,,0.08,5,mean_unknown_frac,0.06441237113402061,0.024331032648661648,0.01088116859303484,0.034206247119755895,0.09461849514828533,5
bbb,standard,,,0.08,5,mean_property_evaluations,127.42,2.5266182932924406,1.1299380513992796,124.2832919693156,130.5567080306844,5
bbb,standard,,,0.08,5,mean_net_frac_safe,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,mean_net_frac_unsafe,0.46799999999999997,0.03898717737923586,0.017435595774162697,0.41959878613092433,0.5164012138690757,5
bbb,standard,,,0.08,5,p_safe_q05,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,p_safe_q25,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,p_safe_q50,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,p_safe_q75,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,p_safe_q95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,frac_robust_tau0.5,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,frac_below_tau0.5,0.9399999999999998,0.03162277660168377,0.01414213562373094,0.9007414315085227,0.979258568491477,5
bbb,standard,,,0.08,5,frac_inconclusive_tau0.5,0.06000000000000001,0.031622776601683764,0.014142135623730937,0.020741431508522937,0.09925856849147709,5
bbb,standard,,,0.08,5,frac_robust_tau0.9,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,frac_below_tau0.9,0.984,0.016733200530681527,0.007483314773547889,0.963226318188631,1.0047736818113688,5
bbb,standard,,,0.08,5,frac_inconclusive_tau0.9,0.016000000000000014,0.016733200530681527,0.007483314773547889,-0.004773681811368925,0.036773681811368954,5
bbb,standard,,,0.08,5,frac_robust_tau0.95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.08,5,frac_below_tau0.95,0.992,0.017888543819998333,0.008000000000000007,0.969792,1.014208,5
bbb,standard,,,0.08,5,frac_inconclusive_tau0.95,0.008000000000000007,0.017888543819998333,0.008000000000000007,-0.014208000000000012,0.030208000000000026,5
bbb,standard,,,0.1,5,subset_accuracy_clean,1.0,0.0,0.0,1.0,1.0,5
bbb,standard,,,0.1,5,subset_accuracy_adv,0.30000000000000004,0.04690415759823429,0.020976176963403027,0.24177013274959325,0.35822986725040684,5
bbb,standard,,,0.1,5,subset_misclassification_adv,0.7,0.04690415759823429,0.020976176963403027,0.6417701327495932,0.7582298672504068,5
bbb,standard,,,0.1,5,attack_success_rate,0.7,0.04690415759823429,0.020976176963403027,0.6417701327495932,0.7582298672504068,5
bbb,standard,,,0.1,5,subset_ece_clean,0.005164003610610969,0.0018324663353012477,0.0008195038584427025,0.0028890608995740274,0.0074389463216479115,5
bbb,standard,,,0.1,5,subset_ece_adv,0.5911108829975128,0.019139857951817194,0.008559604691990628,0.5673494203725468,0.6148723456224788,5
bbb,standard,,,0.1,5,mean_mutual_information_clean,0.00432131362714702,0.0012211909679569464,0.0005461332035720999,0.002805247854030871,0.00583737940026317,5
bbb,standard,,,0.1,5,mean_mutual_information_adv,0.08660089677921497,0.005436265046331019,0.00243117163746044,0.07985196431362479,0.09334982924480514,5
bbb,standard,,,0.1,5,mean_mutual_information_delta,0.08227958315206793,0.006347689214574108,0.0028387729167659906,0.07439914953512554,0.09016001676901032,5
bbb,standard,,,0.1,5,delta_mutual_information_attack_success,0.06541012815557626,0.01402152968418682,0.006270618704474577,0.04800289063195483,0.08281736567919769,5
bbb,standard,,,0.1,5,delta_mutual_information_attack_failed,0.12012745834268021,0.014452022313882701,0.006463140861237104,0.10218577931188601,0.1380691373734744,5
bbb,standard,,,0.1,5,delta_mutual_information_success_gap,-0.05471733018710394,0.025731961995269757,0.01150768324317286,-0.08666265887015179,-0.02277200150405608,5
bbb,standard,,,0.1,5,mean_one_minus_confidence_clean,0.005164003610610962,0.0018324663353012454,0.0008195038584427014,0.0028890608995740235,0.007438946321647901,5
bbb,standard,,,0.1,5,mean_one_minus_confidence_adv,0.14400770688056946,0.009755055409717418,0.004362593404081042,0.13189714759084048,0.15611826617029845,5
bbb,standard,,,0.1,5,mean_one_minus_confidence_delta,0.13884370326995848,0.008781417568275704,0.003927169324295075,0.12794188122571537,0.1497455253142016,5
bbb,standard,,,0.1,5,delta_one_minus_confidence_attack_success,0.11409460678954604,0.024178207801468687,0.010812823243639944,0.08407820946520156,0.14411100411389052,5
bbb,standard,,,0.1,5,delta_one_minus_confidence_attack_failed,0.1925395915442541,0.028968028096418845,0.012954895999543274,0.15657680024952197,0.22850238283898622,5
bbb,standard,,,0.1,5,delta_one_minus_confidence_success_gap,-0.07844498475470803,0.04769390735656481,0.021329363792371242,-0.1376552986423306,-0.01923467086708546,5
bbb,standard,,,0.1,5,n_inputs_cert,50.0,0.0,0.0,50.0,50.0,5
bbb,standard,,,0.1,5,mean_p_safe_point,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,median_p_safe_point,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,mean_p_safe_optimistic,0.008956961195930632,0.009278102089881187,0.00414929339503144,-0.0025614772686766447,0.020475399660537907,5
bbb,standard,,,0.1,5,mean_p_safe_lower,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,mean_p_safe_upper,0.0839569611959306,0.009278102089881193,0.004149293395031442,0.07243852273132331,0.09547539966053789,5
bbb,standard,,,0.1,5,mean_interval_width,0.0839569611959306,0.009278102089881193,0.004149293395031442,0.07243852273132331,0.09547539966053789,5
bbb,standard,,,0.1,5,mean_ci_width,0.037315636908736065,0.0,0.0,0.037315636908736065,0.037315636908736065,5
bbb,standard,,,0.1,5,mean_unknown_frac,0.008164948453608248,0.008466924387729148,0.003786523698262632,-0.002346441332768817,0.018676338239985314,5
bbb,standard,,,0.1,5,mean_property_evaluations,103.428,3.975741440285071,1.7780056242880677,98.49225638697632,108.36374361302367,5
bbb,standard,,,0.1,5,mean_net_frac_safe,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,mean_net_frac_unsafe,0.692,0.05019960159204452,0.022449944320643643,0.6296789545658932,0.7543210454341067,5
bbb,standard,,,0.1,5,p_safe_q05,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,p_safe_q25,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,p_safe_q50,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,p_safe_q75,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,p_safe_q95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,frac_robust_tau0.5,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,frac_below_tau0.5,0.992,0.017888543819998333,0.008000000000000007,0.969792,1.014208,5
bbb,standard,,,0.1,5,frac_inconclusive_tau0.5,0.008000000000000007,0.017888543819998333,0.008000000000000007,-0.014208000000000012,0.030208000000000026,5
bbb,standard,,,0.1,5,frac_robust_tau0.9,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,frac_below_tau0.9,1.0,0.0,0.0,1.0,1.0,5
bbb,standard,,,0.1,5,frac_inconclusive_tau0.9,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,frac_robust_tau0.95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.1,5,frac_below_tau0.95,1.0,0.0,0.0,1.0,1.0,5
bbb,standard,,,0.1,5,frac_inconclusive_tau0.95,0.0,0.0,0.0,0.0,0.0,5
bbb,standard,,,0.15,5,subset_accuracy_clean,1.0,0.0,0.0,1.0,1.0,5
bbb,standard,,,0.15,5,subset_accuracy_adv,0.032,0.03346640106136302,0.014966629547095763,-0.009547363622737837,0.07354736362273784,5
bbb,standard,,,0.15,5,subset_misclassification_adv,0.968,0.03346640106136301,0.01496662954709576,0.9264526363772622,1.009547363622738,5
bbb,standard,,,0.15,5,attack_success_rate,0.968,0.03346640106136301,0.01496662954709576,0.9264526363772622,1.009547363622738,5
bbb,standard,,,0.15,5,subset_ece_clean,0.005164003610610969,0.0018324663353012477,0.0008195038584427025,0.0028890608995740274,0.0074389463216479115,5
bbb,standard,,,0.15,5,subset_ece_adv,0.9163217588663102,0.04258347985540555,0.019043911135035944,0.8634558615554504,0.96918765617717,5
bbb,standard,,,0.15,5,mean_mutual_information_clean,0.00432131362714702,0.0012211909679569464,0.0005461332035720999,0.002805247854030871,0.00583737940026317,5
bbb,standard,,,0.15,5,mean_mutual_information_adv,0.04291121095599374,0.008411511887117312,0.0037617424746283694,0.03246861384642539,0.05335380806556209,5
bbb,standard,,,0.15,5,mean_mutual_information_delta,0.03858989732884672,0.008534035501964925,0.0038165367009580222,0.02799519144698725,0.04918460321070619,5
bbb,standard,,,0.15,5,delta_mutual_information_attack_success,0.0334150421409247,0.008353759941495413,0.003735915019379682,0.023044142047126705,0.043785942234722694,5
bbb,standard,,,0.15,5,delta_mutual_information_attack_failed,0.21202874246267336,0.059348481955912746,0.034264862033241875,0.06458704113363359,0.3594704437917131,3
bbb,standard,,,0.15,5,delta_mutual_information_success_gap,-0.18015028336272595,0.06405311406760812,0.03698108264936736,-0.33927988200295367,-0.021020684722498212,3
bbb,standard,,,0.15,5,mean_one_minus_confidence_clean,0.005164003610610962,0.0018324663353012454,0.0008195038584427014,0.0028890608995740235,0.007438946321647901,5
bbb,standard,,,0.15,5,mean_one_minus_confidence_adv,0.059362799048423766,0.013745239677241219,0.006147058057067727,0.04229856588200376,0.07642703221484377,5
bbb,standard,,,0.15,5,mean_one_minus_confidence_delta,0.05419879543781281,0.014609123997970458,0.006533398870237088,0.03606208017403465,0.07233551070159097,5
bbb,standard,,,0.15,5,delta_one_minus_confidence_attack_success,0.04487050028253293,0.015019600470171361,0.006716969529238193,0.026224192869367707,0.06351680769569815,5
bbb,standard,,,0.15,5,delta_one_minus_confidence_attack_failed,0.3731062362591426,0.12314065492996136,0.07109529027200001,0.06718320221872653,0.6790292702995586,3
bbb,standard,,,0.15,5,delta_one_minus_confidence_success_gap,-0.3308628895612442,0.1372920881817759,0.07926562406935417,-0.6719428699316752,0.010217090809186757,3
bbb,standard,,,0.15,5,n_inputs_cert,,,,,,0
bbb,standard,,,0.15,5,mean_p_safe_point,,,,,,0
bbb,standard,,,0.15,5,median_p_safe_point,,,,,,0
bbb,standard,,,0.15,5,mean_p_safe_optimistic,,,,,,0
bbb,standard,,,0.15,5,mean_p_safe_lower,,,,,,0
bbb,standard,,,0.15,5,mean_p_safe_upper,,,,,,0
bbb,standard,,,0.15,5,mean_interval_width,,,,,,0
bbb,standard,,,0.15,5,mean_ci_width,,,,,,0
bbb,standard,,,0.15,5,mean_unknown_frac,,,,,,0
bbb,standard,,,0.15,5,mean_property_evaluations,,,,,,0
bbb,standard,,,0.15,5,mean_net_frac_safe,,,,,,0
bbb,standard,,,0.15,5,mean_net_frac_unsafe,,,,,,0
bbb,standard,,,0.15,5,p_safe_q05,,,,,,0
bbb,standard,,,0.15,5,p_safe_q25,,,,,,0
bbb,standard,,,0.15,5,p_safe_q50,,,,,,0
bbb,standard,,,0.15,5,p_safe_q75,,,,,,0
bbb,standard,,,0.15,5,p_safe_q95,,,,,,0
bbb,standard,,,0.15,5,frac_robust_tau0.5,,,,,,0
bbb,standard,,,0.15,5,frac_below_tau0.5,,,,,,0
bbb,standard,,,0.15,5,frac_inconclusive_tau0.5,,,,,,0
bbb,standard,,,0.15,5,frac_robust_tau0.9,,,,,,0
bbb,standard,,,0.15,5,frac_below_tau0.9,,,,,,0
bbb,standard,,,0.15,5,frac_inconclusive_tau0.9,,,,,,0
bbb,standard,,,0.15,5,frac_robust_tau0.95,,,,,,0
bbb,standard,,,0.15,5,frac_below_tau0.95,,,,,,0
bbb,standard,,,0.15,5,frac_inconclusive_tau0.95,,,,,,0
deterministic,robust,0.08,0.25,0.01,5,subset_accuracy_clean,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,subset_accuracy_adv,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,subset_misclassification_adv,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,attack_success_rate,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,subset_ece_clean,0.0002998514175414968,0.00011790713150448507,5.272967221520713e-05,0.0001534738474720818,0.0004462289876109118,5
deterministic,robust,0.08,0.25,0.01,5,subset_ece_adv,0.0007413158416748056,0.0003106397084236469,0.00013892230090919771,0.00035566753435087273,0.0011269641489987385,5
deterministic,robust,0.08,0.25,0.01,5,mean_mutual_information_clean,-5.616879737164666e-08,3.264601184420602e-08,1.4599740335581588e-08,-9.669767654322115e-08,-1.5639918200072173e-08,5
deterministic,robust,0.08,0.25,0.01,5,mean_mutual_information_adv,-4.602574018320002e-08,2.5532349881021926e-08,1.1418413991854739e-08,-7.772325742458877e-08,-1.4328222941811268e-08,5
deterministic,robust,0.08,0.25,0.01,5,mean_mutual_information_delta,1.0143057188446646e-08,2.4239673155836753e-08,1.0840311385765566e-08,-1.994964721843856e-08,4.0235761595331856e-08,5
deterministic,robust,0.08,0.25,0.01,5,delta_mutual_information_attack_success,,,,,,0
deterministic,robust,0.08,0.25,0.01,5,delta_mutual_information_attack_failed,1.0143057188446646e-08,2.4239673155836753e-08,1.0840311385765566e-08,-1.994964721843856e-08,4.0235761595331856e-08,5
deterministic,robust,0.08,0.25,0.01,5,delta_mutual_information_success_gap,,,,,,0
deterministic,robust,0.08,0.25,0.01,5,mean_one_minus_confidence_clean,0.00029985141754150393,0.00011790713150448808,5.2729672215208474e-05,0.0001534738474720852,0.00044622898761092263,5
deterministic,robust,0.08,0.25,0.01,5,mean_one_minus_confidence_adv,0.0007413158416748047,0.00031063970842365544,0.0001389223009092015,0.00035566753435086135,0.001126964148998748,5
deterministic,robust,0.08,0.25,0.01,5,mean_one_minus_confidence_delta,0.0004414644241333008,0.00019990437622508333,8.939995484779582e-05,0.00019329014947581962,0.000689638698790782,5
deterministic,robust,0.08,0.25,0.01,5,delta_one_minus_confidence_attack_success,,,,,,0
deterministic,robust,0.08,0.25,0.01,5,delta_one_minus_confidence_attack_failed,0.0004414644241333008,0.00019990437622508333,8.939995484779582e-05,0.00019329014947581962,0.000689638698790782,5
deterministic,robust,0.08,0.25,0.01,5,delta_one_minus_confidence_success_gap,,,,,,0
deterministic,robust,0.08,0.25,0.01,5,n_inputs_cert,50.0,0.0,0.0,50.0,50.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_p_safe_point,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,median_p_safe_point,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_p_safe_optimistic,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_p_safe_lower,0.9249999999999998,0.0,0.0,0.9249999999999998,0.9249999999999998,5
deterministic,robust,0.08,0.25,0.01,5,mean_p_safe_upper,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_interval_width,0.07499999999999997,0.0,0.0,0.07499999999999997,0.07499999999999997,5
deterministic,robust,0.08,0.25,0.01,5,mean_ci_width,0.03848335099752875,0.0,0.0,0.03848335099752875,0.03848335099752875,5
deterministic,robust,0.08,0.25,0.01,5,mean_unknown_frac,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_property_evaluations,94.0,0.0,0.0,94.0,94.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_net_frac_safe,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,mean_net_frac_unsafe,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,p_safe_q05,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,p_safe_q25,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,p_safe_q50,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,p_safe_q75,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,p_safe_q95,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_robust_tau0.5,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_below_tau0.5,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_inconclusive_tau0.5,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_robust_tau0.9,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_below_tau0.9,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_inconclusive_tau0.9,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_robust_tau0.95,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_below_tau0.95,0.0,0.0,0.0,0.0,0.0,5
deterministic,robust,0.08,0.25,0.01,5,frac_inconclusive_tau0.95,1.0,0.0,0.0,1.0,1.0,5
deterministic,robust,0.08,0.25,0.03,5,subset_accuracy_clean,1.0,0.0,0.0,1.0,1.0,5
