family,train_eps,rob_lam,eps,score,variant,target,metric,direction,mean,sd,se,ci_low,ci_high,n_valid
bbb,0.08,0.25,0.0,,,,accuracy,robust-standard,-0.011820000000000008,0.0009418067742376735,0.0004211887937730471,-0.012989220091513987,-0.010650779908486029,5
bbb,0.08,0.25,0.0,,,,brier,standard-robust,-0.020586952567100525,0.000615934540930391,0.0002754543006420962,-0.021351613705682983,-0.019822291428518067,5
bbb,0.08,0.25,0.0,,,,ece,standard-robust,-0.009312335774898508,0.0004418187838472914,0.00019758736688376593,-0.009860838305367842,-0.008763833244429173,5
bbb,0.08,0.25,0.0,,,,ece_adaptive,robust-standard,0.009354795690774922,0.000859700069974851,0.00038446955934501857,0.008287508194033151,0.010422083187516694,5
bbb,0.08,0.25,0.0,,,,mc_samples,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.0,,,,mean_confidence,robust-standard,-0.002313076398941627,0.0005734328456983136,0.00025644696470251537,-0.0030249731729558096,-0.0016011796249274443,5
bbb,0.08,0.25,0.0,,,,mean_mutual_information,robust-standard,-0.008411199436103075,0.0002511695119523018,0.00011232642052015855,-0.008723017579467035,-0.008099381292739115,5
bbb,0.08,0.25,0.0,,,,mean_predictive_entropy,robust-standard,0.007012160765405814,0.0015435541192573518,0.0006902983875218511,0.005095892441645156,0.008928429089166473,5
bbb,0.08,0.25,0.0,,,,n,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.0,,,,nll,standard-robust,-0.06899666562676429,0.0031807183761944882,0.0014224605012907248,-0.07294541597834735,-0.06504791527518124,5
bbb,0.08,0.25,0.01,mutual_information,adv,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,adv_error,prevalence,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,prevalence,robust-standard,-0.008336951801997394,0.011419969654095226,0.005107165689508337,-0.022514443756072536,0.005840540152077748,5
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,prevalence,robust-standard,-0.030288220551378447,0.011068575500466403,0.004950017446626326,-0.044029468983213124,-0.016546972119543767,5
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,adv_error,prevalence,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,prevalence,robust-standard,-0.008336951801997394,0.011419969654095226,0.005107165689508337,-0.022514443756072536,0.005840540152077748,5
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,prevalence,robust-standard,-0.030288220551378447,0.011068575500466403,0.004950017446626326,-0.044029468983213124,-0.016546972119543767,5
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,adv_error,prevalence,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,prevalence,robust-standard,-0.008336951801997394,0.011419969654095226,0.005107165689508337,-0.022514443756072536,0.005840540152077748,5
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,prevalence,robust-standard,-0.030288220551378447,0.011068575500466403,0.004950017446626326,-0.044029468983213124,-0.016546972119543767,5
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,prevalence,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,prevalence,robust-standard,-0.008336951801997394,0.011419969654095226,0.005107165689508337,-0.022514443756072536,0.005840540152077748,5
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,prevalence,robust-standard,-0.030288220551378447,0.011068575500466403,0.004950017446626326,-0.044029468983213124,-0.016546972119543767,5
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,prevalence,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,prevalence,robust-standard,-0.008336951801997394,0.011419969654095226,0.005107165689508337,-0.022514443756072536,0.005840540152077748,5
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,prevalence,robust-standard,-0.030288220551378447,0.011068575500466403,0.004950017446626326,-0.044029468983213124,-0.016546972119543767,5
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,prevalence,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,prevalence,robust-standard,-0.008336951801997394,0.011419969654095226,0.005107165689508337,-0.022514443756072536,0.005840540152077748,5
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,prevalence,robust-standard,-0.030288220551378447,0.011068575500466403,0.004950017446626326,-0.044029468983213124,-0.016546972119543767,5
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,,,,accuracy,robust-standard,-0.010299999999999998,0.0013490737563231874,0.0006033241251599267,-0.011974827771443954,-0.008625172228556043,5
bbb,0.08,0.25,0.01,,,,attack_success_rate,standard-robust,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,brier,standard-robust,-0.017710644006729125,0.0008870993566546781,0.0003967228928552381,-0.018811946757295268,-0.016609341256162983,5
bbb,0.08,0.25,0.01,,,,delta_mutual_information_attack_failed,robust-standard,-0.0033470833166089065,0.000833889398819031,0.0003729266762951572,-0.004382327770004263,-0.00231183886321355,5
bbb,0.08,0.25,0.01,,,,delta_mutual_information_attack_success,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,,,,delta_mutual_information_success_gap,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,,,,delta_one_minus_confidence_attack_failed,robust-standard,-0.003482176065444946,0.0012609773376562946,0.000563926209017236,-0.005047635221676793,-0.0019167169092130989,5
bbb,0.08,0.25,0.01,,,,delta_one_minus_confidence_attack_success,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,,,,delta_one_minus_confidence_success_gap,robust-standard,,,,,,0
bbb,0.08,0.25,0.01,,,,ece,standard-robust,-0.010658458655476542,0.0009510807631658607,0.0004253362477062485,-0.011839192079109087,-0.009477725231843996,5
bbb,0.08,0.25,0.01,,,,ece_adaptive,robust-standard,0.01125198836565016,0.001274189741691353,0.0005698349757309526,0.009670126473021037,0.012833850258279284,5
bbb,0.08,0.25,0.01,,,,frac_below_tau0.5,robust-standard,-0.008,0.010954451150103323,0.004898979485566356,-0.0215995670519322,0.005599567051932203,5
bbb,0.08,0.25,0.01,,,,frac_below_tau0.9,robust-standard,-0.024,0.00894427190999916,0.004,-0.035103999999999996,-0.012896000000000001,5
bbb,0.08,0.25,0.01,,,,frac_below_tau0.95,robust-standard,-0.024,0.00894427190999916,0.004,-0.035103999999999996,-0.012896000000000001,5
bbb,0.08,0.25,0.01,,,,frac_inconclusive_tau0.5,robust-standard,-0.05600000000000001,0.021908902300206624,0.009797958971132703,-0.0831991341038644,-0.028800865896135626,5
bbb,0.08,0.25,0.01,,,,frac_inconclusive_tau0.9,robust-standard,-0.20800000000000002,0.03346640106136301,0.01496662954709576,-0.24954736362273783,-0.1664526363772622,5
bbb,0.08,0.25,0.01,,,,frac_inconclusive_tau0.95,robust-standard,0.02400000000000002,0.008944271909999166,0.0040000000000000036,0.012896000000000012,0.03510400000000003,5
bbb,0.08,0.25,0.01,,,,frac_robust_tau0.5,robust-standard,0.06400000000000002,0.016733200530681475,0.007483314773547866,0.04322631818863114,0.08477368181136889,5
bbb,0.08,0.25,0.01,,,,frac_robust_tau0.9,robust-standard,0.23200000000000004,0.033466401061363005,0.014966629547095758,0.19045263637726223,0.27354736362273785,5
bbb,0.08,0.25,0.01,,,,frac_robust_tau0.95,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,mc_samples,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,mean_ci_width,standard-robust,0.012936497376100082,0.0019127893263355654,0.0008554253920644706,0.010561836487729112,0.015311158264471051,5
bbb,0.08,0.25,0.01,,,,mean_confidence,robust-standard,0.0009998321242785436,0.0007930520800450863,0.00035466367213568344,1.528577042988642e-05,0.0019843784781272008,5
bbb,0.08,0.25,0.01,,,,mean_interval_width,standard-robust,0.060779502119803895,0.0119941745904817,0.005363957943663556,0.045889154868193865,0.07566984937141392,5
bbb,0.08,0.25,0.01,,,,mean_mutual_information,robust-standard,-0.01237872524522464,0.0005026515885099474,0.0002247926241812989,-0.013002749569951925,-0.011754700920497354,5
bbb,0.08,0.25,0.01,,,,mean_mutual_information_adv,robust-standard,-0.007522072227883458,0.00120162621345908,0.0005373835793680351,-0.009013849044209123,-0.006030295411557793,5
bbb,0.08,0.25,0.01,,,,mean_mutual_information_clean,robust-standard,-0.004174988911274552,0.0012164651819514332,0.000544019767821011,-0.005685187786745678,-0.0026647900358034255,5
bbb,0.08,0.25,0.01,,,,mean_mutual_information_delta,robust-standard,-0.0033470833166089065,0.000833889398819031,0.0003729266762951572,-0.004382327770004263,-0.00231183886321355,5
bbb,0.08,0.25,0.01,,,,mean_net_frac_safe,robust-standard,0.01200000000000001,0.010954451150103331,0.00489897948556636,-0.001599567051932203,0.025599567051932226,5
bbb,0.08,0.25,0.01,,,,mean_net_frac_unsafe,robust-standard,-0.004,0.00894427190999916,0.004,-0.015104,0.007103999999999999,5
bbb,0.08,0.25,0.01,,,,mean_one_minus_confidence_adv,robust-standard,-0.005937033891677856,0.002459560948920446,0.0010999490953180011,-0.008990492580280627,-0.002883575203075085,5
bbb,0.08,0.25,0.01,,,,mean_one_minus_confidence_clean,robust-standard,-0.0024548578262329106,0.0018242199508600445,0.0008158159632068771,-0.004719562940095201,-0.00019015271237061981,5
bbb,0.08,0.25,0.01,,,,mean_one_minus_confidence_delta,robust-standard,-0.003482176065444946,0.0012609773376562946,0.000563926209017236,-0.005047635221676793,-0.0019167169092130989,5
bbb,0.08,0.25,0.01,,,,mean_p_safe_lower,robust-standard,0.06979954034853897,0.008729269236780874,0.0039038478814679483,0.05896245862958394,0.08063662206749399,5
bbb,0.08,0.25,0.01,,,,mean_p_safe_optimistic,robust-standard,0.012530421348713317,0.0038064465064134726,0.0017022946282114228,0.007804851460798407,0.017255991236628226,5
bbb,0.08,0.25,0.01,,,,mean_p_safe_point,robust-standard,0.07039547530788874,0.008451734398349928,0.003779730528496745,0.05990294336078178,0.0808880072549957,5
bbb,0.08,0.25,0.01,,,,mean_p_safe_upper,robust-standard,0.009020038228735228,0.004209887570784908,0.0018827189571813023,0.003793610403599933,0.014246466053870522,5
bbb,0.08,0.25,0.01,,,,mean_predictive_entropy,robust-standard,-0.001778230942874344,0.0022899473155915044,0.0010240955725111535,-0.004621120252165306,0.0010646583664166182,5
bbb,0.08,0.25,0.01,,,,mean_property_evaluations,robust-standard,-38.028000000000006,4.401763283049192,1.9685283843521282,-43.49263479496151,-32.5633652050385,5
bbb,0.08,0.25,0.01,,,,mean_unknown_frac,standard-robust,0.05792517859163308,0.011048938032596387,0.004941235304013661,0.04420830938769116,0.071642047795575,5
bbb,0.08,0.25,0.01,,,,median_p_safe_point,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,n,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,n_inputs_cert,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,nll,standard-robust,-0.0700751781463623,0.0031003255006921706,0.0013865077143847529,-0.07392412356149437,-0.06622623273123023,5
bbb,0.08,0.25,0.01,,,,p_safe_q05,robust-standard,0.4082534246575342,0.11541244511461257,0.05161401454514744,0.2649729202802049,0.5515339290348635,5
bbb,0.08,0.25,0.01,,,,p_safe_q25,robust-standard,0.01614154725742285,0.011182267991926557,0.00500086227451357,0.002259153583373181,0.030023940931472516,5
bbb,0.08,0.25,0.01,,,,p_safe_q50,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,p_safe_q75,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,p_safe_q95,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,subset_accuracy_adv,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,subset_accuracy_clean,robust-standard,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.01,,,,subset_ece_adv,standard-robust,0.005937033891677884,0.0024595609489204617,0.001099949095318008,0.002883575203075094,0.008990492580280673,5
bbb,0.08,0.25,0.01,,,,subset_ece_clean,standard-robust,0.0024548578262329214,0.0018242199508600287,0.00081581596320687,0.0001901527123706506,0.004719562940095193,5
bbb,0.08,0.25,0.01,,,,subset_misclassification_adv,standard-robust,0.0,0.0,0.0,0.0,0.0,5
bbb,0.08,0.25,0.03,mutual_information,adv,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,adv_error,prevalence,robust-standard,-0.024,0.00894427190999916,0.004,-0.035103999999999996,-0.012896000000000001,5
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,prevalence,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,clean,adv_error,auprc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,clean,adv_error,auroc,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,clean,adv_error,neg_spearman_p_safe,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,clean,adv_error,neg_spearman_p_safe_optimistic,robust-standard,,,,,,0
bbb,0.08,0.25,0.03,mutual_information,clean,adv_error,prevalence,robust-standard,-0.024,0.00894427190999916,0.004,-0.035103999999999996,-0.012896000000000001,5
bbb,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.5,auprc,robust-standard,,,,,,0
