family,condition,seed,train_eps,rob_lam,eps,score,variant,target,score_constant,auroc,auprc,prevalence,n_used,neg_spearman_p_safe,neg_spearman_p_safe_optimistic,n_conclusive,n_inconclusive
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,False,0.8594594594594595,0.4314285714285714,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,5,,,5.0,45.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,False,0.9290780141843972,0.7435897435897436,0.06,50,0.7012767354769394,0.5621392117872692,,
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,False,0.959349593495935,0.7916666666666666,0.06818181818181818,44,,,44.0,6.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,False,0.9891891891891892,0.9428571428571428,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,5,,,5.0,45.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,False,0.9148936170212766,0.7333333333333333,0.06,50,0.6962889919813708,0.5530660318150551,,
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,False,0.943089430894309,0.7666666666666666,0.06818181818181818,44,,,44.0,6.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,False,0.9783783783783784,0.9111111111111111,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,5,,,5.0,45.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,clean,adv_error,False,0.8444444444444444,0.5517094017094017,0.1,50,0.5088032436787197,0.4815934689261253,,
bbb,robust,4,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,False,0.9243243243243243,0.7569230769230769,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,False,0.8952702702702703,0.7275464731347084,0.17777777777777778,45,,,45.0,5.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,8,,,8.0,42.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,adv,adv_error,False,0.88,0.37460317460317455,0.1,50,0.7385105469655523,0.5702981556725558,,
bbb,robust,4,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,False,0.972972972972973,0.9,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,False,0.9831081081081081,0.9519230769230769,0.17777777777777778,45,,,45.0,5.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,8,,,8.0,42.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,delta,adv_error,False,0.7377777777777778,0.33904761904761904,0.1,50,0.6295797712186176,0.43547305079587767,,
bbb,robust,4,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,False,0.8,0.8238095238095239,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,False,0.875,0.8972222222222223,0.17777777777777778,45,,,45.0,5.0
bbb,robust,4,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,8,,,8.0,42.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,False,0.8311111111111111,0.3217094017094017,0.1,50,0.4922012192781052,0.4551507476710511,,
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,False,0.8594594594594595,0.4314285714285714,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,False,0.8581081081081081,0.5667036701044054,0.17777777777777778,45,,,45.0,5.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,8,,,8.0,42.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,False,0.8488888888888889,0.3451449275362319,0.1,50,0.6819768532234725,0.5368175911244967,,
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,False,0.9459459459459459,0.8666666666666667,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,False,0.9662162162162162,0.9305555555555556,0.17777777777777778,45,,,45.0,5.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,8,,,8.0,42.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,delta,adv_error,False,0.84,0.3416666666666667,0.1,50,0.6753332040697468,0.5283910220697043,,
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,delta,cert_fail_tau0.5,False,0.9351351351351351,0.8588235294117648,0.11904761904761904,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,delta,cert_fail_tau0.9,False,0.9594594594594594,0.925,0.17777777777777778,45,,,45.0,5.0
bbb,robust,4,0.08,0.25,0.08,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,8,,,8.0,42.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,clean,adv_error,False,0.8158508158508159,0.6110295778145676,0.22,50,0.30490721484333067,0.4116898434471527,,
bbb,robust,4,0.08,0.25,0.1,mutual_information,clean,cert_fail_tau0.5,False,0.828125,0.6720371785077668,0.23809523809523808,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,clean,cert_fail_tau0.9,False,0.8444444444444444,0.7110485347985348,0.2702702702702703,37,,,37.0,13.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,adv,adv_error,False,0.7878787878787878,0.5661942000651677,0.22,50,0.7048669040056766,0.4287447411822318,,
bbb,robust,4,0.08,0.25,0.1,mutual_information,adv,cert_fail_tau0.5,False,0.840625,0.7243309360357415,0.23809523809523808,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,adv,cert_fail_tau0.9,False,0.8592592592592593,0.7535306646061795,0.2702702702702703,37,,,37.0,13.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,delta,adv_error,False,0.7552447552447552,0.55841642228739,0.22,50,0.663730305397614,0.37578479558382843,,
bbb,robust,4,0.08,0.25,0.1,mutual_information,delta,cert_fail_tau0.5,False,0.796875,0.7124261741309796,0.23809523809523808,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,delta,cert_fail_tau0.9,False,0.8074074074074075,0.7370794307636412,0.2702702702702703,37,,,37.0,13.0
bbb,robust,4,0.08,0.25,0.1,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,clean,adv_error,False,0.7657342657342657,0.5033650010120598,0.22,50,0.3099228946117502,0.38066638984816725,,
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,clean,cert_fail_tau0.5,False,0.7609375,0.5271724598930482,0.23809523809523808,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,clean,cert_fail_tau0.9,False,0.7703703703703704,0.5637315724815725,0.2702702702702703,37,,,37.0,13.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,adv,adv_error,False,0.8275058275058275,0.7349928133759763,0.22,50,0.622118444417956,0.46118751657302126,,
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,adv,cert_fail_tau0.5,False,0.84375,0.7794696969696969,0.23809523809523808,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,adv,cert_fail_tau0.9,False,0.8592592592592593,0.81010989010989,0.2702702702702703,37,,,37.0,13.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,delta,adv_error,False,0.8041958041958042,0.7318555686737505,0.22,50,0.5988833951399745,0.42406426172861983,,
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,delta,cert_fail_tau0.5,False,0.815625,0.7767792207792208,0.23809523809523808,42,,,42.0,8.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,delta,cert_fail_tau0.9,False,0.825925925925926,0.8072523572523572,0.2702702702702703,37,,,37.0,13.0
bbb,robust,4,0.08,0.25,0.1,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,clean,adv_error,False,0.5232,0.6218698225968456,0.5,50,,,,
bbb,robust,4,0.08,0.25,0.15,mutual_information,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,adv,adv_error,False,0.4896,0.4951554587343294,0.5,50,,,,
bbb,robust,4,0.08,0.25,0.15,mutual_information,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,delta,adv_error,False,0.4896,0.49510290934800244,0.5,50,,,,
bbb,robust,4,0.08,0.25,0.15,mutual_information,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,mutual_information,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,clean,adv_error,False,0.5432,0.5588562405650054,0.5,50,,,,
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,adv,adv_error,False,0.5648,0.5470502508602102,0.5,50,,,,
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,delta,adv_error,False,0.5648,0.5487170552950612,0.5,50,,,,
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,4,0.08,0.25,0.15,one_minus_confidence,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.01,mutual_information,clean,adv_error,False,,,0.0,50,0.7495941869264084,0.460904518230542,,
bbb,standard,0,,,0.01,mutual_information,clean,cert_fail_tau0.5,False,,,0.0,47,,,47.0,3.0
bbb,standard,0,,,0.01,mutual_information,clean,cert_fail_tau0.9,False,1.0,1.0,0.025,40,,,40.0,10.0
bbb,standard,0,,,0.01,mutual_information,clean,cert_fail_tau0.95,True,,,1.0,1,,,1.0,49.0
bbb,standard,0,,,0.01,mutual_information,adv,adv_error,False,,,0.0,50,0.7468097937559713,0.460904518230542,,
bbb,standard,0,,,0.01,mutual_information,adv,cert_fail_tau0.5,False,,,0.0,47,,,47.0,3.0
bbb,standard,0,,,0.01,mutual_information,adv,cert_fail_tau0.9,False,1.0,1.0,0.025,40,,,40.0,10.0
bbb,standard,0,,,0.01,mutual_information,adv,cert_fail_tau0.95,True,,,1.0,1,,,1.0,49.0
bbb,standard,0,,,0.01,mutual_information,delta,adv_error,False,,,0.0,50,0.7442623702170607,0.460904518230542,,
bbb,standard,0,,,0.01,mutual_information,delta,cert_fail_tau0.5,False,,,0.0,47,,,47.0,3.0
bbb,standard,0,,,0.01,mutual_information,delta,cert_fail_tau0.9,False,1.0,1.0,0.025,40,,,40.0,10.0
bbb,standard,0,,,0.01,mutual_information,delta,cert_fail_tau0.95,True,,,1.0,1,,,1.0,49.0
bbb,standard,0,,,0.01,one_minus_confidence,clean,adv_error,False,,,0.0,50,0.7687548167512456,0.45622819036815393,,
bbb,standard,0,,,0.01,one_minus_confidence,clean,cert_fail_tau0.5,False,,,0.0,47,,,47.0,3.0
bbb,standard,0,,,0.01,one_minus_confidence,clean,cert_fail_tau0.9,False,1.0,1.0,0.025,40,,,40.0,10.0
bbb,standard,0,,,0.01,one_minus_confidence,clean,cert_fail_tau0.95,True,,,1.0,1,,,1.0,49.0
bbb,standard,0,,,0.01,one_minus_confidence,adv,adv_error,False,,,0.0,50,0.7628828030256657,0.4561186333725133,,
bbb,standard,0,,,0.01,one_minus_confidence,adv,cert_fail_tau0.5,False,,,0.0,47,,,47.0,3.0
bbb,standard,0,,,0.01,one_minus_confidence,adv,cert_fail_tau0.9,False,1.0,1.0,0.025,40,,,40.0,10.0
bbb,standard,0,,,0.01,one_minus_confidence,adv,cert_fail_tau0.95,True,,,1.0,1,,,1.0,49.0
bbb,standard,0,,,0.01,one_minus_confidence,delta,adv_error,False,,,0.0,50,0.7628828030256657,0.4561186333725133,,
bbb,standard,0,,,0.01,one_minus_confidence,delta,cert_fail_tau0.5,False,,,0.0,47,,,47.0,3.0
bbb,standard,0,,,0.01,one_minus_confidence,delta,cert_fail_tau0.9,False,1.0,1.0,0.025,40,,,40.0,10.0
bbb,standard,0,,,0.01,one_minus_confidence,delta,cert_fail_tau0.95,True,,,1.0,1,,,1.0,49.0
bbb,standard,0,,,0.03,mutual_information,clean,adv_error,False,1.0,1.0,0.04,50,,,,
bbb,standard,0,,,0.03,mutual_information,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,adv,adv_error,False,0.9895833333333334,0.8333333333333333,0.04,50,,,,
bbb,standard,0,,,0.03,mutual_information,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,delta,adv_error,False,0.875,0.2,0.04,50,,,,
bbb,standard,0,,,0.03,mutual_information,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,mutual_information,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,clean,adv_error,False,1.0,1.0,0.04,50,,,,
bbb,standard,0,,,0.03,one_minus_confidence,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,adv,adv_error,False,0.9895833333333334,0.8333333333333333,0.04,50,,,,
bbb,standard,0,,,0.03,one_minus_confidence,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,delta,adv_error,False,0.9375,0.625,0.04,50,,,,
bbb,standard,0,,,0.03,one_minus_confidence,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.03,one_minus_confidence,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,standard,0,,,0.05,mutual_information,clean,adv_error,False,0.9886363636363636,0.915079365079365,0.12,50,,0.8930426953529106,,
bbb,standard,0,,,0.05,mutual_information,clean,cert_fail_tau0.5,False,,1.0,1.0,28,,,28.0,22.0
bbb,standard,0,,,0.05,mutual_information,clean,cert_fail_tau0.9,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,mutual_information,adv,adv_error,False,0.8787878787878788,0.4334008097165992,0.12,50,,0.9450043632544695,,
bbb,standard,0,,,0.05,mutual_information,adv,cert_fail_tau0.5,False,,1.0,1.0,28,,,28.0,22.0
bbb,standard,0,,,0.05,mutual_information,adv,cert_fail_tau0.9,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,mutual_information,delta,adv_error,False,0.6022727272727273,0.30971742543171116,0.12,50,,0.7712817720611981,,
bbb,standard,0,,,0.05,mutual_information,delta,cert_fail_tau0.5,False,,1.0,1.0,28,,,28.0,22.0
bbb,standard,0,,,0.05,mutual_information,delta,cert_fail_tau0.9,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,one_minus_confidence,clean,adv_error,False,0.9886363636363636,0.915079365079365,0.12,50,,0.9014967712053582,,
bbb,standard,0,,,0.05,one_minus_confidence,clean,cert_fail_tau0.5,False,,1.0,1.0,28,,,28.0,22.0
bbb,standard,0,,,0.05,one_minus_confidence,clean,cert_fail_tau0.9,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,one_minus_confidence,adv,adv_error,False,0.8522727272727273,0.40494528619528625,0.12,50,,0.9499000054728066,,
bbb,standard,0,,,0.05,one_minus_confidence,adv,cert_fail_tau0.5,False,,1.0,1.0,28,,,28.0,22.0
bbb,standard,0,,,0.05,one_minus_confidence,adv,cert_fail_tau0.9,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,one_minus_confidence,delta,adv_error,False,0.7196969696969697,0.36363929146537843,0.12,50,,0.8604697095041723,,
bbb,standard,0,,,0.05,one_minus_confidence,delta,cert_fail_tau0.5,False,,1.0,1.0,28,,,28.0,22.0
bbb,standard,0,,,0.05,one_minus_confidence,delta,cert_fail_tau0.9,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.05,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,35,,,35.0,15.0
bbb,standard,0,,,0.07,mutual_information,clean,adv_error,False,0.9316666666666666,0.9218414402374222,0.4,50,,0.7477203651994736,,
bbb,standard,0,,,0.07,mutual_information,clean,cert_fail_tau0.5,False,,1.0,1.0,44,,,44.0,6.0
bbb,standard,0,,,0.07,mutual_information,clean,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,mutual_information,adv,adv_error,False,0.705,0.5960832469462499,0.4,50,,0.6952860273886851,,
bbb,standard,0,,,0.07,mutual_information,adv,cert_fail_tau0.5,False,,1.0,1.0,44,,,44.0,6.0
bbb,standard,0,,,0.07,mutual_information,adv,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,mutual_information,delta,adv_error,False,0.6616666666666666,0.5817643857872282,0.4,50,,0.6194295280184933,,
bbb,standard,0,,,0.07,mutual_information,delta,cert_fail_tau0.5,False,,1.0,1.0,44,,,44.0,6.0
bbb,standard,0,,,0.07,mutual_information,delta,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,one_minus_confidence,clean,adv_error,False,0.945,0.9413165266106442,0.4,50,,0.7450942173595335,,
bbb,standard,0,,,0.07,one_minus_confidence,clean,cert_fail_tau0.5,False,,1.0,1.0,44,,,44.0,6.0
bbb,standard,0,,,0.07,one_minus_confidence,clean,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,one_minus_confidence,adv,adv_error,False,0.7533333333333333,0.6493691870994501,0.4,50,,0.7537575810668137,,
bbb,standard,0,,,0.07,one_minus_confidence,adv,cert_fail_tau0.5,False,,1.0,1.0,44,,,44.0,6.0
bbb,standard,0,,,0.07,one_minus_confidence,adv,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,one_minus_confidence,delta,adv_error,False,0.7133333333333334,0.6353795720226503,0.4,50,,0.6823171933032874,,
bbb,standard,0,,,0.07,one_minus_confidence,delta,cert_fail_tau0.5,False,,1.0,1.0,44,,,44.0,6.0
bbb,standard,0,,,0.07,one_minus_confidence,delta,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.07,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,mutual_information,clean,adv_error,False,0.9420289855072463,0.9373196154243695,0.46,50,,0.609577648177667,,
bbb,standard,0,,,0.08,mutual_information,clean,cert_fail_tau0.5,False,,1.0,1.0,48,,,48.0,2.0
bbb,standard,0,,,0.08,mutual_information,clean,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.08,mutual_information,adv,adv_error,False,0.5120772946859904,0.4939903497784941,0.46,50,,0.49180854479182645,,
bbb,standard,0,,,0.08,mutual_information,adv,cert_fail_tau0.5,False,,1.0,1.0,48,,,48.0,2.0
bbb,standard,0,,,0.08,mutual_information,adv,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.08,mutual_information,delta,adv_error,False,0.47665056360708535,0.48302107688668433,0.46,50,,0.4312680720726709,,
bbb,standard,0,,,0.08,mutual_information,delta,cert_fail_tau0.5,False,,1.0,1.0,48,,,48.0,2.0
bbb,standard,0,,,0.08,mutual_information,delta,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.08,one_minus_confidence,clean,adv_error,False,0.9500805152979066,0.9487941806184942,0.46,50,,0.6154365782502552,,
bbb,standard,0,,,0.08,one_minus_confidence,clean,cert_fail_tau0.5,False,,1.0,1.0,48,,,48.0,2.0
bbb,standard,0,,,0.08,one_minus_confidence,clean,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.08,one_minus_confidence,adv,adv_error,False,0.4863123993558776,0.44825245821821125,0.46,50,,0.5383068072085081,,
bbb,standard,0,,,0.08,one_minus_confidence,adv,cert_fail_tau0.5,False,,1.0,1.0,48,,,48.0,2.0
bbb,standard,0,,,0.08,one_minus_confidence,adv,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.08,one_minus_confidence,delta,adv_error,False,0.45893719806763283,0.4405895920820077,0.46,50,,0.48637712382577514,,
bbb,standard,0,,,0.08,one_minus_confidence,delta,cert_fail_tau0.5,False,,1.0,1.0,48,,,48.0,2.0
bbb,standard,0,,,0.08,one_minus_confidence,delta,cert_fail_tau0.9,False,,1.0,1.0,49,,,49.0,1.0
bbb,standard,0,,,0.08,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,clean,adv_error,False,0.9397089397089398,0.9808061487552835,0.74,50,,0.4138546991640496,,
bbb,standard,0,,,0.1,mutual_information,clean,cert_fail_tau0.5,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,clean,cert_fail_tau0.9,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,adv,adv_error,False,0.3305613305613306,0.6590810537274906,0.74,50,,0.12379919854155169,,
bbb,standard,0,,,0.1,mutual_information,adv,cert_fail_tau0.5,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,adv,cert_fail_tau0.9,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,50,,,50.0,0.0
bbb,standard,0,,,0.1,mutual_information,delta,adv_error,False,0.3264033264033264,0.6560328927845929,0.74,50,,0.11900236232436048,,
bbb,standard,0,,,0.1,mutual_information,delta,cert_fail_tau0.5,False,,1.0,1.0,50,,,50.0,0.0
