family,condition,seed,train_eps,rob_lam,eps,score,variant,target,score_constant,auroc,auprc,prevalence,n_used,neg_spearman_p_safe,neg_spearman_p_safe_optimistic,n_conclusive,n_inconclusive
bbb,robust,0,0.08,0.25,0.01,mutual_information,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,0,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.03,mutual_information,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,mutual_information,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.03,one_minus_confidence,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,clean,adv_error,False,0.9787234042553191,0.8333333333333333,0.06,50,0.4977610319260093,0.45947093259881017,,
bbb,robust,0,0.08,0.25,0.05,mutual_information,clean,cert_fail_tau0.5,False,0.9855072463768116,0.8666666666666667,0.061224489795918366,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,clean,cert_fail_tau0.9,False,0.9888888888888889,0.9166666666666666,0.08163265306122448,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,adv,adv_error,False,0.9787234042553191,0.6388888888888888,0.06,50,0.5108624344345344,0.46906876985754087,,
bbb,robust,0,0.08,0.25,0.05,mutual_information,adv,cert_fail_tau0.5,False,1.0,1.0,0.061224489795918366,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,adv,cert_fail_tau0.9,False,1.0,1.0,0.08163265306122448,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,delta,adv_error,False,0.9787234042553191,0.6388888888888888,0.06,50,0.515106550740113,0.46906876985754087,,
bbb,robust,0,0.08,0.25,0.05,mutual_information,delta,cert_fail_tau0.5,False,1.0,1.0,0.061224489795918366,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,delta,cert_fail_tau0.9,False,1.0,1.0,0.08163265306122448,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,clean,adv_error,False,0.9361702127659575,0.4206349206349207,0.06,50,0.4650994414513456,0.42710131033908355,,
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.5,False,0.9492753623188406,0.4666666666666667,0.061224489795918366,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.9,False,0.9444444444444444,0.4928571428571428,0.08163265306122448,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,adv,adv_error,False,0.9716312056737588,0.5888888888888888,0.06,50,0.5104314213247187,0.46397284403953326,,
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.5,False,0.9927536231884058,0.9166666666666666,0.061224489795918366,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.9,False,0.9944444444444445,0.95,0.08163265306122448,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,delta,adv_error,False,0.9645390070921985,0.5555555555555556,0.06,50,0.5098777079766899,0.45876425609191795,,
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.5,False,0.9855072463768116,0.8666666666666667,0.061224489795918366,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.9,False,0.9944444444444445,0.95,0.08163265306122448,49,,,49.0,1.0
bbb,robust,0,0.08,0.25,0.05,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,clean,adv_error,False,0.9891304347826086,0.9166666666666666,0.08,50,0.43566026559321425,0.5039867673839893,,
bbb,robust,0,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.5,False,0.9886363636363636,0.9166666666666666,0.08333333333333333,48,,,48.0,2.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.9,False,0.9880952380952381,0.9166666666666666,0.08695652173913043,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,adv,adv_error,False,0.9184782608695652,0.5590659340659341,0.08,50,0.6037028057969592,0.5112206200060155,,
bbb,robust,0,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.5,False,0.9318181818181818,0.5909090909090909,0.08333333333333333,48,,,48.0,2.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.9,False,0.9642857142857143,0.7986111111111112,0.08695652173913043,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,delta,adv_error,False,0.717391304347826,0.495,0.08,50,0.45998914971952953,0.3482461756391902,,
bbb,robust,0,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.5,False,0.7272727272727273,0.5458333333333334,0.08333333333333333,48,,,48.0,2.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.9,False,0.75,0.7717391304347826,0.08695652173913043,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.07,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,clean,adv_error,False,0.9456521739130435,0.4928571428571428,0.08,50,0.45166228193117564,0.4700786221649669,,
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.5,False,0.9431818181818182,0.4928571428571428,0.08333333333333333,48,,,48.0,2.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.9,False,0.9404761904761905,0.4928571428571428,0.08695652173913043,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,adv,adv_error,False,0.8858695652173914,0.5276315789473685,0.08,50,0.5576946845273901,0.49199889528665414,,
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.5,False,0.9034090909090909,0.5838235294117647,0.08333333333333333,48,,,48.0,2.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.9,False,0.9226190476190477,0.6708333333333333,0.08695652173913043,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,delta,adv_error,False,0.717391304347826,0.495,0.08,50,0.4374784883488766,0.35216942201975004,,
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.5,False,0.7272727272727273,0.5458333333333334,0.08333333333333333,48,,,48.0,2.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.9,False,0.7380952380952381,0.6259057971014492,0.08695652173913043,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.07,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,4,,,4.0,46.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,clean,adv_error,False,0.9891304347826086,0.9166666666666666,0.08,50,0.374552987558784,0.40974744196216145,,
bbb,robust,0,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.5,False,0.9541666666666667,0.8238095238095238,0.13043478260869565,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.9,False,0.9529914529914529,0.8238095238095238,0.13333333333333333,45,,,45.0,5.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,6,,,6.0,44.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,adv,adv_error,False,0.8152173913043478,0.4342948717948718,0.08,50,0.6020382785254382,0.4766449835070042,,
bbb,robust,0,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.5,False,0.9041666666666667,0.6533910533910533,0.13043478260869565,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.9,False,0.9188034188034188,0.7226190476190476,0.13333333333333333,45,,,45.0,5.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,6,,,6.0,44.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,delta,adv_error,False,0.6739130434782609,0.4006818181818182,0.08,50,0.5169886307149415,0.3669011594012979,,
bbb,robust,0,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.5,False,0.8,0.6147946859903382,0.13043478260869565,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.9,False,0.811965811965812,0.6773809523809524,0.13333333333333333,45,,,45.0,5.0
bbb,robust,0,0.08,0.25,0.08,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,6,,,6.0,44.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,clean,adv_error,False,0.9456521739130435,0.4928571428571428,0.08,50,0.3711719876906917,0.4349402845086199,,
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.5,False,0.9208333333333333,0.5486111111111112,0.13043478260869565,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.9,False,0.9188034188034188,0.5486111111111112,0.13333333333333333,45,,,45.0,5.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,6,,,6.0,44.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,adv,adv_error,False,0.7880434782608695,0.2727342549923195,0.08,50,0.5398272275173063,0.4822994185661516,,
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.5,False,0.9125,0.8703703703703703,0.13043478260869565,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.9,False,0.9145299145299145,0.8717948717948718,0.13333333333333333,45,,,45.0,5.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,6,,,6.0,44.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,delta,adv_error,False,0.6847826086956522,0.2604761904761905,0.08,50,0.4832775751531409,0.40210200864275086,,
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,delta,cert_fail_tau0.5,False,0.8333333333333334,0.855072463768116,0.13043478260869565,46,,,46.0,4.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,delta,cert_fail_tau0.9,False,0.8333333333333334,0.8555555555555556,0.13333333333333333,45,,,45.0,5.0
bbb,robust,0,0.08,0.25,0.08,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,6,,,6.0,44.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,clean,adv_error,False,0.7940379403794038,0.6356794596528896,0.18,50,0.24059922176980447,0.40124015159264387,,
bbb,robust,0,0.08,0.25,0.1,mutual_information,clean,cert_fail_tau0.5,False,0.7875,0.6922161172161172,0.21052631578947367,38,,,38.0,12.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,clean,cert_fail_tau0.9,False,0.724,0.6655777555777556,0.2857142857142857,35,,,35.0,15.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,clean,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,adv,adv_error,False,0.7154471544715447,0.41956037226521514,0.18,50,0.7136887548127142,0.39771149659782523,,
bbb,robust,0,0.08,0.25,0.1,mutual_information,adv,cert_fail_tau0.5,False,0.8166666666666667,0.7533106960950764,0.21052631578947367,38,,,38.0,12.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,adv,cert_fail_tau0.9,False,0.872,0.8457983193277311,0.2857142857142857,35,,,35.0,15.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,adv,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,delta,adv_error,False,0.6829268292682927,0.403342135956515,0.18,50,0.6912976987315061,0.3575489870204356,,
bbb,robust,0,0.08,0.25,0.1,mutual_information,delta,cert_fail_tau0.5,False,0.7791666666666667,0.7242324561403508,0.21052631578947367,38,,,38.0,12.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,delta,cert_fail_tau0.9,False,0.836,0.8232142857142858,0.2857142857142857,35,,,35.0,15.0
bbb,robust,0,0.08,0.25,0.1,mutual_information,delta,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,clean,adv_error,False,0.7655826558265583,0.4237763253449528,0.18,50,0.24981848899260897,0.37221431474911565,,
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,clean,cert_fail_tau0.5,False,0.7666666666666667,0.4852391577720525,0.21052631578947367,38,,,38.0,12.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,clean,cert_fail_tau0.9,False,0.704,0.4927963702963702,0.2857142857142857,35,,,35.0,15.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,clean,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,adv,adv_error,False,0.7398373983739838,0.4646183680009272,0.18,50,0.6586004789867511,0.4411460317158649,,
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,adv,cert_fail_tau0.5,False,0.8291666666666667,0.7837977296181631,0.21052631578947367,38,,,38.0,12.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,adv,cert_fail_tau0.9,False,0.864,0.8523537582960333,0.2857142857142857,35,,,35.0,15.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,adv,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,delta,adv_error,False,0.7235772357723578,0.46114142937672353,0.18,50,0.6497068352161779,0.4192042133844475,,
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,delta,cert_fail_tau0.5,False,0.8083333333333333,0.7867324561403508,0.21052631578947367,38,,,38.0,12.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,delta,cert_fail_tau0.9,False,0.848,0.8535714285714286,0.2857142857142857,35,,,35.0,15.0
bbb,robust,0,0.08,0.25,0.1,one_minus_confidence,delta,cert_fail_tau0.95,False,,1.0,1.0,10,,,10.0,40.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,clean,adv_error,False,0.534621578099839,0.6393724595226339,0.54,50,,,,
bbb,robust,0,0.08,0.25,0.15,mutual_information,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,adv,adv_error,False,0.5619967793880838,0.6212197393105885,0.54,50,,,,
bbb,robust,0,0.08,0.25,0.15,mutual_information,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,delta,adv_error,False,0.5410628019323671,0.6138367368132923,0.54,50,,,,
bbb,robust,0,0.08,0.25,0.15,mutual_information,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,mutual_information,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,clean,adv_error,False,0.4669887278582931,0.5615048624882584,0.54,50,,,,
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,adv,adv_error,False,0.5426731078904992,0.6405991004853491,0.54,50,,,,
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,delta,adv_error,False,0.5442834138486312,0.6427742923276994,0.54,50,,,,
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,0,0.08,0.25,0.15,one_minus_confidence,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,mutual_information,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.5,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.9,False,,,0.0,50,,,50.0,0.0
bbb,robust,1,0.08,0.25,0.01,one_minus_confidence,delta,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,clean,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,clean,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,adv,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,adv,cert_fail_tau0.95,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,delta,adv_error,False,,,0.0,50,,,,
bbb,robust,1,0.08,0.25,0.03,mutual_information,delta,cert_fail_tau0.5,True,,,,0,,,0.0,50.0
bbb,robust,1,0.08,0.25,0.03,mutual_information,delta,cert_fail_tau0.9,True,,,,0,,,0.0,50.0
