family,condition,seed,train_eps,rob_lam,eval_split,run_file,eps,n_inputs,mean_p_safe_lower,mean_p_safe_upper,mean_interval_width,frac_p_safe_lower_geq_0p5,mean_p_safe_point,median_p_safe_point,frac_p_safe_point_geq_0p9,mean_unknown_frac,mean_property_evaluations,mean_net_frac_safe,mean_net_frac_unsafe
mc_dropout,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.07,50,0.0,0.35994832577641994,0.35994832577641994,0.0,0.0,0.0,0.0,0.28845360824742267,175.3,0.0,0.64
mc_dropout,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.08,50,0.0,0.26166327484062696,0.26166327484062696,0.0,0.0,0.0,0.0,0.1865979381443299,162.6,0.0,0.7
mc_dropout,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.1,50,0.0,0.14304016233558733,0.14304016233558733,0.0,0.0,0.0,0.0,0.07010309278350514,136.48,0.0,0.9
mc_dropout,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.01,50,0.9240533173780081,1.0,0.07594668262199172,1.0,0.9990533173780082,1.0,1.0,0.0,95.48,1.0,0.0
mc_dropout,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.05,50,0.8873951868181978,0.9951232876712329,0.10772810085303483,0.96,0.962395186818198,1.0,0.9,0.02625505391540024,114.66,1.0,0.0
mc_dropout,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.07,50,0.8252450435429662,0.9785342465753425,0.153289203032376,0.92,0.897422034693409,1.0,0.82,0.07040719218359777,134.86,0.92,0.0
mc_dropout,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.08,50,0.7853805887156357,0.9652661923003231,0.1798856035846874,0.82,0.8550053410601081,1.0,0.78,0.09520358057202269,148.14,0.9,0.04
mc_dropout,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.1,50,0.6340047202466588,0.9130901722138103,0.2790854519671517,0.72,0.6961000608264252,0.9421920919048892,0.54,0.19344865168286784,184.02,0.72,0.06
mc_dropout,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.01,50,0.8753232756925046,0.9939793334519362,0.11865605775943143,0.96,0.9503232756925049,1.0,0.84,0.03590258148465361,129.58,0.98,0.0
mc_dropout,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.05,50,0.0,0.555911089936818,0.555911089936818,0.0,0.00044776119402984983,0.0,0.0,0.49380058470533933,202.48,0.0,0.42
mc_dropout,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.07,50,0.0,0.30992633776396533,0.30992633776396533,0.0,0.0,0.0,0.0,0.2346391752577319,168.46,0.0,0.66
mc_dropout,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.08,50,0.0,0.21890302071883408,0.21890302071883408,0.0,0.0,0.0,0.0,0.14288659793814432,162.02,0.0,0.78
mc_dropout,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.1,50,0.0,0.10679954037887864,0.10679954037887864,0.0,0.0,0.0,0.0,0.03237113402061856,127.38,0.0,0.94
mc_dropout,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.01,50,0.9218999504651006,1.0,0.07810004953489924,1.0,0.9968999504651008,1.0,1.0,0.001265666339535586,98.44,1.0,0.0
mc_dropout,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.05,50,0.8602516632145245,0.9615479452054794,0.10129628199095478,0.92,0.9330953210316337,1.0,0.92,0.02176550652532068,114.1,0.94,0.04
mc_dropout,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.07,50,0.8077619119393126,0.9406362916339106,0.13287437969459798,0.86,0.8774285786059792,1.0,0.86,0.05029015343944176,124.44,0.88,0.06
mc_dropout,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.08,50,0.7775971733464891,0.9238497455741126,0.1462525722276232,0.86,0.8459508318830748,0.9954128440366973,0.8,0.06401353091795596,137.36,0.86,0.08
mc_dropout,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.1,50,0.6292326806664228,0.882265429515235,0.25303274884881233,0.7,0.6911625052278262,0.9333575054387238,0.56,0.16842091752870295,177.8,0.72,0.14
vogn,standard,0,,,test,seed0_eps0p08_lam0p25.json,0.01,50,0.7902131726517834,0.9696020464289571,0.17938887377717372,0.88,0.863890163802226,0.9448834991143207,0.58,0.08661011052289808,183.08,0.98,0.02
vogn,standard,0,,,test,seed0_eps0p08_lam0p25.json,0.05,50,0.0,0.48770055286994807,0.48770055286994807,0.0,0.0,0.0,0.0,0.40824742268041225,253.2,0.66,0.04
vogn,standard,0,,,test,seed0_eps0p08_lam0p25.json,0.07,50,0.0,0.21160391369035086,0.21160391369035086,0.0,0.0,0.0,0.0,0.13793814432989687,190.36,0.3,0.16
vogn,standard,0,,,test,seed0_eps0p08_lam0p25.json,0.08,50,0.0,0.14273952251931607,0.14273952251931607,0.0,0.0,0.0,0.0,0.06701030927835051,156.7,0.1,0.24
vogn,standard,0,,,test,seed0_eps0p08_lam0p25.json,0.1,50,0.0,0.08867947516211962,0.08867947516211962,0.0,0.0,0.0,0.0,0.014639175257731958,114.24,0.0,0.4
vogn,robust,0,0.08,0.25,test,seed0_eps0p08_lam0p25.json,0.01,50,0.8516801546867526,0.939031612223393,0.08735145753664036,0.94,0.9251801546867527,1.0,0.88,0.0046836268754076975,113.0,0.94,0.06
vogn,robust,0,0.08,0.25,test,seed0_eps0p08_lam0p25.json,0.05,50,0.5836336468009211,0.8141595386787924,0.2305258918778713,0.64,0.6454876291018061,0.9558729139922978,0.54,0.14364115627831278,157.2,0.84,0.16
vogn,robust,0,0.08,0.25,test,seed0_eps0p08_lam0p25.json,0.07,50,0.3811592234984631,0.6943856015314209,0.31322637803295783,0.4,0.4210560535251225,0.09246737231528102,0.38,0.2320604212231011,172.6,0.7,0.22
vogn,robust,0,0.08,0.25,test,seed0_eps0p08_lam0p25.json,0.08,50,0.2900196082051974,0.6377089456243187,0.3476893374191213,0.3,0.32005627114559737,0.0,0.26,0.27684000709277234,166.64,0.66,0.28
vogn,robust,0,0.08,0.25,test,seed0_eps0p08_lam0p25.json,0.1,50,0.10951547303271443,0.5480861500375848,0.43857067700487035,0.12,0.12072537648958143,0.0,0.12,0.37556328330423305,160.5,0.52,0.36
vogn,standard,1,,,test,seed1_eps0p08_lam0p25.json,0.01,50,0.7907584340610996,0.9764039645164906,0.18564553045539106,0.94,0.8649251007277663,0.9407640854129149,0.58,0.09019506192408876,191.32,0.98,0.02
vogn,standard,1,,,test,seed1_eps0p08_lam0p25.json,0.05,50,0.0,0.44701547934256575,0.44701547934256575,0.0,0.0,0.0,0.0,0.37505154639175253,247.24,0.68,0.08
vogn,standard,1,,,test,seed1_eps0p08_lam0p25.json,0.07,50,0.0,0.19836789524292286,0.19836789524292286,0.0,0.0,0.0,0.0,0.12247422680412372,176.86,0.24,0.2
vogn,standard,1,,,test,seed1_eps0p08_lam0p25.json,0.08,50,0.0,0.14396253844095586,0.14396253844095586,0.0,0.0,0.0,0.0,0.06721649484536081,143.64,0.14,0.28
vogn,standard,1,,,test,seed1_eps0p08_lam0p25.json,0.1,50,0.0,0.09393291270108783,0.09393291270108783,0.0,0.0,0.0,0.0,0.018350515463917527,113.66,0.02,0.5
vogn,robust,1,0.08,0.25,test,seed1_eps0p08_lam0p25.json,0.01,50,0.844752128449789,0.937547963860643,0.09279583541085394,0.9,0.9182521284497891,1.0,0.86,0.00797361290251592,119.48,0.9,0.08
vogn,robust,1,0.08,0.25,test,seed1_eps0p08_lam0p25.json,0.05,50,0.5674892899661566,0.8062174900399435,0.23872820007378695,0.6,0.6251198015159792,0.9833333333333333,0.54,0.15257254617947005,154.26,0.8,0.16
vogn,robust,1,0.08,0.25,test,seed1_eps0p08_lam0p25.json,0.07,50,0.38191216684446366,0.6883463057943721,0.3064341389499083,0.4,0.4186485985543467,0.018410792747075966,0.38,0.23423225679865772,158.48,0.66,0.22
vogn,robust,1,0.08,0.25,test,seed1_eps0p08_lam0p25.json,0.08,50,0.28407097478657933,0.640384275873527,0.3563133010869477,0.3,0.31359954621515074,0.0,0.22,0.2833309720732266,169.82,0.58,0.28
vogn,robust,1,0.08,0.25,test,seed1_eps0p08_lam0p25.json,0.1,50,0.10901169897667419,0.5369075507972116,0.42789585182053747,0.12,0.12118869012711667,0.0,0.1,0.36623399028525455,159.5,0.5,0.36
vogn,standard,2,,,test,seed2_eps0p08_lam0p25.json,0.01,50,0.7928227087104882,0.9718423471505663,0.17901963844007807,0.88,0.8678227087104883,0.9467455621301775,0.64,0.08632387621435321,183.18,0.98,0.02
vogn,standard,2,,,test,seed2_eps0p08_lam0p25.json,0.05,50,0.0,0.4744129781352416,0.4744129781352416,0.0,0.0,0.0,0.0,0.40247422680412365,254.0,0.7,0.06
vogn,standard,2,,,test,seed2_eps0p08_lam0p25.json,0.07,50,0.0,0.21127713590190633,0.21127713590190633,0.0,0.0,0.0,0.0,0.1356701030927835,185.74,0.24,0.14
vogn,standard,2,,,test,seed2_eps0p08_lam0p25.json,0.08,50,0.0,0.14546637379380367,0.14546637379380367,0.0,0.0,0.0,0.0,0.07195876288659794,153.3,0.14,0.22
vogn,standard,2,,,test,seed2_eps0p08_lam0p25.json,0.1,50,0.0,0.09450288245013709,0.09450288245013709,0.0,0.0,0.0,0.0,0.018762886597938143,117.76,0.02,0.34
vogn,robust,2,0.08,0.25,test,seed2_eps0p08_lam0p25.json,0.01,50,0.8257558387966353,0.915073727794586,0.08931788899795041,0.9,0.8962558387966354,1.0,0.84,0.00680295848742122,111.8,0.92,0.08
vogn,robust,2,0.08,0.25,test,seed2_eps0p08_lam0p25.json,0.05,50,0.5770181616809632,0.7538136323743752,0.17679547069341198,0.64,0.6347824928911543,0.9448013524936602,0.54,0.08805449502291773,155.6,0.78,0.2
vogn,robust,2,0.08,0.25,test,seed2_eps0p08_lam0p25.json,0.07,50,0.3802450613861227,0.6480256392952073,0.2677805779090846,0.42,0.41792205253656517,0.05527223638818057,0.36,0.19280942895844394,163.66,0.64,0.3
vogn,robust,2,0.08,0.25,test,seed2_eps0p08_lam0p25.json,0.08,50,0.26970675987241455,0.5928533948583515,0.32314663498593693,0.26,0.30088299905416116,0.0,0.22,0.2565263226911232,161.14,0.6,0.36
vogn,robust,2,0.08,0.25,test,seed2_eps0p08_lam0p25.json,0.1,50,0.11565962620835872,0.5390989824417445,0.42343935623338574,0.12,0.12892278410309557,0.0,0.12,0.363448349917523,151.18,0.48,0.42
vogn,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.01,50,0.7895555580768528,0.9672168063842943,0.17766124830744165,0.9,0.8637222247435195,0.9655172413793104,0.66,0.08582945726836294,182.14,0.98,0.02
vogn,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.05,50,0.0,0.4761515692472994,0.4761515692472994,0.0,0.0,0.0,0.0,0.40103092783505156,249.08,0.68,0.1
vogn,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.07,50,0.0,0.21161807807579208,0.21161807807579208,0.0,0.0,0.0,0.0,0.14061855670103093,188.34,0.28,0.12
vogn,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.08,50,0.0,0.14813395694318743,0.14813395694318743,0.0,0.0,0.0,0.0,0.07257731958762886,156.66,0.16,0.26
vogn,standard,3,,,test,seed3_eps0p08_lam0p25.json,0.1,50,0.0,0.09323205122470704,0.09323205122470704,0.0,0.0,0.0,0.0,0.01752577319587629,118.3,0.04,0.46
vogn,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.01,50,0.8535983627094549,0.9404672754946728,0.08686891278521763,0.92,0.9267094738205662,1.0,0.9,0.004650669591495498,110.7,0.94,0.06
vogn,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.05,50,0.581825324863246,0.7933886739231184,0.21156334905987234,0.64,0.6402904182752419,0.9663096397273612,0.52,0.12266456009966556,158.7,0.82,0.16
vogn,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.07,50,0.3813565356505608,0.6647904105895277,0.2834338749389668,0.42,0.4210335268010032,0.0767123287671233,0.34,0.2094091252881614,167.56,0.66,0.24
vogn,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.08,50,0.2846529680365297,0.6151330158357378,0.33048004779920814,0.3,0.31469505417842636,0.0,0.26,0.25633657825406186,162.6,0.6,0.32
vogn,robust,3,0.08,0.25,test,seed3_eps0p08_lam0p25.json,0.1,50,0.11416942799550941,0.5180517495439969,0.40388232154848747,0.12,0.12799200864067067,0.0,0.1,0.34355438311190667,165.16,0.48,0.44
vogn,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.01,50,0.7937662378400434,0.9821795521364891,0.18841331429644573,0.9,0.8687662378400434,0.9657704042715485,0.64,0.09265887064504026,180.24,1.0,0.0
vogn,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.05,50,0.0,0.49738694155132895,0.49738694155132895,0.0,0.0,0.0,0.0,0.43092783505154636,240.96,0.66,0.06
vogn,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.07,50,0.0,0.22795327965282652,0.22795327965282652,0.0,0.0,0.0,0.0,0.1562886597938144,194.08,0.28,0.16
vogn,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.08,50,0.0,0.15675115264664422,0.15675115264664422,0.0,0.0,0.0,0.0,0.08577319587628866,155.1,0.16,0.24
vogn,standard,4,,,test,seed4_eps0p08_lam0p25.json,0.1,50,0.0,0.09741773333770734,0.09741773333770734,0.0,0.0,0.0,0.0,0.022268041237113397,116.84,0.02,0.42
vogn,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.01,50,0.8370256215119227,0.9307954139368673,0.09376979242494426,0.9,0.910525621511923,1.0,0.84,0.008147640791476408,121.34,0.92,0.08
vogn,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.05,50,0.5784594120177201,0.7799320571083891,0.20147264509066878,0.62,0.6382475142792737,0.9591434139848838,0.52,0.11173055345285228,161.18,0.8,0.18
vogn,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.07,50,0.39767505360187044,0.66880058790153,0.2711255342996596,0.44,0.43675231071382337,0.05339836878298415,0.38,0.20057289061202646,158.54,0.7,0.26
vogn,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.08,50,0.29610048971727854,0.6109450285190292,0.3148445388017507,0.32,0.32672524206175085,0.0,0.24,0.24686624298837515,166.2,0.6,0.32
vogn,robust,4,0.08,0.25,test,seed4_eps0p08_lam0p25.json,0.1,50,0.11593026577684112,0.5472650187077315,0.43133475293089035,0.12,0.1264302657768411,0.0,0.1,0.3758377754602723,159.38,0.48,0.4
