family,condition,train_eps,rob_lam,eps,score,variant,coverage,n_seeds_present,metric,mean,sd,se,ci_low,ci_high,n_valid
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,adv,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,clean,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,mutual_information,delta,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,adv,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,clean,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.01,one_minus_confidence,delta,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,adv,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,clean,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,mutual_information,delta,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,adv,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,clean,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.03,one_minus_confidence,delta,1.0,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,adv,1.0,5,selective_risk,0.039999999999999994,0.0282842712474619,0.012649110640673518,0.00488606886149031,0.07511393113850967,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,0.9,5,selective_risk,0.008888888888888889,0.012171612389003692,0.005443310539518174,-0.0062217411688135615,0.023999518946591337,5
bbb,robust,0.08,0.25,0.05,mutual_information,clean,1.0,5,selective_risk,0.039999999999999994,0.0282842712474619,0.012649110640673518,0.00488606886149031,0.07511393113850967,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.1,5,selective_risk,0.04,0.08944271909999159,0.04,-0.07103999999999999,0.15104,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.2,5,selective_risk,0.02,0.044721359549995794,0.02,-0.035519999999999996,0.07552,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.3,5,selective_risk,0.013333333333333332,0.02981423969999719,0.01333333333333333,-0.02367999999999999,0.05034666666666665,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.4,5,selective_risk,0.01,0.022360679774997897,0.01,-0.017759999999999998,0.03776,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.5,5,selective_risk,0.008,0.01788854381999832,0.008,-0.014207999999999998,0.030208,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.6,5,selective_risk,0.006666666666666666,0.014907119849998596,0.006666666666666665,-0.011839999999999995,0.025173333333333325,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.7,5,selective_risk,0.005714285714285714,0.012777531299998797,0.005714285714285713,-0.010148571428571427,0.021577142857142854,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.8,5,selective_risk,0.005,0.011180339887498949,0.005,-0.008879999999999999,0.01888,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,0.9,5,selective_risk,0.0044444444444444444,0.009938079899999066,0.0044444444444444444,-0.007893333333333332,0.016782222222222223,5
bbb,robust,0.08,0.25,0.05,mutual_information,delta,1.0,5,selective_risk,0.039999999999999994,0.0282842712474619,0.012649110640673518,0.00488606886149031,0.07511393113850967,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,0.9,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,adv,1.0,5,selective_risk,0.039999999999999994,0.0282842712474619,0.012649110640673518,0.00488606886149031,0.07511393113850967,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.7,5,selective_risk,0.005714285714285714,0.012777531299998797,0.005714285714285713,-0.010148571428571427,0.021577142857142854,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.8,5,selective_risk,0.005,0.011180339887498949,0.005,-0.008879999999999999,0.01888,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,0.9,5,selective_risk,0.017777777777777778,0.024343224778007384,0.010886621079036348,-0.012443482337627123,0.047999037893182675,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,clean,1.0,5,selective_risk,0.039999999999999994,0.0282842712474619,0.012649110640673518,0.00488606886149031,0.07511393113850967,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.8,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,0.9,5,selective_risk,0.0044444444444444444,0.009938079899999066,0.0044444444444444444,-0.007893333333333332,0.016782222222222223,5
bbb,robust,0.08,0.25,0.05,one_minus_confidence,delta,1.0,5,selective_risk,0.039999999999999994,0.0282842712474619,0.012649110640673518,0.00488606886149031,0.07511393113850967,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.7,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.8,5,selective_risk,0.015000000000000003,0.0223606797749979,0.010000000000000002,-0.01276,0.042760000000000006,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,0.9,5,selective_risk,0.04,0.009938079899999066,0.0044444444444444444,0.027662222222222223,0.052337777777777775,5
bbb,robust,0.08,0.25,0.07,mutual_information,adv,1.0,5,selective_risk,0.07999999999999999,0.020000000000000004,0.00894427190999916,0.05517070117784233,0.10482929882215765,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.1,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.2,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.3,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.4,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.5,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.6,5,selective_risk,0.0,0.0,0.0,0.0,0.0,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.7,5,selective_risk,0.005714285714285714,0.012777531299998797,0.005714285714285713,-0.010148571428571427,0.021577142857142854,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.8,5,selective_risk,0.02,0.020916500663351892,0.009354143466934854,-0.005967102264211151,0.04596710226421115,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,0.9,5,selective_risk,0.03111111111111111,0.01987615979999813,0.008888888888888889,0.0064355555555555555,0.055786666666666665,5
bbb,robust,0.08,0.25,0.07,mutual_information,clean,1.0,5,selective_risk,0.07999999999999999,0.020000000000000004,0.00894427190999916,0.05517070117784233,0.10482929882215765,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.1,5,selective_risk,0.12000000000000002,0.10954451150103323,0.048989794855663564,-0.01599567051932202,0.25599567051932204,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.2,5,selective_risk,0.06000000000000001,0.05477225575051661,0.024494897427831782,-0.00799783525966101,0.12799783525966102,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.3,5,selective_risk,0.04,0.03651483716701107,0.01632993161855452,-0.00533189017310734,0.08533189017310734,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.4,5,selective_risk,0.030000000000000006,0.027386127875258306,0.012247448713915891,-0.003998917629830505,0.06399891762983051,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.5,5,selective_risk,0.024,0.021908902300206645,0.009797958971132711,-0.003199134103864406,0.05119913410386441,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.6,5,selective_risk,0.02,0.018257418583505537,0.00816496580927726,-0.00266594508655367,0.04266594508655367,5
bbb,robust,0.08,0.25,0.07,mutual_information,delta,0.7,5,selective_risk,0.022857142857142857,0.02390457218668787,0.010690449676496972,-0.006819545444812735,0.052533831159098446,5
