comparison_id,architecture,family,seed,eval_split,train_epsilon,rob_lam,robust_config_id,eval_epsilon,subset,score,rho_pessimistic_standard,rho_pessimistic_robust,delta_rho_pessimistic,inverse_alignment_gain_pessimistic,rho_optimistic_standard,rho_optimistic_robust,delta_rho_optimistic,inverse_alignment_gain_optimistic
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,,,,,-0.6648495325762445,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,,-0.26168185064383537,,,-0.7439759836603826,-0.26168185064383537,0.4822941330165473,-0.4822941330165473
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,,,,,-0.7285373086984214,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,,-0.26168185064383537,,,-0.5935229390851371,-0.26168185064383537,0.3318410884413017,-0.3318410884413017
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,expected_entropy,,,,,-0.6012497839074199,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,mutual_information,,0.03536326131725473,,,0.17209089684354578,0.03536326131725473,-0.13672763552629105,0.13672763552629105
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,mutual_information,,,,,0.18370285746053436,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,one_minus_confidence,,-0.2776088440044576,,,-0.3421263594286262,-0.2776088440044576,0.06451751542416856,-0.06451751542416856
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,one_minus_confidence,,,,,-0.33482939931194605,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,predictive_entropy,,-0.26168185064383537,,,-0.5935229390851371,-0.26168185064383537,0.3318410884413017,-0.3318410884413017
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,predictive_entropy,,,,,-0.6012497839074199,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,expected_entropy,,-0.4086848799155151,,,-0.5104797441240913,-0.26168185064383537,0.24879789348025588,-0.24879789348025588
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,expected_entropy,,-0.3236072150500148,,,-0.5193700281551453,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,mutual_information,,0.005108683657887232,,,0.07857308448569997,0.03536326131725473,-0.04320982316844524,0.04320982316844524
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,mutual_information,,-0.02257786029954342,,,0.08373541858262463,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,,-0.43897854782920526,,,-0.2613033232202247,-0.2776088440044576,-0.01630552078423292,0.01630552078423292
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,,-0.35419382289514517,,,-0.25530502350198286,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,,-0.4086848799155151,,,-0.5104797441240913,-0.26168185064383537,0.24879789348025588,-0.24879789348025588
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,,-0.3236072150500148,,,-0.5193700281551453,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,,-0.40984056121416823,,,-0.30411674534283567,-0.24218432759667985,0.06193241774615582,-0.06193241774615582
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,,-0.3486893436317976,,,-0.3085557166755955,-0.057910513322971584,0.2506452033526239,-0.2506452033526239
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,,0.15557586675943488,,,0.0849105725764227,0.13714381566416461,0.05223324308774191,-0.05223324308774191
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,,0.16760660885489734,,,0.09035804722783294,0.1947951949740474,0.10443714774621446,-0.10443714774621446
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,,-0.4046163195534708,,,-0.16001495249577447,-0.25692462451902565,-0.09690967202325118,0.09690967202325118
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,,-0.3379422678573466,,,-0.15611501239930284,-0.061943534214216806,0.09417147818508603,-0.09417147818508603
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,,-0.4131861984485697,,,-0.30411674534283567,-0.24218432759667985,0.06193241774615582,-0.06193241774615582
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed0_eps0p08_lam0p25.json,mlp512x1,deterministic,0,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,,-0.35254226455590587,,,-0.3085557166755955,-0.057910513322971584,0.2506452033526239,-0.2506452033526239
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,expected_entropy,-0.3394791575920026,-0.3182617102425025,0.021217447349500096,-0.021217447349500096,-0.3394791575920026,-0.3182617102425025,0.021217447349500096,-0.021217447349500096
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,expected_entropy,-0.2449489742783178,,,,-0.2449489742783178,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,mutual_information,-0.26876723939343816,0.04243591358070568,0.31120315297414386,-0.31120315297414386,-0.26876723939343816,0.04243591358070568,0.31120315297414386,-0.31120315297414386
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,mutual_information,-0.19392783249992118,,,,-0.19392783249992118,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,one_minus_confidence,-0.3578567723340758,-0.3467172578609481,0.01113951447312772,-0.01113951447312772,-0.3578567723340758,-0.3467172578609481,0.01113951447312772,-0.01113951447312772
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,one_minus_confidence,-0.259111204162233,,,,-0.259111204162233,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,predictive_entropy,-0.3394791575920026,-0.3182617102425025,0.021217447349500096,-0.021217447349500096,-0.3394791575920026,-0.3182617102425025,0.021217447349500096,-0.021217447349500096
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,predictive_entropy,-0.2449489742783178,,,,-0.2449489742783178,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,expected_entropy,,-0.3997500347077727,,,-0.8061041975854041,-0.3182617102425025,0.4878424873429016,-0.4878424873429016
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,expected_entropy,,-0.24743582965269678,,,-0.8047873440121469,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,mutual_information,,0.16632335091185924,,,0.13541457499271223,0.04243591358070568,-0.09297866141200656,0.09297866141200656
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,mutual_information,,0.23691307496843608,,,0.17383825513460344,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,one_minus_confidence,,-0.4354913940419978,,,-0.7990323754038989,-0.3467172578609481,0.45231511754295084,-0.45231511754295084
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,,-0.27290128057532825,,,-0.7984624298226375,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,,-0.3997500347077727,,,-0.8061041975854041,-0.3182617102425025,0.4878424873429016,-0.4878424873429016
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,,-0.24743582965269678,,,-0.8047873440121469,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,,-0.4365641250653994,,,-0.6975856137380713,-0.3997500347077727,0.29783557903029856,-0.29783557903029856
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,expected_entropy,,-0.31995138821192637,,,-0.7021130759041796,-0.24743582965269678,0.4546772462514828,-0.4546772462514828
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,mutual_information,,0.11318600926748942,,,0.028099660050770664,0.16632335091185924,0.13822369086108857,-0.13822369086108857
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,mutual_information,,0.12114993001230155,,,0.048081782555295674,0.23691307496843608,0.1888312924131404,-0.1888312924131404
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,one_minus_confidence,,-0.47811339166665917,,,-0.5223849991746992,-0.4354913940419978,0.08689360513270133,-0.08689360513270133
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,one_minus_confidence,,-0.35630597043714624,,,-0.5217715345260885,-0.27290128057532825,0.24887025395076023,-0.24887025395076023
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,predictive_entropy,,-0.4365641250653994,,,-0.6975856137380713,-0.3997500347077727,0.29783557903029856,-0.29783557903029856
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,predictive_entropy,,-0.31995138821192637,,,-0.7021130759041796,-0.24743582965269678,0.4546772462514828,-0.4546772462514828
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,expected_entropy,,-0.4892832357799738,,,-0.4961797127645849,-0.4315159121998045,0.06466380056478038,-0.06466380056478038
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,expected_entropy,,-0.39629656176767014,,,-0.5001041558182322,-0.3083712390659984,0.1917329167522338,-0.1917329167522338
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,mutual_information,,0.09785899673994544,,,0.05954442487650809,0.3016162896644852,0.24207186478797715,-0.24207186478797715
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,mutual_information,,0.10092298137473743,,,0.07339123485585991,0.376678447531814,0.3032872126759541,-0.3032872126759541
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,,-0.5352053247872574,,,-0.3284206351344489,-0.4700974354950901,-0.14167680036064118,0.14167680036064118
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,,-0.4397971687381717,,,-0.3274877719272667,-0.3401080035653376,-0.012620231638070911,0.012620231638070911
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,,-0.4892832357799738,,,-0.4961797127645849,-0.4315159121998045,0.06466380056478038,-0.06466380056478038
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,,-0.39629656176767014,,,-0.5001041558182322,-0.3083712390659984,0.1917329167522338,-0.1917329167522338
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,,-0.4321358157014429,,,-0.24253562503633297,-0.42694533423929404,-0.18440970920296107,0.18440970920296107
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,,-0.3646624787447364,,,-0.2449489742783178,-0.30621948454497844,-0.06127051026666064,0.06127051026666064
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,,0.11729682340303418,,,0.024749721657533,0.3045462651295385,0.2797965434720055,-0.2797965434720055
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,,0.12155745851525239,,,0.030620184078934926,0.3763483972583718,0.3457282131794369,-0.3457282131794369
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,,-0.408563506001653,,,-0.14087675783857723,-0.4651182054893806,-0.32424144765080337,0.32424144765080337
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,,-0.3313300868479872,,,-0.14035190225454286,-0.33773479607515994,-0.19738289382061708,0.19738289382061708
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,,-0.4321358157014429,,,-0.24253562503633297,-0.42694533423929404,-0.18440970920296107,0.18440970920296107
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed1_eps0p08_lam0p25.json,mlp512x1,deterministic,1,val,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,,-0.3646624787447364,,,-0.2449489742783178,-0.30621948454497844,-0.06127051026666064,0.06127051026666064
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,expected_entropy,-0.46998761190284244,-0.2687543330936687,0.20123327880917374,-0.20123327880917374,-0.3324066751421692,-0.2687543330936687,0.06365234204850051,-0.06365234204850051
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,expected_entropy,-0.3461844626116437,,,,,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,mutual_information,-0.11495090255134581,-0.05658257671440804,0.05836832583693777,-0.05836832583693777,-0.06365692734646529,-0.05658257671440804,0.007074350632057247,-0.007074350632057247
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,mutual_information,-0.0940795246877189,,,,,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,one_minus_confidence,-0.48681746232856804,-0.28328816254341227,0.20352929978515577,-0.20352929978515577,-0.3443098710594096,-0.28328816254341227,0.06102170851599731,-0.06102170851599731
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,one_minus_confidence,-0.36029658349650245,,,,,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,predictive_entropy,-0.46998761190284244,-0.2687543330936687,0.20123327880917374,-0.20123327880917374,-0.3324066751421692,-0.2687543330936687,0.06365234204850051,-0.06365234204850051
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,predictive_entropy,-0.3461844626116437,,,,,,,
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,expected_entropy,-0.24253562503633297,-0.35889966619748936,-0.1163640411611564,0.1163640411611564,-0.7466309434486236,-0.35889966619748936,0.3877312772511342,-0.3877312772511342
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,expected_entropy,-0.24743582965269678,-0.24743582965269678,0.0,-0.0,-0.7320980661911148,-0.24743582965269678,0.48466223653841806,-0.48466223653841806
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,mutual_information,0.044550568740645925,0.026262212306088835,-0.01828835643455709,0.01828835643455709,-0.09316178173063577,0.026262212306088835,0.1194239940367246,-0.1194239940367246
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,mutual_information,0.04738518713032258,0.13162194724901732,0.08423676011869474,-0.08423676011869474,-0.0924671187074211,0.13162194724901732,0.2240890659564384,-0.2240890659564384
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,one_minus_confidence,-0.15380854057732932,-0.3783084194556785,-0.22449987887834918,0.22449987887834918,-0.7344827706480644,-0.3783084194556785,0.35617435119238594,-0.35617435119238594
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,-0.15341765232192714,-0.26272533032097484,-0.1093076779990477,0.1093076779990477,-0.7193488331911712,-0.26272533032097484,0.4566235028701963,-0.4566235028701963
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,-0.24253562503633297,-0.35889966619748936,-0.1163640411611564,0.1163640411611564,-0.7466309434486236,-0.35889966619748936,0.3877312772511342,-0.3877312772511342
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,-0.24743582965269678,-0.24743582965269678,0.0,-0.0,-0.7320980661911148,-0.24743582965269678,0.48466223653841806,-0.48466223653841806
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/deterministic/seed2_eps0p08_lam0p25.json,mlp512x1,deterministic,2,val,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,,-0.35889966619748936,,,-0.5987481314257936,-0.35889966619748936,0.23984846522830428,-0.23984846522830428
