architecture,family,eval_split,training,train_epsilon,rob_lam,config_id,eval_epsilon,subset,score,metric,n_seeds,mean,sd,ci_low,ci_high
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,one_minus_confidence,rho_optimistic,5,-0.1489196318406069,0.021847570140204005,-0.17604697313192977,-0.121792290549284
mlp512x1,deterministic,val,standard,,,standard,0.1,all,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,all,predictive_entropy,rho_optimistic,5,-0.2742405556087674,0.045178174403028085,-0.33033666826957825,-0.21814444294795662
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,predictive_entropy,rho_optimistic,5,-0.2782318160558718,0.044974694429992156,-0.3340752749598084,-0.22238835715193517
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,expected_entropy,rho_pessimistic,5,-0.3829180822481663,0.020544897747192353,-0.40842794212763267,-0.35740822236869996
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,expected_entropy,rho_optimistic,5,-0.3673409431264381,0.023622224591945313,-0.3966718089597402,-0.33801007729313604
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,expected_entropy,rho_pessimistic,5,-0.24369998203007365,0.023755260232126794,-0.2731960334282671,-0.2142039306318802
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,expected_entropy,rho_optimistic,4,-0.24304082598534993,0.0277049009068897,-0.28712550575004114,-0.19895614622065874
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,mutual_information,rho_pessimistic,5,-0.3803405448508605,0.044181388232153944,-0.4351989840093895,-0.3254821056923315
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,mutual_information,rho_optimistic,5,-0.3661278822071758,0.04311560214587496,-0.4196629731525857,-0.31259279126176587
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,mutual_information,rho_pessimistic,5,-0.24267870922383747,0.04720046804007107,-0.3012858310875611,-0.18407158736011384
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,mutual_information,rho_optimistic,4,-0.24187751096425686,0.05469653729370089,-0.32891190747533233,-0.15484311445318139
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,one_minus_confidence,rho_pessimistic,5,-0.38312460095604167,0.028890690715829878,-0.4189971315011274,-0.34725207041095596
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,one_minus_confidence,rho_optimistic,5,-0.3675750775010301,0.030878021457423206,-0.4059152050804758,-0.32923494992158436
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.24163855131498901,0.03301970815948033,-0.2826379341678108,-0.20063916846216723
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,one_minus_confidence,rho_optimistic,4,-0.24044550653653096,0.03824011720905098,-0.30129406639931106,-0.17959694667375084
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,predictive_entropy,rho_pessimistic,5,-0.38074313368970414,0.027039773054558833,-0.4143174464111501,-0.3471688209682582
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,predictive_entropy,rho_optimistic,5,-0.3652166871227881,0.02791392044485416,-0.3998763971878875,-0.3305569770576887
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,predictive_entropy,rho_pessimistic,5,-0.23833289326949592,0.03119137164571586,-0.277062096496575,-0.19960369004241685
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,predictive_entropy,rho_optimistic,4,-0.23641595694690382,0.035931245612992484,-0.2935905868695585,-0.17924132702424914
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,expected_entropy,rho_pessimistic,5,-0.5102353727123689,0.05997639635490928,-0.5847059048082591,-0.4357648406164785
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,expected_entropy,rho_optimistic,5,-0.4909790377000415,0.03490068845270875,-0.5343139660642957,-0.4476441093357872
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,expected_entropy,rho_pessimistic,5,-0.4349288359551199,0.06990402646350523,-0.5217261489443376,-0.3481315229659023
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,expected_entropy,rho_optimistic,5,-0.4075690913974306,0.0561244592709269,-0.477256811892794,-0.33788137090206716
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,mutual_information,rho_pessimistic,5,-0.499902537420704,0.06416984763463382,-0.5795799269988497,-0.4202251478425582
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,mutual_information,rho_optimistic,5,-0.4887136087287341,0.018553386245612907,-0.5117506804746805,-0.46567653698278766
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,mutual_information,rho_pessimistic,5,-0.42605637434924093,0.07026686869572743,-0.5133042154752367,-0.3388085332232451
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,mutual_information,rho_optimistic,5,-0.4070732802936717,0.04364846328911251,-0.46127000573668137,-0.352876554850662
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,one_minus_confidence,rho_pessimistic,5,-0.5086978049135077,0.059761931664713296,-0.5829020439246957,-0.43449356590231963
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,one_minus_confidence,rho_optimistic,5,-0.4914470989625645,0.0261591621333991,-0.5239279888067814,-0.4589662091183477
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.43281550200704866,0.06665450280357735,-0.5155779984564225,-0.3500530055576748
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,rho_optimistic,5,-0.4070331598333241,0.04833089369182986,-0.46704389053148265,-0.34702242913516557
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,rho_pessimistic,5,-0.5066485501981545,0.060114787031304386,-0.5812909170146117,-0.4320061833816973
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,rho_optimistic,5,-0.4881184172310906,0.029227179642887666,-0.5244087539626981,-0.4518280804994831
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,rho_pessimistic,5,-0.4304578645253986,0.0675554165658881,-0.51433899315892,-0.3465767358918772
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,rho_optimistic,5,-0.4030450675386402,0.05184550965680354,-0.46741977034801874,-0.3386703647292617
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,rho_pessimistic,5,-0.5703715147056736,0.05972656905089949,-0.6445318452324067,-0.49621118417894056
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,rho_optimistic,5,-0.5206570677412229,0.051786740737978475,-0.584958799299883,-0.4563553361825628
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,expected_entropy,rho_pessimistic,5,-0.5140666446275114,0.0646115274426879,-0.5942924521220515,-0.4338408371329713
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,expected_entropy,rho_optimistic,5,-0.45314550826897787,0.05329723830259096,-0.5193227702729918,-0.38696824626496396
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,mutual_information,rho_pessimistic,5,-0.5729322206999392,0.062232097820941495,-0.6502035760968972,-0.49566086530298126
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,mutual_information,rho_optimistic,5,-0.5205753471207313,0.06077753275387789,-0.5960406214408716,-0.445110072800591
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,mutual_information,rho_pessimistic,5,-0.5195154360559109,0.061943326614129574,-0.5964282346416526,-0.44260263747016915
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,mutual_information,rho_optimistic,5,-0.45512636535466033,0.06233040631823751,-0.5325197868734283,-0.3777329438358924
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,one_minus_confidence,rho_pessimistic,5,-0.5735903611134097,0.05685393794401276,-0.6441838490146012,-0.5029968732122181
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,one_minus_confidence,rho_optimistic,5,-0.5222484062069125,0.058631025104749615,-0.5950484392572611,-0.44944837315656383
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.5173180999037389,0.05902305540476212,-0.5906049028638181,-0.44403129694365967
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,one_minus_confidence,rho_optimistic,5,-0.4538844208320999,0.0614508040168275,-0.5301856718404698,-0.3775831698237299
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,predictive_entropy,rho_pessimistic,5,-0.5718376019262269,0.05809517973676429,-0.6439722950745439,-0.49970290877790985
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,predictive_entropy,rho_optimistic,5,-0.5212633232834517,0.057641836475937167,-0.5928351164259714,-0.449691530140932
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,predictive_entropy,rho_pessimistic,5,-0.5154052258302,0.060499743696490915,-0.5905255794786879,-0.4402848721817121
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,predictive_entropy,rho_optimistic,5,-0.45286148437368867,0.05992902891377378,-0.527273202023234,-0.3784497667241433
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,expected_entropy,rho_pessimistic,5,-0.4980811765410544,0.058575286112576105,-0.570812000491525,-0.42535035259058374
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,expected_entropy,rho_optimistic,5,-0.5090780290611576,0.03291103447915768,-0.5499424757175705,-0.46821358240474475
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,expected_entropy,rho_pessimistic,5,-0.4349184810600888,0.057149188957839374,-0.505878571515582,-0.36395839060459556
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,expected_entropy,rho_optimistic,5,-0.441387015388257,0.028306616909570165,-0.4765343225158161,-0.40623970826069783
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,mutual_information,rho_pessimistic,5,-0.5053697455400148,0.07075646290720074,-0.593225498172126,-0.4175139929079036
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,mutual_information,rho_optimistic,5,-0.5094874951119414,0.03944569228833735,-0.5584657911105937,-0.460509199113289
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,mutual_information,rho_pessimistic,5,-0.4459135441346592,0.06591102474699244,-0.5277528906477171,-0.36407419762160137
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,mutual_information,rho_optimistic,5,-0.4443395276499674,0.027911477684735016,-0.47899620462777065,-0.4096828506721642
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,rho_pessimistic,5,-0.5040708624406607,0.05925723545761038,-0.5776484383414591,-0.4304932865398623
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,rho_optimistic,5,-0.5109456953669539,0.034962990066493636,-0.5543579814020748,-0.4675334093318329
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.4415122834217483,0.0572258834313945,-0.5125676026439161,-0.37045696419958046
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,rho_optimistic,5,-0.4424097148909172,0.029371244229816688,-0.4788789314335306,-0.40594049834830376
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,rho_pessimistic,5,-0.4998445325538151,0.06360104255092898,-0.5788156573375294,-0.4208734077701009
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,rho_optimistic,5,-0.510533902775515,0.03494775208985882,-0.553927268363643,-0.46714053718738696
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,rho_pessimistic,5,-0.4367676523276698,0.06200790223901291,-0.5137606321419907,-0.3597746725133489
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,rho_optimistic,5,-0.4420692058099136,0.02866739368252901,-0.4776644764678439,-0.4064739351519833
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,rho_pessimistic,5,-0.47145294244900277,0.022826888381601084,-0.4997962679434526,-0.4431096169545529
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,rho_optimistic,5,-0.5051490101927943,0.03601476028271991,-0.5498672414397865,-0.4604307789458022
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,rho_pessimistic,5,-0.410134381103767,0.031017301320094875,-0.4486474474743669,-0.37162131473316706
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,rho_optimistic,5,-0.4429509338614547,0.035649824098997356,-0.4872160369874766,-0.39868583073543273
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,rho_pessimistic,5,-0.4809140230254421,0.017095683901421046,-0.5021411182505083,-0.45968692780037596
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,rho_optimistic,5,-0.5156695142363008,0.045462858357325275,-0.5721191087140287,-0.4592199197585729
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,rho_pessimistic,5,-0.4232748458384218,0.02418221447291942,-0.4533010309462878,-0.39324866073055575
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,rho_optimistic,5,-0.4574152085751099,0.04210632170401432,-0.5096971123317703,-0.40513330481844956
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,rho_pessimistic,5,-0.47567172275129577,0.025821244551762886,-0.5077330325000349,-0.4436104130025567
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,rho_optimistic,5,-0.5102091792244664,0.038675579923440014,-0.5582312544250542,-0.46218710402387864
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.4148600329794229,0.0347706261612733,-0.4580334676788779,-0.3716865982799679
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,rho_optimistic,5,-0.44838894274229063,0.038634020354837394,-0.49635941492276364,-0.4004184705618176
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,rho_pessimistic,5,-0.4737934488697951,0.020171343558381082,-0.49883947996163625,-0.4487474177779539
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,rho_optimistic,5,-0.5072239308332561,0.040611513516974854,-0.5576497850798493,-0.45679807658666294
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,rho_pessimistic,5,-0.41281467853229625,0.027088866806032886,-0.44644994919748426,-0.37917940786710824
mlp512x1,mc_dropout,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,rho_optimistic,5,-0.4450529012133094,0.03993373058950271,-0.4946371768002633,-0.39546862562635554
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,rho_pessimistic,5,-0.7271120260916897,0.04592568693133398,-0.7841362981471042,-0.6700877540362752
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,expected_entropy,rho_optimistic,5,-0.5555593563583352,0.12257689420947694,-0.7077586729098742,-0.40336003980679624
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,rho_pessimistic,5,-0.6942326117885559,0.04874632472101763,-0.7547591682393936,-0.6337060553377182
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,expected_entropy,rho_optimistic,5,-0.48773532569040706,0.13916452899422482,-0.6605309111695199,-0.31493974021129423
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,rho_pessimistic,5,-0.7214825296818635,0.04585658837962289,-0.7784210045532903,-0.6645440548104368
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,mutual_information,rho_optimistic,5,-0.5496426863633357,0.11990936159647181,-0.6985298237052717,-0.40075554902139965
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,rho_pessimistic,5,-0.6877565068295711,0.04963102944932204,-0.7493815692905851,-0.6261314443685572
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,mutual_information,rho_optimistic,5,-0.48077584314106964,0.13538693680081618,-0.6488809283937313,-0.3126707578884079
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,one_minus_confidence,rho_pessimistic,5,-0.7265748426471605,0.04550169463161339,-0.7830726587284964,-0.6700770265658247
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,one_minus_confidence,rho_optimistic,5,-0.5549428065899084,0.12211370892978717,-0.7065670026551586,-0.4033186105246581
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.6934982475702693,0.04866415550448118,-0.7539227774631732,-0.6330737176773655
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,rho_optimistic,5,-0.4872543510835052,0.13827656301759442,-0.6589473811778062,-0.3155613209892042
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,predictive_entropy,rho_pessimistic,5,-0.7259069334209324,0.04689629375367867,-0.7841363730240632,-0.6676774938178015
mlp512x1,mc_dropout,val,standard,,,standard,0.01,all,predictive_entropy,rho_optimistic,5,-0.5540936649672098,0.12168052865517272,-0.7051799966807393,-0.4030073332536803
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,predictive_entropy,rho_pessimistic,5,-0.6928327578884239,0.050288211649547096,-0.7552738198277177,-0.6303916959491301
mlp512x1,mc_dropout,val,standard,,,standard,0.01,clean_correct,predictive_entropy,rho_optimistic,5,-0.48597642567552474,0.13795931518825788,-0.6572755405616303,-0.3146773107894192
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,expected_entropy,rho_pessimistic,5,-0.24055574238297517,0.004427152200380732,-0.2460527778847565,-0.23505870688119385
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,expected_entropy,rho_optimistic,5,-0.7677227663838817,0.03994625334521471,-0.8173225910257615,-0.7181229417420019
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,expected_entropy,rho_pessimistic,5,-0.2443998460506259,0.005504823034704638,-0.25123498662930144,-0.23756470547195035
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,expected_entropy,rho_optimistic,5,-0.7446766124469985,0.04357232944062426,-0.7987788052312955,-0.6905744196627014
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,mutual_information,rho_pessimistic,5,-0.24055574238297517,0.004427152200380732,-0.2460527778847565,-0.23505870688119385
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,mutual_information,rho_optimistic,5,-0.7558295330299086,0.048743447395593754,-0.8163525168093564,-0.6953065492504609
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,mutual_information,rho_pessimistic,5,-0.2443998460506259,0.005504823034704638,-0.25123498662930144,-0.23756470547195035
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,mutual_information,rho_optimistic,5,-0.7315230842555415,0.054147749454776475,-0.7987563953372949,-0.664289773173788
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,one_minus_confidence,rho_pessimistic,5,-0.22581585877185098,0.008166009246224681,-0.23595529846188723,-0.21567641908181473
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,one_minus_confidence,rho_optimistic,5,-0.7632398750498827,0.038953357587008464,-0.8116068567748285,-0.7148728933249369
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.2288903492153184,0.008789512539460474,-0.23980397049732702,-0.21797672793330977
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,rho_optimistic,5,-0.7397244737036235,0.04269363790518739,-0.7927356268428423,-0.6867133205644047
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,predictive_entropy,rho_pessimistic,5,-0.24055574238297517,0.004427152200380732,-0.2460527778847565,-0.23505870688119385
mlp512x1,mc_dropout,val,standard,,,standard,0.05,all,predictive_entropy,rho_optimistic,5,-0.7657709050314435,0.042311446169046044,-0.8183075044514846,-0.7132343056114024
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,predictive_entropy,rho_pessimistic,5,-0.2443998460506259,0.005504823034704638,-0.25123498662930144,-0.23756470547195035
mlp512x1,mc_dropout,val,standard,,,standard,0.05,clean_correct,predictive_entropy,rho_optimistic,5,-0.7425087691323314,0.04633194094249544,-0.800037472167531,-0.6849800660971319
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,expected_entropy,rho_optimistic,5,-0.675789905044771,0.049941279118870904,-0.7378001933509184,-0.6137796167386236
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,expected_entropy,rho_optimistic,5,-0.6553952947298777,0.05959751009398655,-0.7293953773961662,-0.5813952120635891
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,mutual_information,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,mutual_information,rho_optimistic,5,-0.660868576113962,0.0630906155070149,-0.7392059220135385,-0.5825312302143855
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,mutual_information,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,mutual_information,rho_optimistic,5,-0.6391060047251713,0.07435324253945326,-0.7314277491361231,-0.5467842603142196
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,one_minus_confidence,rho_optimistic,5,-0.669185044220457,0.05258410389941282,-0.7344768329101641,-0.6038932555307499
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,rho_optimistic,5,-0.6481416025736653,0.06256832156695187,-0.7258304348913855,-0.570452770255945
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,all,predictive_entropy,rho_optimistic,5,-0.6730096889090398,0.054825511615291166,-0.7410845528648491,-0.6049348249532305
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.07,clean_correct,predictive_entropy,rho_optimistic,5,-0.6523260663624059,0.0647592528477585,-0.7327352991740422,-0.5719168335507695
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,expected_entropy,rho_optimistic,5,-0.612604531863187,0.07117163988052923,-0.7009757947959634,-0.5242332689304106
mlp512x1,mc_dropout,val,standard,,,standard,0.08,clean_correct,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,clean_correct,expected_entropy,rho_optimistic,5,-0.5987919741120435,0.07427967509236243,-0.6910223724725029,-0.5065615757515842
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,mutual_information,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,mutual_information,rho_optimistic,5,-0.6000313049293509,0.08514149465047448,-0.7057484335901034,-0.4943141762685983
mlp512x1,mc_dropout,val,standard,,,standard,0.08,clean_correct,mutual_information,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,clean_correct,mutual_information,rho_optimistic,5,-0.5852225554051997,0.08960123849496468,-0.6964771874388666,-0.4739679233715329
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,one_minus_confidence,rho_optimistic,5,-0.6057169158160972,0.07160759772157733,-0.6946294919048377,-0.5168043397273567
mlp512x1,mc_dropout,val,standard,,,standard,0.08,clean_correct,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,clean_correct,one_minus_confidence,rho_optimistic,5,-0.5913387171225948,0.0748390475763762,-0.6842636681580397,-0.49841376608714977
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,mc_dropout,val,standard,,,standard,0.08,all,predictive_entropy,rho_optimistic,5,-0.6095190260809954,0.07481919438414054,-0.702419326122392,-0.5166187260395988
