architecture,family,eval_split,training,train_epsilon,rob_lam,config_id,eval_epsilon,subset,score,metric,n_seeds,mean,sd,ci_low,ci_high
mlp512x1,bbb,val,standard,,,standard,0.1,all,predictive_entropy,rho_optimistic,5,-0.457429368993581,0.04860792642176603,-0.5177840812588254,-0.39707465672833664
mlp512x1,bbb,val,standard,,,standard,0.1,clean_correct,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.1,clean_correct,predictive_entropy,rho_optimistic,5,-0.46434860580981685,0.050028141930531525,-0.526466748541986,-0.4022304630776477
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,expected_entropy,rho_pessimistic,5,-0.2956297664030356,0.02802345670416591,-0.3304254836978203,-0.2608340491082509
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,expected_entropy,rho_optimistic,5,-0.2956297664030356,0.02802345670416591,-0.3304254836978203,-0.2608340491082509
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,expected_entropy,rho_optimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,mutual_information,rho_pessimistic,5,0.00848711479314149,0.04284737051980084,-0.04471492259899251,0.0616891521852755
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,mutual_information,rho_optimistic,5,0.00848711479314149,0.04284737051980084,-0.04471492259899251,0.0616891521852755
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,mutual_information,rho_optimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,one_minus_confidence,rho_pessimistic,5,-0.31943388798027583,0.03588476536026326,-0.36399070921210425,-0.2748770667484474
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,one_minus_confidence,rho_optimistic,5,-0.31943388798027583,0.03588476536026326,-0.36399070921210425,-0.2748770667484474
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,one_minus_confidence,rho_optimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,predictive_entropy,rho_pessimistic,5,-0.2956297664030356,0.02802345670416591,-0.3304254836978203,-0.2608340491082509
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,all,predictive_entropy,rho_optimistic,5,-0.2956297664030356,0.02802345670416591,-0.3304254836978203,-0.2608340491082509
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.01,clean_correct,predictive_entropy,rho_optimistic,0,,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,expected_entropy,rho_pessimistic,5,-0.3450870094238998,0.0584560028767974,-0.4176697236749148,-0.2725042951728848
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,expected_entropy,rho_optimistic,5,-0.31365883302379977,0.03462950906003172,-0.3566570476991122,-0.2706606183484873
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,expected_entropy,rho_pessimistic,3,-0.24392610157251668,0.0060790273556231116,-0.2590272426773819,-0.2288249604676514
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,expected_entropy,rho_optimistic,1,-0.24743582965269678,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,mutual_information,rho_pessimistic,5,0.02756715136351041,0.10344007643579878,-0.10087066751826644,0.15600497024528726
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,mutual_information,rho_optimistic,5,0.025056072597240863,0.0226540623673845,-0.0030726610574032046,0.05318480625188493
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,mutual_information,rho_pessimistic,3,0.05439973710646293,0.23101617165691216,-0.5194762469306603,0.6282757211435862
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,mutual_information,rho_optimistic,1,0.13162194724901732,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,one_minus_confidence,rho_pessimistic,5,-0.37414250140048,0.06838434900254797,-0.4590528855975453,-0.2892321172034147
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,one_minus_confidence,rho_optimistic,5,-0.3384379393627291,0.037097145052554376,-0.3845001288106287,-0.29237574991482945
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,rho_pessimistic,3,-0.27066925210921616,0.007096251467310536,-0.2882973179912259,-0.25304118622720645
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,one_minus_confidence,rho_optimistic,1,-0.26272533032097484,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,rho_pessimistic,5,-0.3450870094238998,0.0584560028767974,-0.4176697236749148,-0.2725042951728848
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,all,predictive_entropy,rho_optimistic,5,-0.31365883302379977,0.03462950906003172,-0.3566570476991122,-0.2706606183484873
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,rho_pessimistic,3,-0.24392610157251668,0.0060790273556231116,-0.2590272426773819,-0.2288249604676514
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.05,clean_correct,predictive_entropy,rho_optimistic,1,-0.24743582965269678,,,
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,rho_pessimistic,5,-0.38584031409407393,0.08261167424171927,-0.48841625583135395,-0.2832643723567939
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,expected_entropy,rho_optimistic,5,-0.36163201742091244,0.05816951993968969,-0.43385901612282113,-0.28940501871900376
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,expected_entropy,rho_pessimistic,4,-0.2950397715804645,0.06531701639648052,-0.39897372033203193,-0.19110582282889713
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,expected_entropy,rho_optimistic,4,-0.24480353359256168,0.0052645921202701534,-0.2531806744635514,-0.23642639272157195
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,mutual_information,rho_pessimistic,5,-0.03494788100370945,0.1365631236762546,-0.20451339515476286,0.13461763314734393
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,mutual_information,rho_optimistic,5,-0.0022669711072628106,0.12070054603632789,-0.1521364936841072,0.14760255146958157
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,mutual_information,rho_pessimistic,4,-0.06968863205741102,0.23176045105921342,-0.4384712276495507,0.2990939635347286
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,mutual_information,rho_optimistic,4,-0.02106419147918507,0.24157441734379986,-0.4054629974426053,0.3633346144842351
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,one_minus_confidence,rho_pessimistic,5,-0.41904487983438676,0.09484483494132182,-0.5368102967966044,-0.30127946287216906
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,one_minus_confidence,rho_optimistic,5,-0.3921678137955529,0.0686933260858465,-0.47746184371322,-0.3068737838778858
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,one_minus_confidence,rho_pessimistic,4,-0.3274970278945678,0.0712293257135788,-0.4408387801170821,-0.21415527567205347
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,one_minus_confidence,rho_optimistic,4,-0.27123176418267364,0.005902276616358564,-0.28062360338792003,-0.26183992497742725
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,predictive_entropy,rho_pessimistic,5,-0.38584031409407393,0.08261167424171927,-0.48841625583135395,-0.2832643723567939
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,all,predictive_entropy,rho_optimistic,5,-0.36163201742091244,0.05816951993968969,-0.43385901612282113,-0.28940501871900376
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,predictive_entropy,rho_pessimistic,4,-0.2950397715804645,0.06531701639648052,-0.39897372033203193,-0.19110582282889713
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.07,clean_correct,predictive_entropy,rho_optimistic,4,-0.24480353359256168,0.0052645921202701534,-0.2531806744635514,-0.23642639272157195
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,expected_entropy,rho_pessimistic,5,-0.42376950148204673,0.05761627822857673,-0.4953095598689618,-0.35222944309513166
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,expected_entropy,rho_optimistic,5,-0.36798519291931875,0.06473741868709694,-0.4483673150397306,-0.2876030707989069
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,expected_entropy,rho_pessimistic,5,-0.32087559956104894,0.06647823338913128,-0.4034192286245207,-0.2383319704975772
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,expected_entropy,rho_optimistic,4,-0.2600373859458871,0.03260261215044049,-0.31191541723627064,-0.20815935465550356
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,mutual_information,rho_pessimistic,5,-0.06332640953941795,0.14969974760946045,-0.249203196686275,0.12255037760743909
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,mutual_information,rho_optimistic,5,0.024791616643262383,0.17214528086573083,-0.1889549810683909,0.23853821435491565
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,mutual_information,rho_pessimistic,5,-0.07766021242930685,0.21112229364772145,-0.33980316366988583,0.1844827388112721
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,mutual_information,rho_optimistic,4,0.013877151661659412,0.29543072757511823,-0.4562190620576969,0.48397336538101576
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,rho_pessimistic,5,-0.4474892421786537,0.07891437301901957,-0.5454743780971928,-0.34950410626011463
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,one_minus_confidence,rho_optimistic,5,-0.3990890220861713,0.07555076092733606,-0.49289768196654415,-0.30528036220579846
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.3374094599847731,0.0963029488161827,-0.456985364450687,-0.21783355551885925
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,one_minus_confidence,rho_optimistic,4,-0.28803344493017596,0.03519694006831069,-0.3440396308690197,-0.23202725899133222
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,rho_pessimistic,5,-0.42376950148204673,0.05761627822857673,-0.4953095598689618,-0.35222944309513166
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,all,predictive_entropy,rho_optimistic,5,-0.36798519291931875,0.06473741868709694,-0.4483673150397306,-0.2876030707989069
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,rho_pessimistic,5,-0.32087559956104894,0.06647823338913128,-0.4034192286245207,-0.2383319704975772
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.08,clean_correct,predictive_entropy,rho_optimistic,4,-0.2600373859458871,0.03260261215044049,-0.31191541723627064,-0.20815935465550356
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,rho_pessimistic,5,-0.46101176964194046,0.05790931021359309,-0.5329156752949725,-0.3891078639889084
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,expected_entropy,rho_optimistic,5,-0.33328508771391563,0.07946795433964542,-0.43195758562835396,-0.23461258979947733
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,rho_pessimistic,5,-0.39740200075226956,0.05652652771597905,-0.467588955160668,-0.3272150463438711
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,expected_entropy,rho_optimistic,5,-0.1916985822548904,0.10159133904341962,-0.317840890474417,-0.06555627403536382
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,rho_pessimistic,5,0.05356178216868872,0.2349285066803214,-0.23814048672803884,0.3452640510654163
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,mutual_information,rho_optimistic,5,-0.0021971227835571815,0.25180722481507267,-0.31485708832403436,0.31046284275692004
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,rho_pessimistic,5,0.05698971370905227,0.2720652013989867,-0.28082385203212584,0.39480327945023036
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,mutual_information,rho_optimistic,5,0.008424453845386305,0.33326144342713276,-0.4053742824475049,0.4222231901382775
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,rho_pessimistic,5,-0.44785589308075846,0.06383953079284478,-0.5271231401284544,-0.3685886460330625
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,one_minus_confidence,rho_optimistic,5,-0.34613186114376293,0.11085294610206184,-0.4837739734135154,-0.20848974887401045
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,rho_pessimistic,5,-0.37625227770650554,0.06217781958526563,-0.4534562377723388,-0.2990483176406723
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,one_minus_confidence,rho_optimistic,5,-0.19272116186488497,0.1384618602734975,-0.3646442688908068,-0.02079805483896316
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,rho_pessimistic,5,-0.46168089708882076,0.05718502178885974,-0.5326854798805457,-0.3906763142970958
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,all,predictive_entropy,rho_optimistic,5,-0.33328508771391563,0.07946795433964542,-0.43195758562835396,-0.23461258979947733
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,rho_pessimistic,5,-0.39817258493709123,0.05571691240198656,-0.4673542691577107,-0.32899090071647175
mlp512x1,deterministic,val,robust,0.08,0.25,robust_eps0p08_lam0p25,0.1,clean_correct,predictive_entropy,rho_optimistic,5,-0.1916985822548904,0.10159133904341962,-0.317840890474417,-0.06555627403536382
mlp512x1,deterministic,val,standard,,,standard,0.01,all,expected_entropy,rho_pessimistic,5,-0.3799693306493408,0.05918381656449011,-0.45345574495376373,-0.30648291634491787
mlp512x1,deterministic,val,standard,,,standard,0.01,all,expected_entropy,rho_optimistic,5,-0.33665016461206926,0.0038737581753331436,-0.34146007067612794,-0.3318402585480106
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,expected_entropy,rho_pessimistic,4,-0.270879560205244,0.050216953981981116,-0.3507859400365229,-0.1909731803739651
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,expected_entropy,rho_optimistic,2,-0.2449489742783178,0.0,-0.2449489742783178,-0.2449489742783178
mlp512x1,deterministic,val,standard,,,standard,0.01,all,mutual_information,rho_pessimistic,5,-0.028196839039621696,0.19341329125393827,-0.2683511595637358,0.21195748148449242
mlp512x1,deterministic,val,standard,,,standard,0.01,all,mutual_information,rho_optimistic,5,-0.035364824515746615,0.18239321085948845,-0.26183590795676126,0.19110625892526806
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,mutual_information,rho_pessimistic,4,-0.0006401005020426689,0.1706835391636454,-0.27223569979408785,0.2709554987900025
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,mutual_information,rho_optimistic,2,-0.03061849139929411,0.2309542850467207,-2.1056604147536504,2.044423431955062
mlp512x1,deterministic,val,standard,,,standard,0.01,all,one_minus_confidence,rho_pessimistic,5,-0.41127761458982864,0.060003074498946804,-0.4857812719767093,-0.336773957202948
mlp512x1,deterministic,val,standard,,,standard,0.01,all,one_minus_confidence,rho_optimistic,5,-0.36489897255710735,0.013560474943512889,-0.3817365260930115,-0.3480614190212032
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,rho_pessimistic,4,-0.29369935727476204,0.04566256147134137,-0.3663586822968923,-0.22104003225263177
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,rho_optimistic,2,-0.2646716034654985,0.007863592106888003,-0.3353231754276733,-0.19402003150332373
mlp512x1,deterministic,val,standard,,,standard,0.01,all,predictive_entropy,rho_pessimistic,5,-0.3799693306493408,0.05918381656449011,-0.45345574495376373,-0.30648291634491787
mlp512x1,deterministic,val,standard,,,standard,0.01,all,predictive_entropy,rho_optimistic,5,-0.33665016461206926,0.0038737581753331436,-0.34146007067612794,-0.3318402585480106
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,predictive_entropy,rho_pessimistic,4,-0.270879560205244,0.050216953981981116,-0.3507859400365229,-0.1909731803739651
mlp512x1,deterministic,val,standard,,,standard,0.01,clean_correct,predictive_entropy,rho_optimistic,2,-0.2449489742783178,0.0,-0.2449489742783178,-0.2449489742783178
mlp512x1,deterministic,val,standard,,,standard,0.05,all,expected_entropy,rho_pessimistic,2,-0.24253562503633297,0.0,-0.24253562503633297,-0.24253562503633297
mlp512x1,deterministic,val,standard,,,standard,0.05,all,expected_entropy,rho_optimistic,5,-0.7517718403152134,0.03148198523050864,-0.7908618879679186,-0.7126817926625082
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,expected_entropy,rho_pessimistic,2,-0.2461924019655073,0.0017584722990535888,-0.2619916487335652,-0.23039315519744943
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,expected_entropy,rho_optimistic,5,-0.7410007277320094,0.03606852225654886,-0.7857857132863774,-0.6962157421776415
mlp512x1,deterministic,val,standard,,,standard,0.05,all,mutual_information,rho_pessimistic,2,0.07425094790107654,0.042002679016304216,-0.3031281504533711,0.4516300462555242
mlp512x1,deterministic,val,standard,,,standard,0.05,all,mutual_information,rho_optimistic,5,0.2170457778664332,0.2658399027869601,-0.11303805871012368,0.54712961444299
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,mutual_information,rho_pessimistic,2,0.0798310299772637,0.0458853509967702,-0.3324324920737193,0.4920945520282467
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,mutual_information,rho_optimistic,5,0.2297516077980694,0.2989990296789323,-0.14150472285211962,0.6010079384482585
mlp512x1,deterministic,val,standard,,,standard,0.05,all,one_minus_confidence,rho_pessimistic,2,-0.1393040496136154,0.02051244783620222,-0.32360108139256016,0.044992982165329376
mlp512x1,deterministic,val,standard,,,standard,0.05,all,one_minus_confidence,rho_optimistic,5,-0.7203360837513719,0.049452253579773425,-0.7817391666514198,-0.658933000851324
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,rho_pessimistic,2,-0.13863699346213865,0.020903008220322924,-0.32644307107016557,0.04916908414588825
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,rho_optimistic,5,-0.7076215805663107,0.055228288921636746,-0.7761965586027029,-0.6390466025299186
mlp512x1,deterministic,val,standard,,,standard,0.05,all,predictive_entropy,rho_pessimistic,2,-0.24253562503633297,0.0,-0.24253562503633297,-0.24253562503633297
mlp512x1,deterministic,val,standard,,,standard,0.05,all,predictive_entropy,rho_optimistic,5,-0.7517718403152134,0.03148198523050864,-0.7908618879679186,-0.7126817926625082
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,predictive_entropy,rho_pessimistic,2,-0.2461924019655073,0.0017584722990535888,-0.2619916487335652,-0.23039315519744943
mlp512x1,deterministic,val,standard,,,standard,0.05,clean_correct,predictive_entropy,rho_optimistic,5,-0.7410007277320094,0.03606852225654886,-0.7857857132863774,-0.6962157421776415
mlp512x1,deterministic,val,standard,,,standard,0.07,all,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,all,expected_entropy,rho_optimistic,5,-0.6395177981055179,0.044526980266312945,-0.6948053464509282,-0.5842302497601076
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,expected_entropy,rho_optimistic,5,-0.642684702622697,0.04502780215916455,-0.6985941034819733,-0.5867753017634206
mlp512x1,deterministic,val,standard,,,standard,0.07,all,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,all,mutual_information,rho_optimistic,5,0.15147004993051766,0.1219361410222675,6.63335432709855e-05,0.3028737663177643
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,mutual_information,rho_optimistic,5,0.15747267037008647,0.13498759699983742,-0.010136569028650094,0.325081909768823
mlp512x1,deterministic,val,standard,,,standard,0.07,all,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,all,one_minus_confidence,rho_optimistic,5,-0.4667467066386398,0.07295261924223854,-0.5573293475263946,-0.376164065750885
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,rho_optimistic,5,-0.4620393666708004,0.07436654038981104,-0.5543776225437949,-0.36970111079780593
mlp512x1,deterministic,val,standard,,,standard,0.07,all,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,all,predictive_entropy,rho_optimistic,5,-0.6395177981055179,0.044526980266312945,-0.6948053464509282,-0.5842302497601076
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.07,clean_correct,predictive_entropy,rho_optimistic,5,-0.642684702622697,0.04502780215916455,-0.6985941034819733,-0.5867753017634206
mlp512x1,deterministic,val,standard,,,standard,0.08,all,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,all,expected_entropy,rho_optimistic,5,-0.5129673706761693,0.04224593179662703,-0.5654226232586127,-0.46051211809372583
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,expected_entropy,rho_optimistic,5,-0.5186557046474641,0.042632927753528706,-0.5715914761770428,-0.46571993311788545
mlp512x1,deterministic,val,standard,,,standard,0.08,all,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,all,mutual_information,rho_optimistic,5,0.11577484395284425,0.07532525379589461,0.022246188158920488,0.209303499746768
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,mutual_information,rho_optimistic,5,0.12161391724644514,0.07723990886886445,0.025707903179436525,0.21751993131345376
mlp512x1,deterministic,val,standard,,,standard,0.08,all,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,all,one_minus_confidence,rho_optimistic,5,-0.33239881166796853,0.08191428141797394,-0.4341088258433983,-0.23068879749253873
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,one_minus_confidence,rho_optimistic,5,-0.32971810785949096,0.08428457446997499,-0.434371229582783,-0.2250649861361989
mlp512x1,deterministic,val,standard,,,standard,0.08,all,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,all,predictive_entropy,rho_optimistic,5,-0.5129673706761693,0.04224593179662703,-0.5654226232586127,-0.46051211809372583
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,predictive_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.08,clean_correct,predictive_entropy,rho_optimistic,5,-0.5186557046474641,0.042632927753528706,-0.5715914761770428,-0.46571993311788545
mlp512x1,deterministic,val,standard,,,standard,0.1,all,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,all,expected_entropy,rho_optimistic,5,-0.2742405556087674,0.045178174403028085,-0.33033666826957825,-0.21814444294795662
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,expected_entropy,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,expected_entropy,rho_optimistic,5,-0.2782318160558718,0.044974694429992156,-0.3340752749598084,-0.22238835715193517
mlp512x1,deterministic,val,standard,,,standard,0.1,all,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,all,mutual_information,rho_optimistic,5,0.06662965566711264,0.043743942096516636,0.012314377626357849,0.12094493370786744
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,mutual_information,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,mutual_information,rho_optimistic,5,0.0702189439799084,0.04830161094928197,0.010244572608940239,0.13019331535087655
mlp512x1,deterministic,val,standard,,,standard,0.1,all,one_minus_confidence,rho_pessimistic,0,,,,
mlp512x1,deterministic,val,standard,,,standard,0.1,all,one_minus_confidence,rho_optimistic,5,-0.1506069625295604,0.021780747731181948,-0.17765133284132734,-0.12356259221779346
mlp512x1,deterministic,val,standard,,,standard,0.1,clean_correct,one_minus_confidence,rho_pessimistic,0,,,,
