architecture,family,eval_split,training,train_epsilon,rob_lam,config_id,eval_epsilon,subset,score,task,tau,metric,n_seeds,mean,sd,ci_low,ci_high
mlp512x1,bbb,val,standard,,,standard,0.01,all,mutual_information,pgd_failure,,auprc,5,0.9,0.22360679774997902,0.6223554894802206,1.1776445105197795
mlp512x1,bbb,val,standard,,,standard,0.01,all,mutual_information,pgd_failure,,prevalence,5,0.036000000000000004,0.008944271909999158,0.024894219579208832,0.04710578042079118
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.5,auroc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.5,auprc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.5,prevalence,5,0.00425531914893617,0.009515182882977829,-0.0075593408731821,0.01606997917105444
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.9,auroc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.9,auprc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,certified_below_threshold,0.9,prevalence,5,0.0047619047619047615,0.010647942749998997,-0.008459262405703778,0.0179830719295133
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,pgd_failure,,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,pgd_failure,,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,mutual_information,pgd_failure,,prevalence,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,certified_below_threshold,0.5,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,certified_below_threshold,0.5,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,0.04136231884057971,0.0014469183732429326,0.03956573238818441,0.04315890529297502
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,certified_below_threshold,0.9,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,certified_below_threshold,0.9,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,0.046743179301318834,0.0009085840505280155,0.045615023196436046,0.04787133540620162
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,pgd_failure,,auroc,5,0.9959183673469388,0.009126808071427725,0.9845859383461315,1.0072507963477462
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,pgd_failure,,auprc,5,0.9,0.22360679774997902,0.6223554894802206,1.1776445105197795
mlp512x1,bbb,val,standard,,,standard,0.01,all,one_minus_confidence,pgd_failure,,prevalence,5,0.036000000000000004,0.008944271909999158,0.024894219579208832,0.04710578042079118
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auroc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auprc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,0.00425531914893617,0.009515182882977829,-0.0075593408731821,0.01606997917105444
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auroc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auprc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,0.0047619047619047615,0.010647942749998997,-0.008459262405703778,0.0179830719295133
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,pgd_failure,,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,pgd_failure,,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,one_minus_confidence,pgd_failure,,prevalence,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,certified_below_threshold,0.5,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,certified_below_threshold,0.5,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,certified_below_threshold,0.5,prevalence,5,0.04136231884057971,0.0014469183732429326,0.03956573238818441,0.04315890529297502
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,certified_below_threshold,0.9,auroc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,certified_below_threshold,0.9,auprc,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,certified_below_threshold,0.9,prevalence,5,0.046743179301318834,0.0009085840505280155,0.045615023196436046,0.04787133540620162
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,pgd_failure,,auroc,5,0.9959183673469388,0.009126808071427725,0.9845859383461315,1.0072507963477462
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,pgd_failure,,auprc,5,0.9,0.22360679774997902,0.6223554894802206,1.1776445105197795
mlp512x1,bbb,val,standard,,,standard,0.01,all,predictive_entropy,pgd_failure,,prevalence,5,0.036000000000000004,0.008944271909999158,0.024894219579208832,0.04710578042079118
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,certified_below_threshold,0.5,auroc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,certified_below_threshold,0.5,auprc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,certified_below_threshold,0.5,prevalence,5,0.00425531914893617,0.009515182882977829,-0.0075593408731821,0.01606997917105444
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,certified_below_threshold,0.9,auroc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,certified_below_threshold,0.9,auprc,1,1.0,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,certified_below_threshold,0.9,prevalence,5,0.0047619047619047615,0.010647942749998997,-0.008459262405703778,0.0179830719295133
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,pgd_failure,,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,pgd_failure,,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.01,clean_correct,predictive_entropy,pgd_failure,,prevalence,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,pgd_failure,,auroc,5,0.9926908212560386,0.005867815488391021,0.985404966016001,0.9999766764960761
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,pgd_failure,,auprc,5,0.9444761904761905,0.042041983120105104,0.8922741736228657,0.9966782073295153
mlp512x1,bbb,val,standard,,,standard,0.05,all,expected_entropy,pgd_failure,,prevalence,5,0.084,0.026076809620810597,0.05162136430582594,0.11637863569417407
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,pgd_failure,,auroc,5,0.9874557165861514,0.009667939564189713,0.9754513840924872,0.9994600490798156
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,pgd_failure,,auprc,5,0.8522222222222222,0.10610965676722954,0.7204696815525948,0.9839747628918496
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,expected_entropy,pgd_failure,,prevalence,5,0.049914965986394555,0.01880049927435355,0.026571062889173765,0.07325886908361534
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,pgd_failure,,auroc,5,0.9860724637681159,0.011408788154384557,0.971906582253683,1.0002383452825487
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,pgd_failure,,auprc,5,0.9050555555555555,0.06961219874171362,0.8186205945421643,0.9914905165689467
mlp512x1,bbb,val,standard,,,standard,0.05,all,mutual_information,pgd_failure,,prevalence,5,0.084,0.026076809620810597,0.05162136430582594,0.11637863569417407
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,pgd_failure,,auroc,5,0.9757004830917875,0.01944810312878251,0.9515524736034242,0.9998484925801507
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,pgd_failure,,auprc,5,0.7463492063492063,0.19894025103529298,0.49933225884506394,0.9933661538533487
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,mutual_information,pgd_failure,,prevalence,5,0.049914965986394555,0.01880049927435355,0.026571062889173765,0.07325886908361534
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,pgd_failure,,auroc,5,0.9935797101449275,0.004999486542750958,0.9873720276952894,0.9997873925945656
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,pgd_failure,,auprc,5,0.9492380952380952,0.037221528405893683,0.9030214634583783,0.9954547270178121
mlp512x1,bbb,val,standard,,,standard,0.05,all,one_minus_confidence,pgd_failure,,prevalence,5,0.084,0.026076809620810597,0.05162136430582594,0.11637863569417407
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,pgd_failure,,auroc,5,0.9889371980676328,0.008282437715304404,0.9786531933391743,0.9992212027960913
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,pgd_failure,,auprc,5,0.862222222222222,0.09665708764799709,0.7422065963184783,0.9822378481259657
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,one_minus_confidence,pgd_failure,,prevalence,5,0.049914965986394555,0.01880049927435355,0.026571062889173765,0.07325886908361534
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,pgd_failure,,auroc,5,0.9926908212560386,0.005867815488391021,0.985404966016001,0.9999766764960761
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,pgd_failure,,auprc,5,0.9444761904761905,0.042041983120105104,0.8922741736228657,0.9966782073295153
mlp512x1,bbb,val,standard,,,standard,0.05,all,predictive_entropy,pgd_failure,,prevalence,5,0.084,0.026076809620810597,0.05162136430582594,0.11637863569417407
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,pgd_failure,,auroc,5,0.9874557165861514,0.009667939564189713,0.9754513840924872,0.9994600490798156
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,pgd_failure,,auprc,5,0.8522222222222222,0.10610965676722954,0.7204696815525948,0.9839747628918496
mlp512x1,bbb,val,standard,,,standard,0.05,clean_correct,predictive_entropy,pgd_failure,,prevalence,5,0.049914965986394555,0.01880049927435355,0.026571062889173765,0.07325886908361534
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,pgd_failure,,auroc,5,0.9020389610389611,0.06638941932652018,0.8196056091995678,0.9844723128783543
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,pgd_failure,,auprc,5,0.8490051412926995,0.11098967242442599,0.7111932608708607,0.9868170217145384
mlp512x1,bbb,val,standard,,,standard,0.07,all,expected_entropy,pgd_failure,,prevalence,5,0.324,0.016733200530681527,0.30322298732632863,0.3447770126736714
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,pgd_failure,,auroc,5,0.8884556619850738,0.07754480687721477,0.7921710670379725,0.984740256932175
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,pgd_failure,,auprc,5,0.8073709580473525,0.15115043041645787,0.6196929102862335,0.9950490058084714
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,expected_entropy,pgd_failure,,prevalence,5,0.29872448979591837,0.017762239716551886,0.27666975621241086,0.3207792233794259
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,pgd_failure,,auroc,5,0.8898892920804686,0.07334825903272116,0.7988153995086147,0.9809631846523226
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,pgd_failure,,auprc,5,0.8272459342191423,0.12836638016394672,0.6678580213898319,0.9866338470484527
mlp512x1,bbb,val,standard,,,standard,0.07,all,mutual_information,pgd_failure,,prevalence,5,0.324,0.016733200530681527,0.30322298732632863,0.3447770126736714
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,pgd_failure,,auroc,5,0.8745639980934099,0.08556744273200045,0.7683179850347226,0.9808100111520972
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,pgd_failure,,auprc,5,0.7781157336212784,0.17454072656664948,0.5613947972231424,0.9948366700194143
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,mutual_information,pgd_failure,,prevalence,5,0.29872448979591837,0.017762239716551886,0.27666975621241086,0.3207792233794259
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,pgd_failure,,auroc,5,0.8998776419658773,0.06576746134223314,0.8182165529639686,0.981538730967786
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,pgd_failure,,auprc,5,0.8464004904022431,0.11035101565070377,0.7093816071035441,0.983419373700942
mlp512x1,bbb,val,standard,,,standard,0.07,all,one_minus_confidence,pgd_failure,,prevalence,5,0.324,0.016733200530681527,0.30322298732632863,0.3447770126736714
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,pgd_failure,,auroc,5,0.8859991642344583,0.07685396339788075,0.79057236476404,0.9814259637048767
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,pgd_failure,,auprc,5,0.8037206834648712,0.1503526879703236,0.6170331637789562,0.9904082031507863
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,one_minus_confidence,pgd_failure,,prevalence,5,0.29872448979591837,0.017762239716551886,0.27666975621241086,0.3207792233794259
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,pgd_failure,,auroc,5,0.9002363127069009,0.06484856927961417,0.8197161788973814,0.9807564465164204
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,pgd_failure,,auprc,5,0.8463939139650402,0.1090613741511929,0.7109763320868734,0.9818114958432069
mlp512x1,bbb,val,standard,,,standard,0.07,all,predictive_entropy,pgd_failure,,prevalence,5,0.324,0.016733200530681527,0.30322298732632863,0.3447770126736714
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,certified_below_threshold,0.5,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,certified_below_threshold,0.5,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,certified_below_threshold,0.9,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,certified_below_threshold,0.9,auprc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,certified_below_threshold,0.9,prevalence,5,1.0,0.0,1.0,1.0
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,pgd_failure,,auroc,5,0.8864624917566095,0.07582210087460022,0.7923169188324443,0.9806080646807748
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,pgd_failure,,auprc,5,0.8040144637586515,0.14894960464555537,0.6190691021235812,0.9889598253937217
mlp512x1,bbb,val,standard,,,standard,0.07,clean_correct,predictive_entropy,pgd_failure,,prevalence,5,0.29872448979591837,0.017762239716551886,0.27666975621241086,0.3207792233794259
mlp512x1,bbb,val,standard,,,standard,0.08,all,expected_entropy,certified_below_threshold,0.5,auroc,0,,,,
mlp512x1,bbb,val,standard,,,standard,0.08,all,expected_entropy,certified_below_threshold,0.5,auprc,0,,,,
