architecture,family,eval_split,train_epsilon,rob_lam,robust_config_id,outcome_group,eval_epsilon,metric,n_seeds,mean,sd,ci_low,ci_high
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.1,mean_property_evaluations,5,22.487999999999992,9.238361326555697,11.017059338417816,33.95894066158217
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.1,mean_unknown_frac,5,0.255471459217966,0.03634730829267602,0.21034031507933706,0.30060260335659494
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.1,median_p_safe_point,5,0.9957492354740062,0.006042319356664557,0.988246705063186,1.0032517658848263
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,accuracy,5,0.47840000000000005,0.009639761407835777,0.4664306553086163,0.49036934469138377
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,brier,5,-0.7914718627929688,0.017558024414556724,-0.8132730295881065,-0.769670695997831
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,ece,5,-0.4312054458186031,0.009810220511732397,-0.4433864434424613,-0.4190244481947449
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,ece_adaptive,5,-0.4311081794917584,0.00929972627007981,-0.4426553147944663,-0.4195610441890505
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,mc_samples,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,mean_confidence,5,0.04729182088836632,0.003116481490560548,0.043422198020468886,0.05116144375626376
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,mean_mutual_information,5,-0.08418370657087677,0.0030746126475417294,-0.08800134240375129,-0.08036607073800225
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,mean_predictive_entropy,5,-0.06764857119881867,0.008461511436479992,-0.0781549253198853,-0.05714221707775205
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,n,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.1,nll,5,-1.7203036069869995,0.05683214444019135,-1.7908700346791013,-1.6497371792948976
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,accuracy,5,0.4444,0.015278252517876532,0.42542954389308674,0.4633704561069133
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,brier,5,-0.9894760131835938,0.022090466262346,-1.0169049498450837,-0.9620470765221039
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,ece,5,-0.5831170787185431,0.014440269128085714,-0.6010470410192604,-0.5651871164178258
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,ece_adaptive,5,-0.5838938041806221,0.014280369339816188,-0.6016252246709247,-0.5661623836903195
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,mc_samples,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,mean_confidence,5,-0.13949381448831863,0.0043902724197133055,-0.14494505769418356,-0.1340425712824537
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,mean_mutual_information,5,-0.038054678328561145,0.0028420694074878343,-0.04158357359223509,-0.0345257830648872
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,mean_predictive_entropy,5,0.3973326136294163,0.009818265975281838,0.3851416262431199,0.4095236010157127
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,n,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,pgd,0.15,nll,5,-4.754276704788208,0.09735415487463851,-4.875157853971601,-4.633395555604816
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,accuracy,5,-0.009099999999999997,0.0032480763537823614,-0.013133019471908508,-0.005066980528091486
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,brier,5,0.016101057827472686,0.004836993244579255,0.010095137456123811,0.022106978198821563
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,ece,5,0.0049947754055261456,0.002038904672001984,0.002463140878531828,0.007526409932520463
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,ece_adaptive,5,0.0046829810857772726,0.002975373308845167,0.0009885671669678194,0.008377395004586726
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,mc_samples,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,mean_confidence,5,-0.003809227568631779,0.0011245411700114957,-0.0052055298539329916,-0.0024129252833305663
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,mean_mutual_information,5,-0.008178322692954192,0.00032302268669718334,-0.008579408333629138,-0.007777237052279245
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,mean_predictive_entropy,5,0.011724259169799097,0.0023588766252740944,0.008795326987991863,0.014653191351606332
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,n,5,0.0,0.0,0.0,0.0
mlp512x1,bbb,val,0.08,0.25,robust_eps0p08_lam0p25,clean,,nll,5,0.07380016297101974,0.014086089302636188,0.056309973008453224,0.09129035293358626
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,frac_p_safe_lower_geq_0p5,5,0.011999999999999988,0.017888543819998288,-0.010211560841582321,0.0342115608415823
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,frac_p_safe_point_geq_0p9,5,0.011999999999999988,0.017888543819998288,-0.010211560841582321,0.0342115608415823
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_interval_width,5,-0.011099999999999995,0.01654690303349844,-0.03164569377846366,0.009445693778463667
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_net_frac_safe,5,0.011999999999999988,0.017888543819998288,-0.010211560841582321,0.0342115608415823
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_net_frac_unsafe,5,0.0,0.0,0.0,0.0
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_p_safe_lower,5,0.011099999999999933,0.01654690303349835,-0.009445693778463625,0.03164569377846349
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_p_safe_point,5,0.011999999999999988,0.017888543819998288,-0.010211560841582321,0.0342115608415823
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_p_safe_upper,5,0.0,0.0,0.0,0.0
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_property_evaluations,5,-0.03599999999999852,0.053665631459991425,-0.10263468252474117,0.030634682524744133
mlp512x1,deterministic,val,0.08,0.25,robust_eps0p08_lam0p25,certification,0.01,mean_unknown_frac,5,-0.012,0.01788854381999832,-0.03421156084158235,0.010211560841582347
