comparison_id,architecture,family,seed,eval_split,train_epsilon,rob_lam,robust_config_id,standard_model_id,robust_model_id,outcome_group,eval_epsilon,metric,standard,robust,delta
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,pgd,0.05,mean_predictive_entropy,0.2487942547758933,0.12861501788179316,-0.12017923689410012
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,pgd,0.05,n,2000.0,2000.0,0.0
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,pgd,0.05,nll,0.4607178270816803,0.40143439173698425,-0.059283435344696045
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,frac_p_safe_lower_geq_0p5,0.0,0.92,0.92
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,frac_p_safe_point_geq_0p9,0.0,0.92,0.92
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,mean_interval_width,0.48497326561995713,0.09414502470007054,-0.3908282409198866
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,mean_net_frac_safe,0.18,0.92,0.74
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,mean_net_frac_unsafe,0.1,0.06,-0.04000000000000001
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,mean_p_safe_lower,0.0,0.8503549752999294,0.8503549752999294
/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/bbb/seed0_eps0p08_lam0p25.json,mlp512x1,bbb,0,val,0.08,0.25,robust_eps0p08_lam0p25,mlp512x1|bbb|s0|val|standard,mlp512x1|bbb|s0|val|robust_eps0p08_lam0p25,certification,0.05,mean_p_safe_point,0.0,0.9193549752999295,0.9193549752999295
