level,file,check,detail
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.07: MAE=0.0125"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.08: MAE=0.0094"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.1: MAE=0.00246"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.01: MAE=0.000101"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.05: MAE=0.00436"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.07: MAE=0.00546"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.08: MAE=0.00382"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed2_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.1: MAE=0.0104"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.01: MAE=0.00352"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.05: MAE=0.0226"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.07: MAE=0.0143"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.08: MAE=0.00987"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.1: MAE=0.00443"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.01: MAE=2.8e-05"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.05: MAE=0.00259"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.07: MAE=0.00336"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.08: MAE=0.00523"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed3_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.1: MAE=0.00424"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.01: MAE=0.00223"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.05: MAE=0.0217"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.07: MAE=0.0127"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.08: MAE=0.00943"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"standard, eps=0.1: MAE=0.00138"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.01: MAE=0.00048"
warning,/home/user/thesis/UncertaintyAndRobustnessInBNNs/runs/mlp512x1/vogn/seed4_eps0p08_lam0p25.json,unknown_mass_identity,"robust, eps=0.05: MAE=0.00163"
